SA1_7DIGITCODE_2016	Sex	labourForceParticipation
1104028	F	54.9
1104028	M	58.5
1104029	F	32
1104029	M	41.4
1104030	F	42
1104030	M	56.3
1104031	F	57.5
1104031	M	59.8
1104032	F	33.6
1104032	M	49
1104033	F	48.2
1104033	M	56.8
1104034	F	55.9
1104034	M	72.2
1104035	F	52.3
1104035	M	57
1104036	F	53.5
1104036	M	66.4
1104037	F	46.4
1104037	M	48.1
1104038	F	58.4
1104038	M	62.1
1104039	F	52.2
1104039	M	62.6
1104040	F	45.7
1104040	M	59.4
1104041	F	43.1
1104041	M	47.7
1104042	F	44.8
1104042	M	52.6
1104043	F	45.5
1104043	M	50.2
1104044	F	44.4
1104044	M	45.3
1104045	F	46.2
1104045	M	59.8
1104046	F	50
1104046	M	54.4
1104047	F	47.9
1104047	M	59.1
1104048	F	52.6
1104048	M	62.9
1104049	F	58.7
1104049	M	69.9
1104050	F	53.5
1104050	M	60.8
1104051	F	61
1104051	M	57.1
1104052	F	60
1104052	M	60.9
1104053	F	40.4
1104053	M	48.3
1104054	F	64.4
1104054	M	67.1
1104055	F	62.4
1104055	M	68.6
1104056	F	56.9
1104056	M	64.1
1104057	F	56.2
1104057	M	61
1104058	F	57.3
1104058	M	61.3
1104101	F	56.4
1104101	M	61.1
1104102	F	63.4
1104102	M	67.6
1104103	F	68.7
1104103	M	74.8
1104104	F	68.7
1104104	M	72.3
1104105	F	64.4
1104105	M	77
1104106	F	57.6
1104106	M	66.2
1104107	F	61.8
1104107	M	66.1
1104109	F	65
1104109	M	72
1104110	F	60.8
1104110	M	67.4
1104111	F	66.7
1104111	M	72
1104112	F	68.1
1104112	M	71.7
1104113	F	54.6
1104113	M	68.2
1104114	F	63.2
1104114	M	66.9
1104115	F	57.8
1104115	M	66.7
1104116	F	63.3
1104116	M	72.7
1104117	F	61.9
1104117	M	61.5
1104119	F	69.8
1104119	M	69.8
1104120	F	70.2
1104120	M	69.9
1104121	F	32.2
1104121	M	40.2
1104122	F	50.8
1104122	M	59.3
1104123	F	66
1104123	M	76.4
1104124	F	61.8
1104124	M	64.2
1104125	F	63.8
1104125	M	74.9
1104201	F	39.9
1104201	M	42
1104202	F	45.8
1104202	M	57
1104203	F	55.2
1104203	M	62.4
1104204	F	28.9
1104204	M	26
1104205	F	36.1
1104205	M	43.8
1104207	F	58.6
1104207	M	64.8
1104208	F	34.2
1104208	M	32.2
1104209	F	46.1
1104209	M	39.5
1104210	F	66.1
1104210	M	71.2
1104211	F	62.7
1104211	M	62.6
1104213	F	42.1
1104213	M	51.8
1104214	F	49.4
1104214	M	55.7
1104215	F	46.3
1104215	M	50.3
1104216	F	49.7
1104216	M	58.8
1104217	F	43.9
1104217	M	50.3
1104218	F	52.9
1104218	M	65.9
1104219	F	52.2
1104219	M	54.2
1104220	F	37.9
1104220	M	51.9
1104221	F	49.8
1104221	M	58.6
1104222	F	45.5
1104222	M	53.1
1104223	F	25.6
1104223	M	46.6
1104224	F	49.7
1104224	M	58.5
1104225	F	61.2
1104225	M	65
1104226	F	57.4
1104226	M	62
1104227	F	47.4
1104227	M	56.2
1104228	F	53.7
1104228	M	61.1
1104229	F	43.8
1104229	M	58.2
1104230	F	40.4
1104230	M	55.9
1104231	F	27.9
1104231	M	32.6
1104232	F	30.8
1104232	M	42.7
1104233	F	40.5
1104233	M	48
1104301	F	27.3
1104301	M	41.9
1104302	F	59.1
1104302	M	64.2
1104303	F	53.2
1104303	M	59.8
1104304	F	67.1
1104304	M	72.7
1104305	F	64.5
1104305	M	63.6
1104306	M	100
1104307	F	61.4
1104307	M	71.6
1104308	F	50.8
1104308	M	59.5
1104309	F	58.6
1104309	M	67.4
1104310	F	65.1
1104310	M	82.9
1104311	F	69.5
1104311	M	77.6
1104312	F	0.7
1104312	M	2.7
1104313	F	31.5
1104313	M	31.1
1104314	F	4.2
1104314	M	5.4
1104315	F	52.1
1104315	M	61.7
1104316	F	59.4
1104316	M	63.9
1104317	F	49.4
1104317	M	60.8
1104318	F	51.2
1104318	M	62
1104319	F	65.2
1104319	M	70.4
1104320	F	54.9
1104320	M	60.5
1104321	F	59.9
1104321	M	77.1
1104322	F	56.5
1104322	M	67.6
1104323	F	56
1104323	M	66.8
1104324	F	63
1104324	M	66.2
1104325	F	36.7
1104325	M	51.5
1104326	F	72.2
1104326	M	68.6
1104327	F	57
1104327	M	75.3
1104328	F	61
1104328	M	67.9
1104329	F	67.6
1104329	M	73.5
1104330	F	57.8
1104330	M	64.2
1104401	F	47.7
1104401	M	58.3
1104402	F	53.9
1104402	M	63.2
1104403	F	40
1104403	M	46.5
1104404	F	61.6
1104404	M	69.5
1104405	F	61.3
1104405	M	66.4
1104406	F	53.4
1104406	M	60.6
1104407	F	55.1
1104407	M	67.3
1104408	F	53
1104408	M	52.5
1104409	F	52.8
1104409	M	57
1104410	F	7
1104410	M	12.5
1104411	F	13.9
1104411	M	23.8
1104412	F	52.7
1104412	M	62.9
1104414	F	62.6
1104414	M	66.1
1104415	F	62.6
1104415	M	72.3
1104416	F	58.1
1104416	M	63.8
1104417	F	50.4
1104417	M	59.5
1104419	F	68.7
1104419	M	67.7
1104420	F	25
1104420	M	32.8
1104421	F	21.6
1104421	M	43.5
1104422	F	56.7
1104422	M	68
1104423	F	61.7
1104423	M	72.9
1104424	F	52.1
1104424	M	72.1
1104425	F	52.7
1104425	M	57.3
1104426	F	63.1
1104426	M	74.5
1104427	F	55.1
1104427	M	59.3
1104428	F	59.4
1104428	M	74.1
1104429	F	52.5
1104429	M	61.4
1104430	F	51
1104430	M	54.5
1104431	F	59.7
1104431	M	61.5
1104432	F	58.1
1104432	M	68.1
1104433	F	55.6
1104433	M	72.4
1104434	F	57.2
1104434	M	69.4
1104435	F	63.8
1104435	M	67.6
1104436	F	65.3
1104436	M	75.5
1104437	F	58
1104437	M	64.8
1104438	F	65.9
1104438	M	68.6
1104439	F	57.6
1104439	M	67.3
1104440	F	1.9
1104441	F	59.9
1104441	M	55.8
1104442	F	60.5
1104442	M	70.7
1104443	F	53.7
1104443	M	60.9
1104444	F	53.1
1104444	M	56.9
1104445	F	41
1104445	M	44.7
1104446	F	31.8
1104446	M	40.6
1104447	F	35.2
1104447	M	45.3
1104448	F	51.2
1104448	M	62.6
1104449	F	51.2
1104449	M	56.9
1104450	F	64.7
1104450	M	66.5
1104451	F	64.2
1104451	M	74.8
1104452	F	60
1104452	M	66.3
1104453	F	65.6
1104453	M	73.8
1104454	F	48.3
1104454	M	61.6
1104455	F	43
1104455	M	61.4
1104456	F	66.7
1104456	M	66
1104457	F	68.8
1104457	M	71.2
1104458	F	60.4
1104458	M	66.9
1104459	F	48.4
1104459	M	64.4
1104501	F	56.1
1104501	M	63.5
1104502	F	66.7
1104502	M	63.1
1104503	F	50.4
1104503	M	79.5
1104504	F	58.4
1104504	M	70.4
1104505	F	46.4
1104505	M	49.8
1104506	F	57.3
1104506	M	63.6
1104507	F	61.7
1104507	M	61.9
1104508	F	48.9
1104508	M	48.6
1104509	F	50.6
1104509	M	61.4
1104510	F	51.4
1104510	M	58.3
1104511	F	56.2
1104511	M	66.8
1104512	F	50.3
1104512	M	65.3
1104513	F	51.8
1104513	M	62.2
1104514	F	59.8
1104514	M	69.3
1104515	F	53.8
1104515	M	70.5
1104516	F	55.6
1104516	M	59.4
1104517	F	63
1104517	M	69
1104518	F	61.7
1104518	M	71.4
1104519	F	53.4
1104519	M	66.2
1104521	F	58.5
1104521	M	65.5
1104522	F	53.8
1104522	M	73.4
1104523	F	44.9
1104523	M	62.1
1104524	F	50
1104524	M	66
1104601	F	48.8
1104601	M	59.3
1104602	F	53.7
1104602	M	64.5
1104603	F	55.8
1104603	M	60.2
1104604	F	47.7
1104604	M	55.2
1104605	F	45
1104605	M	59.2
1104606	F	55.4
1104606	M	64.8
1104607	F	50.9
1104607	M	59.7
1104608	F	42.9
1104608	M	55.9
1104609	F	44.2
1104609	M	53.2
1104610	F	46
1104610	M	59
1104611	F	17.1
1104611	M	24.1
1104612	F	52.8
1104612	M	56.9
1104614	F	46.5
1104614	M	61.5
1104615	F	55.2
1104615	M	64
1104616	F	50.5
1104616	M	61.1
1104617	F	40.6
1104617	M	47.8
1104618	F	49.8
1104618	M	57.4
1104619	F	54
1104619	M	55.7
1104620	F	50.3
1104620	M	57.6
1104621	F	54.8
1104621	M	63.6
1104622	F	46.7
1104622	M	64.1
1104623	F	42.9
1104623	M	25
1104624	F	57.3
1104624	M	59.7
1104625	F	23.9
1104625	M	32.1
1104701	F	70.1
1104701	M	75.3
1104702	F	67
1104702	M	78.8
1104703	F	68.8
1104703	M	72.7
1104704	F	62.4
1104704	M	76.4
1104705	F	63.6
1104705	M	73.4
1104706	F	60
1104706	M	69.3
1104707	F	61.3
1104707	M	66.8
1104708	F	68.7
1104708	M	71.2
1104709	F	67.9
1104709	M	73.8
1104710	F	14.7
1104710	M	25.9
1104711	F	29.1
1104711	M	29.4
1104712	F	62.8
1104712	M	71.3
1104713	F	28.9
1104713	M	33.4
1104714	F	57
1104714	M	72.5
1104715	F	55.7
1104715	M	70.5
1104716	F	60.3
1104716	M	77.9
1104717	F	54.5
1104717	M	67.3
1104718	F	57.1
1104718	M	74.3
1104719	F	60.2
1104719	M	76
1104720	F	72.6
1104720	M	73.3
1104721	F	63.4
1104721	M	71.2
1104722	F	64.8
1104722	M	75.4
1104723	F	62.6
1104723	M	66
1104724	F	66.2
1104724	M	74.1
1104725	F	55.3
1104725	M	68.4
1104726	F	66.2
1104726	M	74.6
1104727	F	58.6
1104727	M	72.7
1104728	F	61.8
1104728	M	73.5
1104729	F	68.8
1104729	M	74.4
1104730	F	62.3
1104730	M	72.3
1104731	F	59.8
1104731	M	72.2
1104732	F	58.7
1104732	M	72.7
1104733	F	45.3
1104733	M	81.5
1104734	F	55.2
1104734	M	62.7
1104735	F	63.5
1104735	M	65.6
1104736	F	59.5
1104736	M	62.7
1104737	F	70
1104737	M	57.1
1104801	F	52.9
1104801	M	57.1
1104802	F	55
1104802	M	69.1
1104803	F	57.8
1104803	M	69.6
1104804	F	57.5
1104804	M	69.8
1104805	F	58.6
1104805	M	78.1
1104806	F	53.7
1104806	M	67
1104807	F	60.1
1104807	M	60.1
1104808	F	42.8
1104808	M	50.7
1104809	F	48.2
1104809	M	58.4
1104810	F	44.4
1104810	M	49.8
1104811	F	53.9
1104811	M	60.3
1104812	F	56.7
1104812	M	69.1
1104813	F	51.6
1104813	M	61.8
1104814	F	45
1104814	M	52.1
1104815	F	36.2
1104815	M	43.4
1104816	F	44.4
1104816	M	51.8
1104817	F	43.1
1104817	M	53.2
1104818	F	47.4
1104818	M	53.5
1104819	F	51.7
1104819	M	55
1104820	F	41.2
1104820	M	53.6
1104821	F	14.9
1104821	M	22.3
1104822	F	59.1
1104822	M	59.6
1104823	F	49.6
1104823	M	59.7
1104824	F	43.7
1104824	M	53.8
1104825	F	45.3
1104825	M	60.2
1104826	F	39.6
1104826	M	48.4
1104827	F	39.8
1104827	M	55.9
1104828	F	47.8
1104828	M	61.9
1104829	F	37.3
1104829	M	51.1
1104830	F	44
1104830	M	39.1
1104831	F	65.7
1104831	M	71.9
1104832	F	49.5
1104832	M	60.2
1104833	F	46.4
1104833	M	53.2
1104834	F	45.6
1104834	M	56.6
1104835	F	37.3
1104835	M	51.9
1104836	F	49.8
1104836	M	55.7
1104837	F	47.5
1104837	M	51.8
1104838	F	57.7
1104838	M	61.5
1104840	F	48.9
1104840	M	67.5
1104841	F	51.8
1104841	M	64.3
1104842	F	47.5
1104842	M	54
1104843	F	35.1
1104843	M	61.2
1104844	F	54.1
1104844	M	69.2
1104845	F	39.3
1104845	M	48.2
1104846	F	28.4
1104846	M	37.1
1104847	F	51.8
1104847	M	53.9
1104848	F	58
1104848	M	68.2
1104849	F	5.4
1104849	M	10.8
1104901	F	58.2
1104901	M	72.6
1104902	F	66.9
1104902	M	72.9
1104903	F	66.1
1104903	M	63.3
1104904	F	49.3
1104904	M	62.5
1104905	F	62.6
1104905	M	71.3
1104906	F	52.4
1104906	M	60.6
1104907	F	59.2
1104907	M	62.6
1104908	F	65
1104908	M	58.6
1104910	F	59.4
1104910	M	51.1
1105001	F	63.5
1105001	M	69.6
1105002	F	54.5
1105002	M	57.9
1105003	F	58.7
1105003	M	72
1105004	F	59
1105004	M	64.9
1105005	F	60.4
1105005	M	61.1
1105006	F	56.7
1105006	M	69.3
1105007	F	56.1
1105007	M	64.9
1105008	F	35.6
1105008	M	36.1
1105009	F	59.8
1105009	M	71.4
1105010	F	54.8
1105010	M	66.1
1105011	F	60.8
1105011	M	62
1105012	F	55.3
1105012	M	68.9
1105013	F	49.1
1105013	M	60.5
1105015	F	54.2
1105015	M	56.1
1105016	F	50
1105017	F	14.1
1105017	M	20.1
1105018	F	56.9
1105018	M	67.7
1105019	F	54.4
1105019	M	65.5
1105020	F	5.9
1105020	M	9.6
1105021	F	4.1
1105021	M	7.3
1105022	F	66.7
1105022	M	64.3
1105024	F	52.3
1105024	M	56
1105025	F	49.4
1105025	M	57.3
1105026	F	44.1
1105026	M	58.8
1105027	F	4.3
1105027	M	5.5
1105028	F	22.9
1105028	M	30.4
1105101	F	67.5
1105101	M	77.1
1105102	F	67.7
1105102	M	73.7
1105103	F	59.6
1105103	M	65.6
1105104	F	59.3
1105104	M	74.1
1105106	F	55.2
1105106	M	57.8
1105107	F	50
1105107	M	69
1105108	F	57.7
1105108	M	66.8
1105109	F	55.8
1105109	M	67.3
1105110	F	73.7
1105110	M	81.4
1105111	F	62.9
1105111	M	70.9
1105112	F	69.4
1105112	M	75.4
1105113	F	66.9
1105113	M	73.7
1105114	F	65.4
1105114	M	72.7
1105115	F	70.5
1105115	M	69.8
1105116	F	58.6
1105116	M	73.1
1105201	F	45
1105201	M	48.1
1105202	F	56.2
1105202	M	64
1105203	F	49.6
1105203	M	59.5
1105204	F	58.3
1105204	M	67.5
1105205	F	51.8
1105205	M	58.6
1105206	F	42.6
1105206	M	50.9
1105207	F	49.4
1105207	M	54.6
1105208	F	45.1
1105208	M	60
1105209	F	45.9
1105209	M	56.4
1105210	F	52.5
1105210	M	49.6
1105213	F	44.9
1105213	M	52.7
1105214	F	58.1
1105214	M	64.5
1105215	F	48.7
1105215	M	60.8
1105216	F	53.3
1105216	M	54.7
1105301	F	48.9
1105301	M	52.4
1105302	F	43.6
1105302	M	48.9
1105303	F	43.2
1105303	M	55.5
1105304	F	52.8
1105304	M	63.6
1105305	F	49.8
1105305	M	52.5
1105306	F	61.1
1105306	M	59.9
1105307	F	38.2
1105307	M	53.8
1105308	F	47.5
1105308	M	63.7
1105309	F	58.5
1105309	M	62.2
1105310	F	46.2
1105310	M	58.3
1105311	F	55.9
1105311	M	57.5
1105312	F	48.3
1105312	M	56.8
1105313	F	44.8
1105313	M	49.5
1105314	F	42.4
1105314	M	53.3
1105315	F	49.3
1105315	M	65.9
1105316	F	42.1
1105316	M	49.8
1105317	F	46
1105317	M	50.8
1105318	F	45.5
1105318	M	52.2
1105319	F	50
1105319	M	52.4
1105320	F	55.6
1105320	M	63.9
1105321	F	51.9
1105321	M	55.5
1105322	F	51.1
1105322	M	58.6
1105324	F	60.7
1105324	M	61.3
1105325	F	37.1
1105325	M	52.4
1105326	F	56.8
1105326	M	64.5
1105327	F	44.7
1105327	M	42.5
1105328	F	45.6
1105328	M	51.3
1105329	F	43.4
1105329	M	54.2
1105330	F	43.9
1105330	M	54.6
1105331	F	30.8
1105331	M	40.2
1105332	F	42.9
1105332	M	46.2
1105333	F	42
1105333	M	51.9
1105334	F	34.2
1105334	M	46.5
1105335	F	44.3
1105335	M	49.3
1105336	F	48.4
1105336	M	54.7
1105337	F	58.7
1105337	M	59.7
1105401	F	47.4
1105401	M	49.8
1105402	F	41.3
1105402	M	43.4
1105403	F	38.2
1105403	M	41.9
1105404	F	23.4
1105404	M	34.5
1105405	F	38
1105405	M	57.8
1105406	F	8.2
1105406	M	18.3
1105407	F	46.5
1105407	M	52.9
1105408	F	59.1
1105408	M	62.9
1105409	F	50.3
1105409	M	58.3
1105410	F	53
1105410	M	60.8
1105411	F	50.3
1105411	M	59.4
1105412	F	53.6
1105412	M	57.1
1105413	F	65.7
1105413	M	64.1
1105414	F	43.3
1105414	M	53.4
1105415	M	100
1105417	F	38.6
1105417	M	46.8
1105418	F	35.7
1105418	M	40.7
1105419	F	27.5
1105419	M	28.5
1105420	F	44.4
1105420	M	58.9
1105421	F	50.3
1105421	M	50.3
1105422	F	43.8
1105422	M	56.1
1105423	F	51.3
1105423	M	57.9
1105424	F	50
1105424	M	54.4
1105501	F	46.5
1105501	M	62.5
1105502	F	59.3
1105502	M	71.8
1105503	F	57.6
1105503	M	63
1105504	F	75
1105504	M	75
1105505	F	67.4
1105505	M	79.3
1105506	F	53.3
1105506	M	57.1
1105507	F	60.8
1105507	M	74.4
1105508	F	56.3
1105508	M	66.9
1105509	F	50.7
1105509	M	51.9
1105510	F	57.9
1105510	M	66.1
1105511	F	63.4
1105511	M	69.7
1105512	F	61.5
1105512	M	60.7
1105513	F	58
1105513	M	67.6
1105514	F	55.1
1105514	M	67.9
1105601	F	52.3
1105601	M	62.6
1105602	F	66.2
1105602	M	72.6
1105603	F	65.9
1105603	M	75.8
1105604	F	63.7
1105604	M	68.4
1105605	F	58.4
1105605	M	65
1105606	F	64
1105606	M	73.3
1105607	F	56.3
1105607	M	67.7
1105608	F	53.6
1105608	M	67.4
1105609	F	58.3
1105609	M	66.4
1105612	F	52.8
1105612	M	66.7
1105613	F	59.9
1105613	M	68
1105614	F	57.1
1105614	M	67
1105615	F	47.5
1105615	M	58.9
1105616	F	133.3
1105616	M	42.9
1105617	F	69
1105617	M	70.3
1105618	F	63.2
1105618	M	67.5
1105620	F	58.5
1105620	M	68.4
1105621	M	100
1105622	F	60.4
1105622	M	76.4
1105623	F	64.1
1105623	M	75.8
1105624	F	55.7
1105624	M	61.9
1105625	F	43
1105625	M	59.4
1105626	F	58.9
1105626	M	66.8
1105627	F	57.4
1105627	M	76.3
1105628	F	65.6
1105628	M	77
1105629	F	65.3
1105629	M	71.3
1105630	F	33.7
1105630	M	46.2
1105631	F	60.2
1105631	M	72.5
1105632	F	49.7
1105632	M	45.8
1105633	F	62.8
1105633	M	71.3
1105701	F	58.9
1105701	M	72.1
1105702	F	59.1
1105702	M	69.5
1105703	F	55
1105703	M	67.1
1105704	F	53.5
1105704	M	62.9
1105705	F	53.3
1105705	M	83.3
1105706	F	45.3
1105706	M	50.2
1105707	F	39.5
1105707	M	56.6
1105708	F	59
1105708	M	60.9
1105709	F	64.3
1105709	M	68
1105710	F	29.9
1105710	M	37.4
1105711	F	45.5
1105711	M	50
1105712	F	37
1105712	M	60
1105713	F	40.4
1105713	M	44.4
1105714	F	58.1
1105714	M	61.5
1105715	F	32.1
1105715	M	45.8
1105716	F	47.2
1105716	M	54.3
1105717	F	58.5
1105717	M	70.2
1105718	F	33.2
1105718	M	38.3
1105719	F	46.6
1105719	M	54.7
1105720	F	39.3
1105720	M	46.2
1105801	F	58.3
1105801	M	66.3
1105802	F	56.6
1105802	M	62.3
1105804	F	56.5
1105804	M	61.5
1105805	F	55.8
1105805	M	59.8
1105806	F	66.3
1105806	M	68.1
1105807	F	53
1105807	M	68
1105808	F	50.5
1105808	M	45.9
1105809	F	48.3
1105809	M	54.9
1105811	F	66.2
1105811	M	72.2
1105813	F	68.2
1105813	M	68.7
1105814	F	56.5
1105814	M	39.6
1105815	F	52.4
1105815	M	66.2
1105816	F	61.6
1105816	M	69.3
1105817	F	53.8
1105817	M	71.6
1105818	F	57.1
1105818	M	54.6
1105819	F	47.4
1105819	M	63.8
1105820	F	49.3
1105820	M	56.8
1105821	F	46
1105821	M	56.6
1105822	F	53.2
1105822	M	60.4
1105823	F	41.9
1105823	M	64.1
1105824	F	57.5
1105824	M	62.1
1105825	F	53.4
1105825	M	64.2
1105826	F	65.2
1105826	M	65.8
1105827	F	34.8
1105827	M	50.9
1105828	F	61.8
1105828	M	61.7
1105829	F	54
1105829	M	63.5
1105830	F	32.3
1105830	M	48.3
1105831	F	61
1105831	M	71.3
1105832	F	38.1
1105832	M	51.7
1105833	F	38.3
1105833	M	55.6
1105834	F	53.7
1105834	M	60
1105835	F	69.7
1105835	M	77.2
1105836	F	54.8
1105836	M	56.1
1105837	F	62.8
1105837	M	67.6
1105838	F	62.6
1105838	M	70.4
1105839	F	66.8
1105839	M	75.5
1105840	F	55.6
1105840	M	65.5
1105841	F	46.8
1105841	M	43.1
1105842	F	71.3
1105842	M	74.2
1105843	F	45
1105843	M	58.6
1105844	F	60
1105844	M	59.3
1105845	F	60.2
1105845	M	73.4
1105846	F	53.2
1105846	M	59.7
1105847	F	55.4
1105847	M	63.7
1105848	F	60
1105848	M	68.3
1105850	F	62.6
1105850	M	70.9
1105851	F	46.1
1105851	M	50
1105853	F	42.4
1105853	M	47.5
1105854	F	53.3
1105854	M	56.2
1105855	F	51.3
1105855	M	63.3
1105856	F	53.4
1105856	M	72.1
1105857	F	36.9
1105857	M	50
1105858	M	100
1105859	F	69.3
1105859	M	78
1105860	F	65.5
1105860	M	73.3
1105861	F	64
1105861	M	69.4
1105862	F	71.4
1105862	M	83.8
1105863	F	72.7
1105863	M	76.2
1105864	F	66.7
1105864	M	71.8
1105901	F	58
1105901	M	77.8
1105902	F	57.7
1105902	M	65.4
1105903	F	66.1
1105903	M	60.7
1105905	F	33
1105905	M	49.5
1105906	F	32.8
1105906	M	51.4
1105907	F	42.5
1105907	M	45.7
1105908	F	16.5
1105908	M	31.4
1105910	F	70.4
1105910	M	79.7
1105912	F	52.6
1105912	M	60.8
1105913	F	60.6
1105913	M	65.1
1105914	F	38.9
1105914	M	52.9
1105915	F	51
1105915	M	55.2
1105916	F	71.6
1105916	M	61.4
1105917	F	73.1
1105917	M	77.1
1105918	F	50.8
1105918	M	63.2
1105919	F	67.1
1105919	M	70.2
1105920	F	58.6
1105920	M	62.4
1105921	F	60.7
1105921	M	63.4
1105922	F	66.7
1105922	M	74.5
1105923	F	65.3
1105923	M	71.5
1105924	F	54.7
1105924	M	57.3
1105925	F	70.2
1105925	M	72.1
1105926	F	71.2
1105926	M	75.9
1105927	F	46.3
1105927	M	88.5
1106001	F	67
1106001	M	59.2
1106002	F	51.1
1106002	M	56.7
1106003	F	51.6
1106003	M	65.3
1106004	F	62.3
1106004	M	73.8
1106005	F	39.4
1106005	M	38.2
1106006	F	64.5
1106006	M	67.4
1106007	F	46.8
1106007	M	59.8
1106008	F	55.5
1106008	M	57.8
1106009	F	61.3
1106009	M	69.1
1106010	F	55.1
1106010	M	58.7
1106011	F	63.6
1106011	M	63
1106012	F	66.7
1106012	M	62.6
1106013	F	65.8
1106013	M	62.1
1106014	F	69.1
1106014	M	67
1106015	F	65.5
1106015	M	70.6
1106016	F	60.2
1106016	M	59.1
1106017	F	56.7
1106017	M	70
1106018	F	55.4
1106018	M	56.5
1106019	F	58.7
1106019	M	56.6
1106020	F	55.3
1106020	M	64
1106101	F	50.6
1106101	M	58.5
1106102	F	56.1
1106102	M	67.3
1106103	F	57.2
1106103	M	64.1
1106104	F	60.9
1106104	M	64.4
1106105	F	52.9
1106105	M	58.9
1106106	F	42.4
1106106	M	58
1106107	F	62.1
1106107	M	18.4
1106108	F	59.5
1106108	M	67.4
1106109	F	52.2
1106109	M	56.1
1106110	F	33.1
1106110	M	46.7
1106111	F	45.5
1106111	M	53.1
1106112	F	49.7
1106112	M	53.4
1106113	M	166.7
1106114	F	46.8
1106114	M	68
1106115	F	56.3
1106115	M	62.2
1106116	F	48.9
1106116	M	59.7
1106201	F	31.6
1106201	M	41.1
1106202	F	39
1106202	M	51.9
1106203	F	50
1106203	M	59
1106204	F	44.7
1106204	M	57.4
1106205	F	56.8
1106205	M	69.3
1106206	F	56.4
1106206	M	63.5
1106207	F	53.1
1106207	M	57.9
1106208	F	49.4
1106208	M	49.5
1106209	F	37.9
1106209	M	61.2
1106210	F	46.4
1106210	M	56.9
1106211	F	43.2
1106211	M	50.7
1106212	F	36.1
1106212	M	50
1106213	F	60.4
1106213	M	65.6
1106214	F	68.2
1106214	M	84.9
1106215	F	60.5
1106215	M	71
1106216	F	46.5
1106216	M	70.5
1106217	F	55.6
1106217	M	64
1106218	F	56
1106218	M	71.8
1106219	F	60.4
1106219	M	77
1106220	F	57.3
1106220	M	59.2
1106221	F	66.7
1106221	M	69.2
1106222	F	43.5
1106222	M	49.3
1106224	F	23.1
1106224	M	100
1106303	F	30.6
1106303	M	48.5
1106304	F	52.6
1106304	M	62.3
1106305	F	52.1
1106305	M	58.3
1106306	F	20.3
1106306	M	25.5
1106308	F	50.3
1106308	M	56
1106309	F	31.9
1106309	M	43.5
1106310	F	41.4
1106310	M	55.7
1106311	F	39.7
1106311	M	46.3
1106312	F	38
1106312	M	53.7
1106313	F	50.5
1106313	M	59.3
1106314	F	46.5
1106314	M	59.2
1106315	F	49.2
1106315	M	65
1106316	F	43.4
1106316	M	50.3
1106317	F	40.5
1106317	M	44.3
1106318	F	32.5
1106318	M	42.9
1106319	F	29.3
1106319	M	33.6
1106320	F	38.1
1106320	M	43.8
1106321	F	46.5
1106321	M	50.4
1106322	F	40
1106322	M	50.9
1106323	F	48
1106323	M	56.3
1106324	F	51.6
1106324	M	55.1
1106325	F	55.9
1106325	M	56.7
1106326	F	50
1106326	M	57.3
1106327	F	58.4
1106327	M	67
1106328	F	59.9
1106328	M	61
1106329	F	61.1
1106329	M	61.2
1106401	F	54.8
1106401	M	59.1
1106402	F	59.8
1106402	M	59.8
1106403	F	44.4
1106403	M	58.5
1106404	F	37.1
1106404	M	54
1106405	F	29.2
1106405	M	37.2
1106406	F	37.4
1106406	M	50.9
1106407	F	52
1106407	M	69.9
1106408	F	62.1
1106408	M	61.1
1106409	F	46.7
1106409	M	51.7
1106410	F	50.9
1106410	M	55.9
1106411	F	53.8
1106411	M	62.3
1106412	F	61.7
1106412	M	67.5
1106413	F	58.6
1106413	M	66
1106414	F	49.7
1106414	M	54.4
1106415	F	36.6
1106415	M	40.2
1106416	F	52.6
1106416	M	61.1
1106417	F	57.1
1106417	M	65.2
1106418	F	57.6
1106418	M	56
1106501	F	45.3
1106501	M	53.5
1106502	F	39.7
1106502	M	50.4
1106503	F	41.3
1106503	M	49.1
1106504	F	58.3
1106504	M	58.3
1106505	F	50.3
1106505	M	51.4
1106506	F	53.8
1106506	M	57.9
1106507	F	44.5
1106507	M	54.4
1106508	F	46.7
1106508	M	53.5
1106509	F	50.7
1106509	M	60.3
1106510	F	56.4
1106510	M	64
1106511	F	51.8
1106511	M	67.9
1106512	F	34.8
1106512	M	47
1106513	F	48.5
1106513	M	57.6
1106514	F	58.5
1106514	M	57.7
1106515	F	40.9
1106515	M	49.8
1106516	F	68.4
1106516	M	75.6
1106517	F	56.6
1106517	M	77.8
1106518	F	66.7
1106518	M	69.9
1106519	F	57.6
1106519	M	73
1106520	F	62
1106520	M	78.2
1106521	F	67
1106521	M	67.2
1106522	F	60.2
1106522	M	76.7
1106523	F	40.6
1106523	M	57
1106524	F	53.2
1106524	M	66.3
1106525	F	60.2
1106525	M	64.3
1106526	F	50
1106526	M	65.9
1106527	F	37
1106527	M	40.3
1106528	F	44.5
1106528	M	45.5
1106529	F	42.6
1106529	M	47
1106601	F	37.4
1106601	M	37.2
1106602	F	80.6
1106602	M	87.9
1106603	F	65.1
1106603	M	71
1106604	F	39.4
1106604	M	53.4
1106605	F	40
1106605	M	46.9
1106606	F	35.7
1106606	M	44.3
1106607	F	33.3
1106607	M	42.1
1106608	F	21.3
1106608	M	37.5
1106609	F	43.2
1106609	M	55.3
1106610	F	44.6
1106610	M	47.9
1106611	F	59.3
1106611	M	71.5
