SA1_7DIGITCODE_2016	Sex	unemployment
5100328	F	3
5100328	M	5.1
5100401	F	8.7
5100401	M	3.4
5100405	M	2.2
5100406	F	5.4
5100406	M	9.2
5100407	F	5.5
5100407	M	4.2
5100408	F	3.9
5100408	M	12.7
5100410	F	4.3
5100410	M	4.3
5100411	F	4.2
5100411	M	6.3
5100412	F	3.3
5100412	M	5.1
5100413	F	4.8
5100413	M	5.4
5100414	F	4.9
5100414	M	6.5
5100415	F	4.5
5100415	M	5.4
5100416	F	3.3
5100416	M	3.6
5100417	F	5.6
5100417	M	6.3
5100419	F	8.1
5100420	F	7.1
5100421	F	5.8
5100421	M	6.4
5100422	F	3.2
5100422	M	2.2
5100424	F	4.8
5100424	M	3.2
5100425	F	4.2
5100425	M	14.9
5100426	F	9.5
5100426	M	3.2
5100427	F	5.1
5100502	F	9.5
5100502	M	6.1
5100504	F	16.7
5100504	M	11.3
5100506	F	40
5100506	M	35
5100508	F	15.1
5100508	M	12
5100509	F	6.4
5100509	M	5.8
5100510	F	8.8
5100510	M	2.5
5100511	F	8.9
5100511	M	3.7
5100512	F	11.3
5100512	M	18.8
5100513	F	6.5
5100513	M	6.3
5100514	F	9
5100514	M	6.5
5100516	F	4.8
5100516	M	4.2
5100517	M	12.5
5100518	F	11.4
5100518	M	7.6
5100519	F	9.5
5100519	M	8
5100520	F	9.7
5100520	M	12.4
5100521	F	3.1
5100521	M	9.1
5100522	F	9.1
5100522	M	7.7
5100524	F	14.6
5100524	M	11.9
5100525	F	12.7
5100525	M	5.2
5100526	F	6.2
5100526	M	6.7
5100527	F	7.8
5100527	M	7.8
5100528	M	20.5
5100529	F	10.3
5100529	M	17.3
5100530	F	7.7
5100530	M	10.1
5100531	F	4.6
5100531	M	2.5
5100532	F	12
5100532	M	12.4
5100533	F	12.6
5100533	M	9.3
5100534	F	7.5
5100534	M	13.4
5100536	F	12.9
5100536	M	3.8
5100537	F	4.8
5100537	M	9.6
5100538	F	3
5100538	M	5.6
5100539	F	4.2
5100539	M	7.2
5100540	F	4.3
5100540	M	8.6
5100541	M	8.6
5100542	F	6.8
5100543	F	4.1
5100543	M	4.4
5100544	M	17.9
5100545	F	8.3
5100545	M	8.7
5100546	F	3.9
5100546	M	3.7
5100548	F	9.5
5100548	M	9.4
5100549	F	19.1
5100549	M	9.8
5100550	F	4.3
5100550	M	3.8
5100551	M	4.5
5100701	F	5.6
5100701	M	10.8
5100702	F	6.6
5100702	M	6.3
5100703	F	5.3
5100703	M	7.4
5100704	F	9.4
5100704	M	8.6
5100705	M	5.9
5100707	F	3.1
5100707	M	6.7
5100708	F	2.9
5100708	M	4.1
5100709	F	7.8
5100709	M	4.1
5100710	F	5.7
5100710	M	2.8
5100711	F	4.1
5100711	M	7.6
5100713	F	2.7
5100713	M	5
5100714	F	4.5
5100714	M	10.5
5100801	F	3.5
5100801	M	10.9
5100802	F	5.1
5100802	M	4.9
5100803	F	10.4
5100803	M	11.3
5100804	F	7
5100804	M	9.5
5100805	F	2.9
5100805	M	7.1
5100807	F	10.1
5100807	M	10.6
5100808	F	10
5100808	M	9.7
5100809	F	12.9
5100809	M	9
5100810	F	8.7
5100810	M	15.2
5100811	F	9.5
5100811	M	20.4
5100812	F	8.8
5100812	M	13.3
5100813	F	13
5100813	M	11.4
5100814	F	8.5
5100814	M	17.3
5100815	F	17.9
5100815	M	11.4
5100816	F	15.7
5100816	M	7.4
5100901	M	12.3
5100902	F	12.5
5100902	M	8.2
5100903	F	8.8
5100903	M	8.5
5100904	F	6
5100904	M	11.3
5100905	F	9.6
5100905	M	17.3
5100906	F	10.7
5100906	M	15.9
5100907	F	11.6
5100907	M	17.4
5100908	F	4.5
5100908	M	12.8
5100909	M	14
5100911	M	22.4
5100912	F	11.3
5100912	M	15.5
5100913	F	30.6
5100913	M	16.4
5100914	F	6.8
5100914	M	9.5
5100916	F	7.2
5100916	M	8.8
5100918	F	9.4
5100918	M	7.1
5100920	F	4.1
5100920	M	9.5
5100922	M	7.3
5100923	F	3.7
5100923	M	8
5100924	F	6.7
5100924	M	30.8
5100925	F	16.4
5100925	M	12.8
5100926	F	5.3
5100926	M	10.6
5100927	F	10.2
5100927	M	29.4
5100928	F	7.4
5100928	M	10.4
5100929	F	19
5100929	M	13
5100931	M	9.5
5101001	F	6.5
5101001	M	8
5101002	M	5.1
5101003	F	4.9
5101003	M	8
5101004	F	3.4
5101004	M	3.7
5101005	F	9.4
5101005	M	5.6
5101006	F	6.7
5101006	M	7.4
5101007	F	13.3
5101007	M	5.6
5101201	F	10.8
5101201	M	8.5
5101202	F	9.4
5101202	M	9.6
5101203	F	6.2
5101203	M	11
5101204	F	9.2
5101204	M	8.3
5101205	F	13.6
5101205	M	4.4
5101206	F	13.9
5101206	M	11.3
5101207	F	6.1
5101207	M	5.1
5101208	F	7
5101209	F	4.1
5101209	M	4.4
5101210	M	5.7
5101214	F	2.6
5101214	M	7.5
5101215	F	5.5
5101215	M	6.5
5101216	F	3.4
5101216	M	6.9
5101217	F	4.2
5101217	M	7.3
5101218	F	4.7
5101218	M	9.1
5101219	F	6
5101219	M	8.2
5101220	F	6.1
5101220	M	8.7
5101221	F	4.1
5101221	M	11.5
5101222	F	7.6
5101222	M	6.6
5101224	F	5.7
5101224	M	6.1
5101225	F	7.3
5101225	M	3.3
5101227	F	8.1
5101227	M	10.6
5101228	F	4.1
5101228	M	7.7
5101229	F	7.1
5101229	M	6.6
5101230	F	6.3
5101230	M	2.2
5101231	F	12.5
5101401	M	8
5101402	F	4.3
5101402	M	2.5
5101404	F	6.2
5101404	M	2.9
5101405	F	4.4
5101405	M	7.2
5101406	F	21.3
5101406	M	8.3
5101407	F	5.6
5101407	M	6.7
5101408	F	5.2
5101408	M	7.9
5101409	F	8.3
5101409	M	6.4
5101410	F	4.6
5101410	M	3.9
5101411	F	13.2
5101411	M	5.4
5101412	F	12.5
5101412	M	12.9
5101413	F	15
5101413	M	23.8
5101414	F	29.4
5101414	M	31
5101415	F	7.5
5101415	M	6.7
5101416	F	13.3
5101416	M	12.5
5101417	F	5
5101417	M	2.3
5101418	F	6.8
5101418	M	8.7
5101419	F	7.7
5101419	M	2.7
5101420	F	3.6
5101420	M	6.3
5101421	F	7.1
5101421	M	8.4
5101423	F	7.3
5101423	M	8.2
5101424	F	4.7
5101424	M	9.7
5101425	F	3.8
5101425	M	5.4
5101426	F	4.3
5101426	M	4.8
5101427	F	7.9
5101427	M	19.1
5101501	F	4.8
5101501	M	8.8
5101502	F	3.4
5101502	M	6.1
5101503	F	13.2
5101503	M	16.8
5101504	F	7.9
5101504	M	4.5
5101505	F	4.7
5101505	M	8
5101507	F	2.7
5101507	M	10.1
5101508	F	5
5101508	M	18.6
5101509	F	4.9
5101509	M	14.3
5101510	F	4.8
5101510	M	8.6
5101513	F	9.2
5101513	M	13.1
5101514	F	12.9
5101514	M	5.5
5101515	F	9
5101515	M	13.9
5101517	F	16.7
5101517	M	12.9
5101518	F	3.9
5101518	M	3.5
5101520	F	7.1
5101520	M	8.1
5101521	F	5.3
5101521	M	4
5101601	F	5.5
5101601	M	4.3
5101602	F	4.6
5101602	M	9.2
5101603	F	19.4
5101604	M	12.1
5101605	F	23.1
5101605	M	26.8
5101606	F	14.3
5101606	M	6.1
5101607	F	7.8
5101607	M	9.4
5101608	F	9.7
5101608	M	4.5
5101609	F	4.8
5101609	M	10.7
5101611	F	10.3
5101611	M	15.1
5101612	F	12
5101612	M	19.4
5101701	F	4.7
5101701	M	6.7
5101702	F	12
5101702	M	16.3
5101703	F	3.1
5101703	M	4.6
5101704	F	3.1
5101705	F	4.1
5101705	M	3
5101706	F	6.9
5101706	M	13.2
5101707	F	6.1
5101707	M	5.6
5101708	F	6.3
5101708	M	5.6
5101709	F	8.2
5101709	M	6
5101710	F	6.7
5101710	M	3.1
5101711	F	6
5101711	M	3.7
5101712	M	8.3
5101713	F	6.4
5101713	M	16
5101714	F	4.4
5101714	M	15.3
5101715	F	5.7
5101715	M	6
5101717	F	4.3
5101717	M	12.7
5101718	M	8.6
5101801	F	5
5101801	M	4.4
5101802	M	6.3
5101804	F	7.5
5101804	M	7.1
5101805	F	6.7
5101805	M	5
5101806	F	2.3
5101806	M	7.2
5101807	F	4.6
5101808	M	7.4
5101809	F	4.8
5101810	F	7
5101811	F	3.4
5101811	M	4.1
5101812	F	6.5
5101812	M	6.6
5101813	F	5.9
5101813	M	17.1
5101814	F	8.8
5101814	M	21.2
5101815	F	3.1
5101815	M	5.6
5101816	F	4.9
5101816	M	11.4
5101901	F	10.4
5101901	M	7.9
5101902	F	5
5101902	M	6
5101903	F	5
5101903	M	14
5101905	F	7.9
5101905	M	3.2
5101906	M	8.1
5101907	F	14.8
5101907	M	9.6
5101909	F	7.9
5101909	M	5.7
5101910	M	3
5101911	M	3.8
5101913	F	3.6
5101913	M	5.8
5101914	F	3.3
5101914	M	2.3
5101915	F	5.8
5101915	M	20.3
5101916	M	6
5102001	F	4.9
5102001	M	4.3
5102002	M	11.9
5102004	F	7.7
5102004	M	5.1
5102005	F	2.8
5102005	M	4.3
5102006	F	10.1
5102006	M	7.8
5102007	M	7.1
5102008	F	6.8
5102008	M	16.4
5102009	F	8
5102009	M	6.3
5102010	F	4.5
5102010	M	7.1
5102011	M	4.6
5102012	F	5.3
5102012	M	4.9
5102013	F	5
5102013	M	3.5
5102014	F	3
5102014	M	6.3
5102101	F	13.5
5102101	M	14
5102102	F	11.6
5102102	M	15.1
5102103	F	7.5
5102103	M	9.6
5102104	F	16.3
5102104	M	6.5
5102105	F	11.8
5102105	M	11.1
5102106	F	19.2
5102106	M	6.5
5102107	F	8.8
5102107	M	4.9
5102108	F	15.9
5102108	M	10.1
5102109	F	10.1
5102109	M	8.1
5102111	F	6.1
5102111	M	7.8
5102112	F	7.6
5102112	M	14.9
5102113	F	11.7
5102113	M	10.5
5102114	F	6.3
5102114	M	11.8
5102115	F	9.6
5102115	M	3.1
5102116	F	15.3
5102116	M	12.4
5102117	F	6.4
5102117	M	10.5
5102201	F	10.3
5102201	M	9.1
5102202	F	6.3
5102202	M	5.6
5102203	M	7.1
5102204	F	10.5
5102204	M	9.4
5102205	F	6.4
5102205	M	11.3
5102206	F	8.2
5102206	M	6.4
5102207	F	7.5
5102207	M	18.9
5102208	M	17.2
5102209	F	9.5
5102209	M	16.5
5102210	F	13.8
5102210	M	13.6
5102211	F	8.3
5102211	M	6.2
5102212	F	15.2
5102212	M	11.9
5102213	F	10.1
5102213	M	13.1
5102214	F	12.1
5102214	M	8.7
5102215	F	17.9
5102215	M	6.3
5102216	M	7.8
5102217	F	5.7
5102217	M	25.5
5102218	F	13.3
5102218	M	22.2
5102219	F	4.9
5102219	M	5.3
5102220	F	17.9
5102220	M	15.3
5102301	F	16.5
5102301	M	18.2
5102302	M	12.9
5102303	F	15.2
5102303	M	5.5
5102304	F	11.3
5102304	M	10.8
5102306	F	17.9
5102306	M	17.1
5102307	F	13.4
5102307	M	16.8
5102308	F	10.8
5102308	M	10.9
5102309	F	3.3
5102309	M	7.9
5102310	F	8.8
5102310	M	6.4
5102311	F	19.1
5102311	M	15.9
5102312	F	16.3
5102312	M	13.7
5102314	F	14.9
5102314	M	17
5102315	F	29.5
5102315	M	27.4
5102316	F	17.6
5102316	M	8
5102317	F	4.5
5102317	M	20.9
5102318	F	10.3
5102318	M	13.9
5102319	F	13.8
5102319	M	7.4
5102320	F	12.5
5102320	M	4.1
5102323	F	14.8
5102323	M	12.5
5102324	F	11.3
5102324	M	10.3
5102325	F	7.9
5102325	M	16.1
5102326	F	20.2
5102326	M	24.5
5102401	F	6.3
5102401	M	3.5
5102403	F	6.5
5102403	M	4.9
5102404	F	3.7
5102404	M	11.2
5102405	F	11.3
5102405	M	10.4
5102406	F	7.8
5102406	M	11.1
5102407	F	8.9
5102407	M	11.1
5102408	F	3.4
5102408	M	5.2
5102409	F	10.9
5102409	M	6.6
5102410	F	7.2
5102410	M	7.3
5102411	F	5.5
5102411	M	16.2
5102412	F	5.4
5102412	M	7.3
5102413	F	8.2
5102413	M	15.4
5102414	F	16.3
5102414	M	8.9
5102415	F	8.5
5102415	M	12.3
5102416	F	6.1
5102416	M	8.8
5102417	F	11.5
5102417	M	6.7
5102419	F	17.9
5102419	M	15.3
5102420	F	6.7
5102420	M	24.4
5102421	F	12.9
5102421	M	10.6
5102422	F	9.9
5102422	M	14.4
5102423	F	11.9
5102423	M	6.8
5102424	F	4.8
5102424	M	5.8
5102425	F	16.7
5102425	M	9.6
5102426	F	13.7
5102426	M	19.3
5102427	F	10.5
5102427	M	8.6
5102428	F	8.9
5102428	M	4.8
5102429	F	5.7
5102429	M	7.7
5102430	F	9.3
5102430	M	8.5
5102431	M	21.4
5102432	F	6.2
5102432	M	13.9
5102433	F	7.2
5102433	M	6.7
5102434	F	16
5102434	M	20
5102436	F	7.9
5102436	M	13.6
5102437	F	8.2
5102437	M	11.5
5102439	F	8.7
5102439	M	9
5102440	F	10.9
5102440	M	9.3
5102501	F	11.7
5102501	M	11.2
5102503	F	17.9
5102503	M	20.4
5102504	F	16.2
5102504	M	15.1
5102505	F	11
5102505	M	11.7
5102506	F	9.5
5102506	M	10.8
5102507	F	8.1
5102507	M	12.7
5102508	F	10
5102508	M	14.3
5102509	F	15
5102509	M	22
5102510	F	8
5102510	M	19.2
5102511	F	16.1
5102511	M	16.5
5102512	F	27
5102512	M	15.4
5102513	F	5.3
5102513	M	21.9
5102514	F	18.4
5102514	M	9.2
5102515	F	24.2
5102515	M	27.4
5102516	F	25
5102516	M	18.3
5102517	F	7.3
5102517	M	22.2
5102518	F	19.2
5102518	M	25.8
5102519	F	8.8
5102519	M	13.9
5102520	F	12.7
5102520	M	18.7
5102523	F	5.8
5102523	M	6.5
5102526	F	5.9
5102526	M	9
5102601	F	12.3
5102601	M	6.3
5102602	F	8.9
5102602	M	8.3
5102603	F	16.7
5102603	M	12.1
5102604	F	15.1
5102604	M	10.7
5102605	F	14
5102605	M	2.9
5102606	M	15.1
5102607	F	7.7
5102607	M	5.6
5102608	F	12.8
5102608	M	6.7
5102609	F	9.3
5102609	M	3.8
5102611	F	17.6
5102611	M	10.4
5102612	F	7.9
5102612	M	32.1
5102613	F	6.7
5102613	M	19.4
5102614	F	5.3
5102614	M	16
5102615	F	7.1
5102615	M	12.5
5102616	F	12.1
5102616	M	8.1
5102617	F	12.2
5102617	M	9.4
5102705	F	11.1
5102705	M	9.6
5102706	F	3.8
5102706	M	3.8
5102707	F	12.1
5102707	M	17.5
5102708	F	4.2
5102708	M	10.5
5102709	F	11.5
5102709	M	8.7
5102710	F	10.9
5102710	M	11
5102712	F	14
5102712	M	5.4
5102713	F	15.8
5102713	M	27.8
5102716	F	4.6
5102716	M	9.1
5102717	F	10
5102717	M	11.3
5102720	F	17.9
5102720	M	16.7
5102721	F	5
5102721	M	11.5
5102722	F	14.3
5102722	M	5.1
5102723	F	9.9
5102723	M	11.4
5102724	F	13
5102724	M	15.6
5102725	F	6
5102725	M	9.9
5102726	F	31.3
5102726	M	20
5102727	F	9.9
5102727	M	5.3
5102728	F	8
5102728	M	4.8
5102729	F	9.6
5102729	M	7.3
5102730	F	11.8
5102730	M	6.4
5102731	F	17.4
5102731	M	7.9
5102732	F	8.2
5102732	M	13.3
5102733	F	9.5
5102733	M	10.6
5102734	F	4.1
5102734	M	9.6
5102735	F	11.5
5102735	M	5.6
5102736	F	11.8
5102736	M	7.5
5102737	F	6.5
5102737	M	5.6
5102738	F	10.1
5102738	M	3.6
5102739	F	16.3
5102739	M	7.6
5102740	F	10.4
5102740	M	10.7
5102742	F	14.7
5102742	M	4
5102743	F	5
5102743	M	10.7
5102744	F	10.3
5102744	M	27.3
5102745	F	13.8
5102745	M	8.9
5102746	F	13
5102746	M	9.2
5102748	F	8.9
5102748	M	10
5102749	F	8.5
5102749	M	11.7
5102750	F	11
5102750	M	17.4
5102751	F	2.8
5102751	M	8.6
5102801	F	26.4
5102801	M	21.1
5102802	F	6.7
5102802	M	15.7
5102804	F	16.9
5102804	M	18.2
5102805	F	9.7
5102805	M	11.3
5102807	F	5.3
5102807	M	16.3
5102808	F	9.8
5102808	M	5.5
5102809	F	8.3
5102809	M	12.4
5102811	F	12.2
5102811	M	3.2
5102812	F	9.9
5102812	M	7.7
5102813	F	12.2
5102813	M	16
5102814	F	10.4
5102814	M	16.2
5102815	F	27.5
5102815	M	9.8
5102816	F	11.1
5102816	M	16.7
5102817	F	11.7
5102817	M	9.8
5102818	F	6.9
5102818	M	10.6
5102819	F	5.5
5102819	M	11.8
5102820	F	20.8
5102820	M	8.3
5102821	F	8.5
5102821	M	18.2
5102822	F	13.5
5102822	M	14.7
5102824	F	50
5102824	M	15.8
5102825	F	8.7
5102825	M	9.8
5102826	F	10.3
5102826	M	17.3
5102828	F	10.9
5102828	M	13
5102829	F	34.9
5102829	M	43.8
5102830	F	7.6
5102830	M	2.6
5102904	F	17
5102905	M	10.7
5102907	F	4.8
5102907	M	7.1
5102909	F	5.5
5102909	M	21.6
5102910	F	17.1
5102910	M	14.4
5102912	F	4.4
5102912	M	2.7
5102913	F	2.8
5102913	M	2.4
5102914	F	13.5
5102914	M	21.6
5102915	F	4.9
5102915	M	16.1
5102916	F	22.5
5102916	M	17.9
5102917	F	13.4
5102917	M	11.5
5102919	F	16.7
5102919	M	12.7
5102921	F	5.9
5102921	M	4.8
5102922	F	4.1
5102922	M	3.4
5102923	F	9.8
5102923	M	2
5102924	F	18.9
5102924	M	15.3
5102925	F	10.3
5102925	M	2.6
5102928	F	8.9
5102928	M	9.3
5102929	F	5
5102929	M	8.3
5102930	F	6.7
5102930	M	4.9
5102931	F	8
5102931	M	9.2
5102932	F	10.6
5102932	M	11.1
5103001	F	8.8
5103001	M	7.1
5103002	F	5.2
5103004	F	33.3
5103007	F	3.1
5103007	M	5.4
5103008	F	2.8
5103008	M	6.3
5103009	F	7
5103009	M	2.6
5103010	F	2.7
5103010	M	6.8
5103011	F	4.5
5103011	M	6.2
5103012	F	9.4
5103012	M	12.8
5103013	F	7.6
5103013	M	7.9
5103014	F	5.7
5103014	M	15.6
5103015	F	6.4
5103015	M	4.6
5103016	F	5.4
5103016	M	2.5
5103017	F	5.3
5103017	M	5.3
5103018	F	2.8
5103018	M	3.7
5103101	F	19.4
5103103	F	2.7
5103103	M	4.2
5103104	M	3.5
5103105	F	5.1
5103105	M	6.3
5103106	F	3.4
5103106	M	7.6
5103107	F	4
5103107	M	5.5
5103108	F	2.4
5103108	M	3.1
5103109	F	7.7
5103110	F	10.3
5103110	M	5.1
5103111	F	5.6
5103111	M	14.1
5103112	F	8.8
5103112	M	14.8
5103113	F	7.4
5103113	M	2.9
5103114	F	5
5103114	M	2
5103115	F	6
5103115	M	5.8
5103117	F	7.8
5103117	M	11
5103118	F	9.4
5103118	M	3
5103119	F	13.7
5103119	M	3.2
5103120	F	9.2
5103120	M	7.8
5103121	F	7.3
5103121	M	6.8
5103201	F	5.7
5103201	M	6.1
5103202	F	4.7
5103203	F	5.9
5103203	M	4.1
5103204	F	10.4
5103204	M	8.3
5103205	F	3.9
5103205	M	2.5
5103206	F	6.8
5103206	M	7.1
5103207	F	2.8
5103207	M	3.2
5103208	M	4.3
5103209	F	2
5103209	M	7.2
5103210	M	5.9
5103211	F	4.2
5103211	M	4.7
5103212	F	12.7
5103212	M	3
5103213	F	4.2
5103213	M	5.1
5103214	F	4
5103214	M	5
5103215	F	2.5
5103215	M	4.1
5103216	M	14.7
5103217	F	6.4
5103217	M	2.3
5103218	F	3.3
5103218	M	2.1
5103301	M	3.5
5103302	F	4.1
5103302	M	3.7
5103303	F	5.8
5103303	M	3
5103304	F	7
5103304	M	3.2
5103305	F	3.6
5103305	M	2.3
5103306	M	4.4
5103307	F	2.8
5103307	M	4.5
5103309	F	9.5
5103309	M	6.7
5103310	M	9.4
5103311	F	6
5103312	F	8.3
5103312	M	7.7
5103313	F	10.2
5103313	M	10.9
5103314	F	3.5
5103314	M	2.4
5103315	F	3.6
5103315	M	7
5103316	F	11.5
5103317	F	10.5
5103318	F	4.3
5103318	M	10.9
5103319	F	5.8
5103319	M	5.1
5103320	F	4.7
5103320	M	2.6
5103321	F	11.7
5103321	M	9
5103322	M	5.4
5103401	M	7.1
5103403	F	5.9
5103403	M	3.1
5103404	F	4.3
5103404	M	3.4
5103405	F	3.3
5103405	M	3.2
5103406	F	3
5103406	M	10.1
5103407	F	2.3
5103407	M	3.1
5103408	M	3
5103409	F	10
5103409	M	6.7
5103410	F	3.4
5103410	M	3.9
5103411	M	8
5103412	F	8.6
5103413	F	4.9
5103413	M	8.6
5103414	F	6.3
5103414	M	11.7
5103415	F	8.5
5103415	M	8.8
5103416	F	8.8
5103416	M	4.7
5103417	F	3.4
5103417	M	4.8
5103418	F	7
5103418	M	5.3
5103419	F	4.3
5103419	M	7.7
5103420	F	3.1
5103420	M	6.8
5103421	F	10.7
5103421	M	6.8
5103422	F	2.8
5103422	M	6.4
5103423	F	6.3
5103423	M	11.4
5103424	F	3.9
5103424	M	8.9
5103503	M	8.1
5103504	F	25.3
5103504	M	30.4
5103505	F	12.5
5103505	M	14.5
5103506	F	20.3
5103506	M	21.1
5103507	F	19.6
5103507	M	17.9
5103509	M	5.9
5103510	F	2.7
5103510	M	7.9
5103511	F	3.7
5103511	M	4.2
5103512	F	9
5103512	M	6.6
5103513	F	2.8
5103513	M	6.9
5103514	F	8.8
5103514	M	9.3
5103515	M	11.3
5103516	F	8.5
5103516	M	3
5103517	M	10.9
5103518	F	6.7
5103518	M	5.1
5103519	F	8.6
5103519	M	3.8
5103520	M	3.6
5103521	F	9.7
5103521	M	6.5
5103522	F	31
5103522	M	31.5
5103523	F	5.3
5103523	M	8.9
5103524	F	26.3
5103524	M	24.5
5103525	F	3.8
5103525	M	6.8
5103526	F	12.5
5103527	F	9.2
5103527	M	4.2
5103528	F	3.4
5103528	M	2
5103530	F	6.3
5103531	F	7.2
5103531	M	10.6
5103532	F	8
5103532	M	8.4
5103533	F	5.8
5103533	M	6.7
5103534	M	8
5103535	F	2.9
5103535	M	6.9
5103536	F	3.3
5103536	M	11
5103537	F	5.6
5103537	M	8.8
5103538	F	6.7
5103538	M	2.2
5103539	F	10.1
5103539	M	8.1
5103540	F	4.6
5103540	M	4.2
5103541	F	2.7
5103541	M	4.6
5103602	F	3.5
5103602	M	7.1
5103603	F	7
5103603	M	7
5103604	M	11
5103605	F	5.3
5103605	M	3.7
5103606	F	4.4
5103606	M	5.7
5103608	F	8.3
5103608	M	3.8
5103609	F	3.3
5103609	M	5.2
5103610	M	5.2
5103611	F	2.2
5103611	M	2.3
5103612	F	3.8
5103612	M	3.4
5103613	M	9.8
5103614	F	2.5
5103614	M	2.6
5103615	F	10.3
5103616	F	11.7
5103616	M	5.3
5103617	F	7.3
5103617	M	4.5
5103618	F	3.4
5103618	M	4.6
5103619	F	2.2
5103619	M	6.6
5103620	F	4.9
5103620	M	3.5
5103621	F	5.2
5103621	M	4.3
5103623	F	10.8
5103623	M	1.8
5103624	F	3.8
5103624	M	3.7
5103801	M	4.9
5103802	F	5.7
5103802	M	5.5
5103803	F	3.4
5103803	M	2.4
5103804	F	4.7
5103804	M	8.6
5103805	F	3
5103805	M	6.4
5103806	F	7.3
5103806	M	3.9
5103807	F	14
5103807	M	13.8
5103808	F	5.2
5103808	M	3.9
5103809	F	7.9
5103809	M	3.9
5103810	F	8
5103810	M	5.1
5103811	F	6.7
5103811	M	8.1
5103813	F	5
5103813	M	7.2
5103814	F	10
5103814	M	4.2
5103815	F	3.3
5103816	F	7.1
5103816	M	11.2
5103817	F	3.8
5103817	M	8.1
5103818	F	8.4
5103818	M	10.2
5103819	F	8.1
5103819	M	3.7
5103820	F	3.6
5103820	M	7.1
5103821	M	10
5103822	F	4.2
5103822	M	7.2
5103823	F	7.7
5103823	M	6.9
5103824	F	6.5
5103824	M	2.8
5103825	M	3.3
5103826	F	7.9
5103826	M	9.2
5103827	F	8.6
5103827	M	4.7
5103828	M	6.4
5103901	F	4.2
5103901	M	6.3
5103902	F	2.7
5103902	M	3.5
5103903	F	5.1
5103903	M	8.4
5103905	F	5.4
5103905	M	2.4
5103906	F	8.1
5103906	M	7.7
5103907	F	9.4
5103907	M	6.9
5103908	F	4.4
5103908	M	5.1
5103909	F	3.7
5103909	M	10
5103910	F	5.5
5103910	M	6.5
5103911	F	2.6
5103911	M	2.4
5103912	F	5.3
5103912	M	9.7
5103913	F	7.1
5103913	M	2.6
5103914	F	11.3
5103914	M	8.6
5103915	F	9.2
5103915	M	6.7
5103916	F	4.2
5103916	M	3.2
5103917	F	4.6
5103917	M	7
5103918	F	3.1
5103918	M	3.2
5103919	F	23.9
5103919	M	22
5103920	F	5.2
5103920	M	8.1
5103921	F	2.3
5103921	M	7.4
5103922	F	5.8
5103922	M	4.6
5103923	F	3.8
5103923	M	6.5
5103924	F	4.3
5103924	M	5.5
5103925	F	4.8
5103925	M	6.1
5103926	F	5.6
5103926	M	5.1
5103927	F	2.8
5103927	M	8.3
5103928	M	7.7
5103929	F	2.2
5103929	M	8.2
5103930	F	6
5103930	M	5.5
5103931	F	9.2
5103931	M	12.3
5103932	F	5.9
5103932	M	5.5
5103933	F	8
5103933	M	7.7
5103934	F	5.5
5103934	M	3.8
5103935	F	5.1
5103935	M	3
5103936	F	4.2
5103936	M	7.5
5103937	F	4.4
5103937	M	8.6
5103938	M	3.1
5103939	F	11.5
5103939	M	7.7
5104001	F	7
5104001	M	11.7
5104002	F	4
5104002	M	4.8
5104003	F	5.3
5104003	M	5.6
5104004	F	3.7
5104004	M	4.9
5104005	F	5.5
5104005	M	11.1
5104006	F	2.9
5104006	M	8.8
5104007	F	6.1
5104007	M	5.3
5104008	F	3.7
5104008	M	6
5104009	F	2.2
5104009	M	8.5
5104010	F	3.9
5104010	M	4.2
5104011	F	5.6
5104011	M	5.3
5104012	M	5.4
5104013	F	2.5
5104013	M	2.4
5104014	F	11.7
5104014	M	5.1
5104015	F	4.4
5104015	M	7.4
5104016	F	5.5
5104016	M	8.8
5104017	F	9
5104017	M	6.9
5104018	F	5.8
5104018	M	4.5
5104019	F	9.6
5104019	M	7.6
5104020	F	3.3
5104020	M	9.1
5104021	M	6.5
5104102	F	6.3
5104102	M	5.1
5104103	F	10.8
5104103	M	8.2
5104104	F	7.1
5104104	M	8.3
5104105	F	14.9
5104105	M	12.8
5104106	F	11.5
5104106	M	12
5104107	F	11
5104107	M	12.3
5104113	F	4.1
5104113	M	5.9
5104114	F	7.1
5104115	F	3.5
5104115	M	6.8
5104116	F	8.7
5104116	M	11.7
5104118	F	16.1
5104118	M	16.3
5104119	F	6.5
5104120	F	8.7
5104120	M	5.6
5104122	F	8
5104122	M	12.1
5104123	F	8.1
5104123	M	11.4
5104124	F	7.2
5104124	M	9.5
5104125	F	3.4
5104125	M	3.5
5104127	F	10.5
5104127	M	8.3
5104128	F	6.3
5104128	M	9.4
5104130	F	7.7
5104130	M	5.5
5104132	F	6.5
5104132	M	8.2
5104133	F	10
5104133	M	7.6
5104134	F	6.3
5104134	M	9
5104135	F	6
5104135	M	11.5
5104138	F	4.5
5104138	M	12.3
5104139	F	5.2
5104139	M	5.9
5104140	F	11.1
5104140	M	4.7
5104143	F	6
5104143	M	7.7
5104145	F	7.6
5104145	M	9.9
5104146	F	6.4
5104146	M	8.4
5104147	F	12.7
5104147	M	3.7
5104148	M	7.1
5104149	F	11.5
5104149	M	9.1
5104150	F	13.3
5104150	M	5.7
5104151	F	7.2
5104151	M	8
5104152	F	14.5
5104152	M	14.2
5104153	F	10.6
5104153	M	7.5
5104154	F	7.2
5104154	M	7.9
5104155	F	3.2
5104155	M	2.5
5104156	F	5.8
