SA1_7DIGITCODE_2016	labourForceParticipation
5101813	52.3
5101814	52.6
5101815	62.3
5101816	47
5101901	62.1
5101902	67
5101903	50.2
5101904	64.2
5101905	69.6
5101906	63.2
5101907	43.3
5101908	69.5
5101909	66
5101910	69
5101911	62.3
5101912	48.8
5101913	60.1
5101914	68.6
5101915	45.1
5101916	56.5
5102001	44.6
5102002	49.1
5102003	67.9
5102004	49.9
5102005	56.9
5102006	59.7
5102007	58.5
5102008	50
5102009	51.5
5102010	52.9
5102011	54
5102012	59.5
5102013	66.7
5102014	58.5
5102101	53.7
5102102	50.5
5102103	46.2
5102104	58.3
5102105	62.1
5102106	64.5
5102107	63.3
5102108	58.2
5102109	59.7
5102111	65.4
5102112	39.7
5102113	52
5102114	64.7
5102115	40.3
5102116	62.5
5102117	46.5
5102201	47.2
5102202	46.5
5102203	58.1
5102204	60.3
5102205	53.3
5102206	55.6
5102207	55.6
5102208	60.7
5102209	49.5
5102210	50.3
5102211	60.7
5102212	50.9
5102213	44.8
5102214	48.5
5102215	61.9
5102216	46
5102217	50.9
5102218	44.2
5102219	58.4
5102220	61.2
5102301	51.4
5102302	49.6
5102303	58.6
5102304	26.9
5102306	45.5
5102307	57.7
5102308	55
5102309	65
5102310	62.4
5102311	53.5
5102312	50.6
5102314	51.6
5102315	41.4
5102316	23.1
5102317	59.7
5102318	51.4
5102319	53.1
5102320	48.7
5102322	1.7
5102323	47.6
5102324	59.3
5102325	64.4
5102326	59.7
5102401	47.4
5102402	39.2
5102403	63.2
5102404	58.5
5102405	55
5102406	56.2
5102407	57.5
5102408	23.3
5102409	50.1
5102410	71.6
5102411	56.8
5102412	61.5
5102413	51.2
5102414	56.7
5102415	53.8
5102416	67
5102417	65.4
5102419	61.7
5102420	26
5102421	72.9
5102422	59
5102423	61.2
5102424	59.8
5102425	51.7
5102426	51.5
5102427	72.1
5102428	62.6
5102429	45.7
5102430	53
5102431	45.9
5102432	46.7
5102433	53.7
5102434	33.6
5102436	61.3
5102437	42.9
5102438	0.7
5102439	67.3
5102440	66.3
5102501	50.2
5102503	28.3
5102504	43.8
5102505	56.9
5102506	56.4
5102507	50.1
5102508	50.3
5102509	41.4
5102510	19.7
5102511	45.7
5102512	43.7
5102513	36.4
5102514	42.8
5102515	50.3
5102516	46
5102517	43.1
5102518	52.7
5102519	51
5102520	47.2
5102522	85.9
5102523	59.9
5102525	100
5102526	55.7
5102601	61.7
5102602	55.9
5102603	48
5102604	51.5
5102605	51.2
5102606	48.4
5102607	59.5
5102608	45.6
5102609	60.3
5102611	40.7
5102612	39.2
5102613	34.9
5102614	39.2
5102615	56.5
5102616	69.5
5102617	63.4
5102705	58.4
5102706	59.8
5102707	45.4
5102708	63.6
5102709	54.9
5102710	68
5102712	66
5102713	7.3
5102716	70.1
5102717	62.4
5102720	40.9
5102721	55.1
5102722	59
5102723	55.6
5102724	55.8
5102725	70.4
5102726	22.3
5102727	73.9
5102728	72.8
5102729	64.4
5102730	71.1
5102731	79.4
5102732	67.4
5102733	67.5
5102734	77.1
5102735	74.3
5102736	49.3
5102737	75.3
5102738	75.1
5102739	69.5
5102740	76.2
5102742	69.3
5102743	74.3
5102744	67.4
5102745	67
5102746	70.1
5102748	59.2
5102749	34.9
5102750	71.4
5102751	71.4
5102801	45.4
5102802	35
5102804	45.1
5102805	53.1
5102807	55.1
5102808	56.9
5102809	56.7
5102811	40.8
5102812	55.3
5102813	47.6
5102814	47
5102815	27.4
5102816	35.7
5102817	40
5102818	51
5102819	46.9
5102820	30.8
5102821	43.6
5102822	50.7
5102824	18.3
5102825	64.7
5102826	60.8
5102828	30.2
5102829	30.3
5102830	58.9
5102901	1.6
5102904	63.9
5102905	68.2
5102907	51.3
5102909	45
5102910	41.3
5102912	65.1
5102913	63.6
5102914	40.4
5102915	47.3
5102916	37.2
5102917	51.9
5102919	47.3
5102920	48.9
5102921	62.6
5102922	61.3
5102923	69.5
5102924	50.4
5102925	64
5102928	65.9
5102929	65.3
5102930	67.1
5102931	68.3
5102932	63.2
5103001	20.2
5103002	62.7
5103004	52.4
5103007	59.6
5103008	61.6
5103009	54.4
5103010	59
5103011	61.1
5103012	64.4
5103013	65.6
5103014	60.1
5103015	65.1
5103016	65.2
5103017	59.3
5103018	57.5
5103101	47.3
5103103	57.6
5103104	45.1
5103105	49
5103106	45.6
5103107	54
5103108	53
5103109	52.4
5103110	52.6
5103111	69.9
5103112	65.9
5103113	62.9
5103114	49.9
5103115	64.7
5103116	33.1
5103117	67.2
5103118	47.2
5103119	33
5103120	66.6
5103121	63.1
5103201	61.1
5103202	44.2
5103203	58.9
5103204	62.5
5103205	66.1
5103206	59.2
5103207	68
5103208	61.1
5103209	61
5103210	67.3
5103211	63.6
5103212	58.1
5103213	67.1
5103214	69.9
5103215	62.7
5103216	59.2
5103217	67.8
5103218	62
5103301	63.4
5103302	68.4
5103303	72.7
5103304	72.7
5103305	68.3
5103306	71.9
5103307	65.5
5103309	68.9
5103310	65.6
5103311	70.4
5103312	69.4
5103313	61.2
5103314	76.2
5103315	62.2
5103316	69.8
5103317	68.4
5103318	62.2
5103319	60.2
5103320	67.9
5103321	61.3
5103322	69.1
5103401	41
5103402	49.1
5103403	60
5103404	57
5103405	62.9
5103406	50.6
5103407	67.4
5103408	70.3
5103409	52
5103410	47.7
5103411	56.6
5103412	41.3
5103413	65.9
5103414	66.4
5103415	71.6
5103416	63.7
5103417	44.5
5103418	51.8
5103419	70.6
5103420	68.1
5103421	59.3
5103422	71
5103423	57.1
5103424	55.6
5103501	65.5
5103503	63.1
5103504	48.2
5103505	48
5103506	46.6
5103507	45.8
5103508	45.5
5103509	56.9
5103510	58.8
5103511	64.6
5103512	52.6
5103513	62.2
5103514	66.3
5103515	57.7
5103516	64.4
5103517	69.8
5103518	57.2
5103519	57.9
5103520	52.3
5103521	57.7
5103522	39.9
5103523	38
5103524	47.6
5103525	64.6
5103526	67.5
5103527	60.7
5103528	58
5103529	50.4
5103530	57.6
5103531	59
5103532	65.1
5103533	57.6
5103534	30.7
5103535	62.6
5103536	65.2
5103537	75.1
5103538	66
5103539	60.8
5103540	61.3
5103541	64.3
5103602	56.7
5103603	68.8
5103604	63.6
5103605	52.4
5103606	58.1
5103607	80
5103608	66.3
5103609	63
5103610	55.6
5103611	54.9
5103612	70.5
5103613	62.4
5103614	67.2
5103615	81.2
5103616	61.5
5103617	53.3
5103618	65.9
5103619	53.3
5103620	56.4
5103621	43
5103623	77.1
5103624	51.9
5103701	34.8
5103801	76.4
5103802	65.4
5103803	80
5103804	75
5103805	69
5103806	72.5
5103807	58.3
5103808	83.4
5103809	71
5103810	69.2
5103811	73.8
5103813	78.9
5103814	68.5
5103815	72.8
5103816	77.9
5103817	70.9
5103818	76.5
5103819	80.3
5103820	73.1
5103821	65.6
5103822	78.5
5103823	67.4
5103824	71
5103825	73.9
5103826	73.3
5103827	77.1
5103828	71.6
5103901	68.3
5103902	63.4
5103903	74.9
5103905	70.5
5103906	73.5
5103907	71.1
5103908	61.8
5103909	65.1
5103910	67.5
5103911	67.8
5103912	68.6
5103913	66.9
5103914	73.6
5103915	56.3
5103916	71.2
5103917	70.4
5103918	70.3
5103919	56.8
5103920	64.6
5103921	71.9
5103922	73.2
5103923	50.5
5103924	64.1
5103925	68.7
5103926	70.6
5103927	61.7
5103928	63.7
5103929	76.1
5103930	65.2
5103931	71.5
5103932	65
5103933	60
5103934	75.2
5103935	52
5103936	74.2
5103937	68.3
5103938	75.7
5103939	73.1
5104001	68
5104002	72.6
5104003	69.4
5104004	67.7
5104005	72.5
5104006	72.9
5104007	69.5
5104008	66.9
5104009	73.7
5104010	62.1
5104011	68.9
5104012	74.1
5104013	71.4
5104014	70.9
5104015	69.3
5104016	44.5
5104017	73
5104018	69.8
5104019	66.7
5104020	60.5
5104021	54.2
5104102	70.1
5104103	52.1
5104104	59.1
5104105	52
5104106	55.4
5104107	70.3
5104113	69.6
5104114	59
5104115	62.5
5104116	63.3
5104118	61.5
5104119	65.6
5104120	56.2
5104122	72.9
5104123	61.9
5104124	58.9
5104125	69.9
5104127	69.2
5104128	70.9
5104130	72.1
5104132	68.4
5104133	72.4
5104134	67.1
5104135	42.9
5104138	59.9
5104139	58.4
5104140	54
5104143	52.3
5104145	69.9
5104146	72.5
5104147	69.2
5104148	61.5
5104149	70.8
5104150	49.4
5104151	58.1
5104152	69.4
5104153	73.5
5104154	73.7
5104155	77
5104156	71
5104157	57
5104158	77.7
5104159	75.9
5104160	64.3
5104161	25.9
5104162	70
5104163	60.3
5104164	68.3
5104166	72.8
5104169	52.7
5104170	65.6
5104171	55.4
5104172	42.4
5104173	68.3
5104174	64.3
5104175	64.2
5104176	68.5
5104177	65.1
5104178	76.5
5104179	74.4
5104180	78.2
5104181	50
5104182	64.9
5104183	67
5104184	70.4
5104185	70.6
5104186	61.1
5104201	57.2
5104202	57.2
5104203	69
5104205	71.7
5104206	60.1
5104207	69.4
5104208	66.9
5104209	47.4
5104210	66.4
5104211	69.3
5104212	41.8
5104213	69.8
5104214	64.8
5104215	63.7
5104216	70.5
5104217	65.4
5104218	66.5
5104219	69.2
5104220	72.6
5104221	73.2
5104222	71
5104223	71.6
5104224	69.8
5104225	64.7
5104226	51.4
5104227	44.6
5104228	66.7
5104229	59.1
5104230	70.2
5104231	40
5104232	66.7
5104233	69.4
5104234	68.8
5104235	74.4
5104236	67
5104237	5.6
5104238	60.8
5104301	65.7
5104303	62.9
5104304	56.7
5104305	55.8
5104306	68.7
5104307	72.2
5104308	64.7
5104310	55.2
5104313	79.6
5104314	70.9
5104315	69.1
5104316	71.9
5104317	65.6
5104318	69.1
5104319	68.8
5104320	67.5
5104321	62.8
5104322	71.2
5104323	76.8
5104324	30.7
5104325	70.8
5104326	70.1
5104327	72
5104328	73.6
5104329	69.6
5104330	68
5104331	70.2
5104332	55.7
5104333	58.4
5104334	68.4
5104335	74.7
5104336	75.5
5104337	75.3
5104338	63.5
5104339	70.9
5104340	71
5104341	80.4
5104342	76.8
5104343	72.6
5104401	62.7
5104402	61.5
5104403	61.2
5104404	60.5
5104405	52.5
5104406	55.8
5104407	62.8
5104408	66.4
5104409	60.9
5104410	62.1
5104411	65.9
5104412	59.6
5104413	65.3
5104414	59.2
5104415	68.3
5104416	69.1
5104417	65
5104418	73.3
5104419	73.5
5104420	66.9
5104421	65.3
5104422	63
5104423	65.4
5104424	63.5
5104425	63.9
5104426	59.7
5104427	61.9
5104428	56.6
5104429	63.3
5104430	62.5
5104431	73.6
5104432	80
5104433	68.6
5104435	54.7
5104436	64.5
5104437	53.4
5104501	67.3
5104502	61.9
5104503	70.1
5104504	64.7
5104505	57.8
5104506	57
5104507	65.8
5104508	60.6
5104509	67.1
5104510	60.9
5104511	72.6
5104512	60
5104513	63.1
5104514	77.8
5104515	71.6
5104516	68.3
5104517	66.3
5104518	70.9
5104519	85.7
5104521	64.8
5104522	60.7
5104523	58.6
5104524	57.9
5104525	78
5104527	38.1
5104528	70.1
5104529	50
5104530	71.4
5104531	72
5104532	73
5104533	61.8
5104534	69.3
5104535	64.4
5104536	73.9
5104537	62.6
5104538	32.2
5104539	72.3
5104540	75.6
5104541	70
5104542	64.7
5104543	70.1
5104544	70.7
5104545	72.2
5104546	73.2
5104547	70.7
5104548	55.9
5104550	74.2
5104551	69.5
5104552	65.8
5104553	69
5104554	69
5104555	14.4
5104556	78.5
5104557	72
5104558	73.5
5104560	74.6
5104601	78.6
5104602	65.9
5104603	71.9
5104604	71.7
5104605	73
5104606	70.2
5104607	73.5
5104609	73.8
5104610	44.3
5104611	67.1
5104612	78.5
5104613	65.3
5104614	74
5104615	64.1
5104616	64.7
5104617	65.8
5104618	67.4
5104619	71.6
5104620	70.4
5104621	68
5104622	67.3
5104623	70.9
5104624	68.5
5104625	74.3
5104626	67.9
5104627	66.9
5104628	74.7
5104701	61.1
5104702	64.9
5104703	61.9
5104704	61.4
5104705	64.6
5104706	62.4
5104707	63.3
5104708	60
5104709	65.2
5104710	60.9
5104711	55.6
5104712	60.5
5104713	59.2
5104714	61.1
5104716	57.2
5104717	62
5104718	66.2
5104719	63.9
5104720	61.8
5104721	64.3
5104722	63.3
5104723	66
5104724	64.6
5104725	57.8
5104726	64.6
5104727	60.3
5104728	68.1
5104729	65.1
5104730	64.2
5104731	50
5104732	59.2
5104733	56.1
5104734	65.9
5104735	64.6
5104736	63.9
5104737	60.8
5104738	60.4
5104739	60.1
5104740	60.2
5104741	59.4
5104742	64.9
5104743	63.1
5104744	45.6
5104745	66.8
5104802	61.4
5104803	52.8
5104804	67.5
5104805	68.8
5104806	61.2
5104807	64.9
5104808	58.1
5104809	63.3
5104810	54.5
5104811	63.2
5104812	59.8
5104813	55.1
5104814	54.2
5104815	59.4
5104816	62.3
5104817	56.4
5104818	53.9
5104819	62.6
5104820	63.5
5104821	59.2
5104901	60.8
5104902	69.8
5104903	68.1
5104904	59.2
5104906	62.5
5104907	67.3
5104908	67
5104909	69.1
5104910	52.7
5104911	84.4
5104912	0.2
5105001	61.7
5105002	63.9
5105004	58.4
5105005	65
5105006	68.8
5105007	59.3
5105008	65.7
5105009	63.3
5105010	58.1
5105011	71.2
5105012	69.3
5105013	62.3
5105014	65.6
5105015	63.7
5105016	61.8
5105017	56.6
5105018	65.4
5105019	61.4
5105020	68.8
5105101	68.4
5105103	58.8
5105104	52.5
5105105	62.6
5105106	63
5105107	71.9
5105108	65.3
5105109	74.3
5105111	76.1
5105112	74.1
5105113	67.5
5105114	74.6
5105115	61.2
5105201	50
5105301	62.9
5105302	71.9
5105303	70.6
5105304	71.9
5105305	62.1
5105306	56.9
5105307	66.3
5105308	62.8
5105309	57.8
5105310	60.8
5105311	77.5
5105312	67.9
5105313	70.3
5105314	61.9
5105315	62.9
5105316	66.7
5105317	73
5105318	66
5105319	66.2
5105320	63.4
5105321	65.6
5105322	58.2
5105323	57.7
5105324	68
5105325	58.1
5105326	58.8
5105327	63.1
5105328	57.3
5105329	64.5
5105330	49.3
5105331	58.9
5105333	62.1
5105334	61.4
5105335	55.2
5105336	60.6
5105337	35.2
5105338	57.2
5105401	65
5105402	40.9
5105403	67.6
5105404	67.9
5105405	64.6
5105406	55.9
5105407	63.2
5105408	60.3
5105409	57.7
5105410	35
5105411	60.9
5105412	44.9
5105413	48.9
5105414	53
5105415	63.6
5105416	58.6
5105417	53.7
5105418	65.1
5105419	63.7
5105420	62.1
5105421	42
5105422	67
5105423	65.2
5105424	74.2
5105425	65.4
5105426	68.5
5105427	60.6
5105428	64.8
5105429	52.4
5105430	59.1
5105431	50.3
5105432	54
5105501	87.5
5105601	71.4
5105602	65.5
5105603	67.6
5105604	68.6
5105605	61.5
5105606	58.4
5105607	67.7
5105608	64.6
5105609	67.4
5105610	64.1
5105611	71
5105612	66.8
5105613	66.7
5105614	69.2
5105615	66.8
5105616	72.2
5105617	69.3
5105618	67.3
5105619	71.9
5105620	71
5105621	69.2
5105622	68.5
5105623	72.6
5105624	67.6
5105625	62.1
5105626	63.3
5105627	74.5
5105628	68.7
5105629	54.2
5105630	51.6
5105631	70.8
5105632	32.7
5105633	59.1
5105634	72.6
5105635	71.2
5105636	70
5105637	64
5105638	70.9
5105639	73.6
5105640	58.8
5105641	66.5
5105642	65.1
5105643	64.2
5105644	61.5
5105645	69.9
5105646	64.6
5105647	57.1
5105648	72.6
5105649	56.8
5105651	72.3
5105701	52.2
5105702	67.4
5105703	58.8
5105704	67.3
5105707	64.4
5105708	64.9
5105709	57.1
5105710	65.6
5105711	56.5
5105712	62.1
5105713	67.7
5105715	59.3
5105716	59.6
5105717	52.2
5105718	63.2
5105719	59.3
5105720	59.3
5105721	58.1
5105722	67
5105723	59.8
5105724	70.9
5105725	66.2
5105727	56.9
5105728	59.9
5105729	62.6
5105730	60.1
5105731	15.4
5105732	56.5
5105733	75.4
5105734	71.8
5105735	69.8
5105736	70.6
5105737	62.9
5105738	69.7
5105739	70.9
5105740	70.2
5105741	56.2
5105801	81.6
5105802	66.9
5105803	64.9
5105804	69.4
5105805	53.9
5105806	56.7
5105807	45.6
5105808	58
5105809	64.4
5105810	67.1
5105811	64.4
5105812	63.1
5105813	63.9
5105902	74.9
5105905	69.1
5105906	73.5
5105909	66.3
5105910	27.1
5105911	64.6
5105912	60.1
5105913	77.8
5105914	61.8
5105915	67
5105916	66.1
5105917	57.1
5105918	59.8
5105919	71.9
5105920	72
5105921	66.5
5105922	76.4
5105923	68.4
5105924	74
5105925	61.2
5105926	80.4
5105927	69.3
5105928	74.5
5105929	67.2
5105930	57.9
5105932	63.6
5105933	67.8
5105934	64.9
5105935	32.6
5105936	80.3
5105938	76.6
5105939	83.8
5105940	73.6
5105941	75.3
5105942	68.7
5105943	65.7
5105944	69.3
5105945	74.6
5105946	67.6
5105947	57.2
5105948	65.9
5105949	71.2
5105952	66.9
5105953	71.6
5105954	65.1
5105955	70.5
5105956	70.8
5105957	67.7
5105959	76.2
5105960	62.6
5105961	74.4
5105962	70.3
5105963	75.1
5105964	75.5
5105965	73.2
5105966	77.8
5105967	78.3
5105968	76.5
5105969	73.6
5105970	74.4
5105971	72.4
5105972	75.7
5105973	65.5
5105974	82.9
5105976	73.5
5105977	80.4
5105978	82.2
5105979	77.9
5105980	80.2
5105981	81.4
5105982	78.6
5105983	68
5105984	73.3
5105985	65.3
5105986	71.7
5105987	73.6
5106001	58.6
5106002	69
5106003	57.7
5106004	63.3
5106005	75.9
5106006	70.7
5106007	52.3
5106008	67.1
5106102	70.5
5106104	38.1
5106105	72.1
5106108	55.1
5106109	76
5106110	61.6
5106111	69.1
5106112	66.8
5106113	59.3
5106201	56.3
5106202	70.7
5106203	63.3
5106204	72.5
5106205	68.2
5106206	71.9
5106207	78.3
5106208	50
5106209	58.9
5106210	45.8
5106211	57.3
5106212	58.9
5106213	56.4
5106214	55.2
5106215	49
5106216	68.7
5106217	66.2
5106218	52.9
5106219	71.4
5106220	59
5106301	50
5106502	63.2
5106503	57.8
5106504	60.6
5106505	62.8
5106506	53.7
5106507	57.2
5106508	64.8
5106509	57.3
5106510	54.7
5106511	62.4
5106512	63.1
5106513	56.3
5106514	65.5
5106601	55.6
5106602	58.8
5106603	45.3
5106604	61.2
5106605	42.8
5106606	52.7
5106607	59.2
5106608	56.4
5106609	54.1
5106610	37.1
5106611	61.3
5106615	51.3
5106616	57.9
5106617	56.3
5106618	57.3
5106619	53.3
5106620	58.5
5106621	67
5106622	57.9
5106624	60.8
5106625	66.2
5106626	74.6
5106627	68.8
5106628	55.3
5106701	65
5106702	59.9
5106703	65.7
5106704	71.1
5106705	73.5
5106706	71.4
5106707	72.9
5106708	79.2
5106709	70.3
5106710	76.6
5106711	65.2
5106712	67.3
5106713	72
5106714	61.3
5106715	63.5
5106716	69.3
5106717	69.3
5106720	62.4
5106801	63.9
5106802	64
5106803	69.6
5106804	73.2
5106807	61.7
5106808	64.8
5106809	65.6
5106810	69.9
5106811	61
5106812	57
5106813	73.4
5106814	70
5106815	71.9
5106816	76.7
5106817	67.5
5106818	74.4
5106819	77.3
5106820	77.1
5107001	60.2
5107002	72.3
5107003	68.2
5107004	65.4
5107005	65.8
5107006	67.6
5107007	65.9
5107008	67.8
5107009	62.4
5107010	64.7
5107011	66.4
5107012	62.8
5107013	74.6
5107014	71.3
5107015	72.8
5107016	69.4
5107017	66.3
5107018	72.1
5107019	68
5107020	71.1
5107021	71.4
5107022	71.2
5107024	72.7
5107101	72.4
5107102	75.7
5107103	70.8
5107104	78.2
5107105	75.1
5107106	59.6
5107107	70.5
5107108	72.4
5107109	70
5107110	72.9
5107111	63.8
5107112	67.5
5107113	68.4
5107114	77.6
5107115	73.8
5107116	75.9
5107117	69.3
5107118	72.9
5107119	75.7
5107120	72.3
5107121	78.4
5107122	83.1
5107123	73.4
5107124	77.6
5107126	73.7
5107127	76.8
5107128	71.2
5107129	74.4
5107130	72.1
5107131	71
5107132	68.7
5107133	68.3
5107134	72.2
5107135	75.1
5107201	71.8
5107202	71.5
5107203	70.8
5107204	70.5
5107205	75.8
5107206	61.3
5107207	67.1
5107208	60.9
5107209	56.6
5107210	73.1
5107211	64.5
5107212	61.7
5107213	64.5
5107214	40.2
5107215	68
5107216	65.5
5107217	67.5
5107218	67.5
5107219	61.7
5107220	69.8
5107221	74.1
5107222	77.7
5107223	66.3
5107224	67.8
5107225	70.7
5107226	63.1
5107227	59.9
5107228	68.9
5107229	68.9
5107230	65.4
5107231	68.1
5107232	65.9
5107233	69.7
5107234	69.2
5107301	65.9
5107302	75
5107303	68.4
5107304	63
5107305	67.2
5107306	69.8
5107307	68.6
5107308	66.2
5107309	64.9
5107310	68.5
5107311	68.4
5107312	65.4
5107313	60.1
5107314	64.7
5107315	63.4
5107316	63.5
5107317	56.2
5107318	63.4
5107319	40.8
5107320	66.1
5107321	66.3
5107322	67
5107323	60.2
5107324	66.7
5107325	67.1
5107326	63.5
5107327	60.3
5107328	67.6
5107329	71.5
5107330	64.4
5107331	70.9
5107332	69.6
5107334	60.6
5107335	67.2
5107401	71.5
5107402	72.4
5107403	71.5
5107404	70
5107405	71.3
5107406	70.6
5107407	71.3
5107408	69.2
5107409	72.6
5107410	72.8
5107411	66
5107412	69.7
5107413	71.4
5107414	67.8
5107415	74
5107416	66.4
5107417	76.5
5107418	65.4
5107419	65.9
5107420	70.8
5107421	60
5107501	65.2
5107502	73.3
5107503	69.8
5107504	65.3
5107505	68.1
5107506	67.3
5107507	58
5107508	70.2
5107509	71.2
5107510	68.6
5107511	66.7
5107512	70.9
5107513	69.4
5107514	57.5
5107515	55
5107516	71.6
5107517	63.4
5107518	76.3
5107519	64.3
5107520	69.5
5107521	67.7
5107522	68.1
5107523	75.1
5107601	72.5
5107602	75.2
5107603	72.2
5107604	68.3
5107606	74.6
5107607	74.1
5107608	70.7
5107609	72.3
5107611	79
5107612	78.3
5107613	23.2
5107614	80.3
5107616	79.9
5107617	75.2
5107702	66.4
5107703	69.5
5107704	66.4
5107705	44.8
5107706	69
5107707	70.6
5107708	68.8
5107709	74.5
5107710	71.4
5107711	65.8
5107712	68.6
5107713	67.3
5107714	66.4
5107715	65
5107717	70.3
5107718	65.8
5107719	61.3
5107720	74.2
5107721	75.5
5107722	75.8
5107723	69.2
5107724	59.5
5107725	63.5
5107726	57.8
5107727	69.3
5107728	69.4
5107729	70.9
5107730	72.7
5107731	71.2
5107732	53.1
5107735	72.1
5107736	75.1
5107801	65.3
5107802	68.7
5107803	64.9
5107804	64.2
5107805	79.1
5107806	67.5
5107807	74
5107808	69.9
5107809	70.7
5107810	64.9
5107811	67.9
5107812	69.6
5107813	73.5
5107814	68.4
5107815	67.7
5107816	50.9
5107817	68.8
5107818	66.1
5107819	70.1
5107820	72.2
5107821	70.5
5107822	68.6
5107823	67
5107824	75.1
5107825	66.9
5107827	64.4
5107828	67.8
5107829	64.4
5107830	77.1
5107831	45.4
5107833	30.4
5107834	17.7
5107835	65
5107901	63.2
5107902	73.2
5107903	71.7
5107904	45.8
5107905	70.9
5107906	64.3
5107907	59.6
5107908	59.1
5107909	62.1
5107910	70.9
5107911	65.8
5107912	71
5107913	69.4
5107915	64.2
5107916	61
5107917	72.9
5107918	54.6
5107919	75.3
5107920	66.5
5107921	63
5107922	70.1
5107923	73.2
5107925	70.7
5107926	65.2
5107927	69.2
5108001	72.9
5108002	72.7
5108003	70.1
5108004	69.4
5108005	66.9
5108006	76.3
5108007	61.6
5108008	70.3
5108009	72.3
5108010	69.5
5108011	74.2
5108012	75.5
5108013	73
5108014	63.6
5108015	71.2
5108017	75.5
5108018	62.6
5108019	67.6
5108020	64.9
5108021	65.6
5108022	61.9
5108023	75.4
5108101	66.8
5108102	73.3
5108103	72.8
5108105	73.2
5108106	65
5108107	73.2
5108108	74.7
5108109	64.5
5108110	70.7
5108111	63
5108112	61.6
5108113	73.4
5108114	59.7
5108115	72.7
5108117	68.7
5108118	64.3
5108119	73
5108120	71.4
5108121	73.2
5108122	67.9
5108123	68.2
5108124	65.7
5108201	75.2
5108202	70.9
5108203	68.3
5108204	65.1
5108205	62.2
5108206	66.7
5108207	61.3
5108208	69.8
5108209	44.8
5108210	73.2
5108211	62
5108212	67.2
5108213	63.8
5108214	72.4
5108215	54
5108216	60.4
5108217	60.4
5108218	66.7
5108219	70.4
5108220	68.9
5108221	62.6
5108222	54.5
5108223	57
5108224	69.2
5108225	63.8
5108301	74
5108302	75.5
5108303	78.5
5108304	67.8
5108305	72.9
5108306	65.1
5108307	72.7
5108308	74
5108310	75.1
5108311	66.3
5108312	68.6
5108313	70.9
5108314	72.7
5108315	73
5108316	70.3
5108317	72.1
5108318	70.4
5108319	72.6
5108320	20.4
5108321	72.4
5108322	72.5
5108323	66.7
5108324	72.2
5108325	76.7
5108326	64.1
5108327	69.9
5108331	66
5108401	63.8
5108402	60.4
5108403	62.6
5108404	66.4
5108405	62.3
5108406	66.5
5108407	62
5108408	53.1
5108409	68.4
5108410	68
5108411	61.3
5108412	58.9
5108413	58.9
5108414	61.2
5108415	64
5108416	65.4
5108417	63.3
5108418	63.5
5108419	63.1
5108420	59.8
5108421	60.8
5108423	58
5108424	55.4
5108425	55.6
5108426	55.2
5108427	61.6
5108428	60.8
5108429	45.4
5108430	52.3
5108431	61.2
5108432	59.8
5108433	62.2
5108434	54.1
5108435	51.5
5108436	64.6
5108437	63
5108501	44.1
5108502	58.3
5108503	57.4
5108504	56.7
5108505	58.3
5108506	60.4
5108507	57.5
5108508	53.1
5108509	54.8
5108510	51.1
5108511	52.5
5108512	61.2
5108513	56.3
5108514	61.2
5108515	41.6
5108516	55.5
5108517	57.3
5108518	56.2
5108519	69.1
5108520	55.9
5108521	56.5
5108522	61.5
5108523	51.1
5108524	64.6
5108525	65.9
5108526	57
5108527	61.2
5108528	65.9
5108529	63.5
5108530	60.9
5108531	48.6
5108532	61.6
5108535	49.3
5108536	57.3
5108537	56.1
5108539	58
5108540	58.9
5108541	53.6
5108542	50.3
5108543	60.3
5108544	56.1
5108601	49.5
5108602	57.8
5108603	64.9
5108604	59.7
5108605	57.6
5108606	55.2
5108607	60.6
5108608	58
5108609	57.9
5108610	64.7
5108611	57.3
5108612	63.3
5108613	57.9
5108614	60
5108615	41.4
5108616	60.7
5108617	60.1
5108618	53.1
5108619	61.5
5108621	58.2
5108622	63.7
5108623	61.5
5108624	60.3
5108625	56.4
5108626	63.3
5108627	64.3
5108628	63.6
5108629	63.1
5108630	67.6
5108631	59.7
5108632	64.3
5108633	63.2
5108634	63.8
5108635	59.8
5108636	54.6
5108637	52.6
5108638	56
5108639	66.3
5108640	59.1
5108641	62.2
5108642	63.7
5108643	63.9
5108644	74.4
5108645	67.1
5108646	65.1
