SA1_7DIGITCODE_2016	labourForceParticipation
4109605	54.3
4109606	54.2
4109607	48.4
4109608	41.6
4109609	44.7
4109610	60.7
4109611	53.8
4109612	40.9
4109613	36.6
4109614	59.2
4109615	60.2
4109616	52.7
4109617	42.3
4109618	64.8
4109619	59.4
4109620	60
4109621	50.9
4109622	59.8
4109623	63.8
4109624	58.8
4109625	58.4
4109626	39.5
4109627	52.8
4109628	62.6
4109629	57
4109630	57.9
4109631	62.5
4109632	63.8
4109633	46.8
4109634	63
4109701	25.6
4109702	58.7
4109703	51.5
4109704	54.4
4109705	61.3
4109706	50.5
4109707	39.5
4109708	58.6
4109709	44.5
4109710	52.1
4109712	65.3
4109713	69
4109714	65.9
4109715	59.1
4109716	59.6
4109717	58.9
4109718	64.9
4109719	50.4
4109720	52.2
4109721	57.4
4109722	52.7
4109723	57.1
4109724	44.1
4109725	62.8
4109726	54.2
4109727	58.8
4109728	63.2
4109729	59.1
4109730	63.3
4109731	65.1
4109732	63.8
4109733	73.1
4109734	57.9
4109735	69.1
4109736	56.1
4109737	63.1
4109738	100
4109739	76.4
4109901	76.5
4109902	22
4109903	70.7
4109904	62.5
4109905	67.2
4109906	75.1
4109907	68.6
4109908	61.2
4109909	62.6
4109910	68.7
4109911	64.4
4109912	62.2
4109913	57.5
4109914	65.6
4109915	67
4109916	67.4
4109917	66.3
4109918	60.7
4109919	66.1
4109920	66.5
4109921	72.4
4109923	46.4
4109924	48.7
4109925	72.4
4109926	59.2
4109927	58.8
4109928	68.9
4109929	68.4
4109930	64.5
4109931	69.5
4109932	68.2
4109933	66.2
4109934	60.5
4109935	61.5
4109937	65.4
4110001	53.8
4110002	46.1
4110003	62.1
4110004	40.1
4110005	62.7
4110006	72.4
4110007	64.7
4110008	68.1
4110009	61.4
4110010	61.6
4110011	61.6
4110012	62.6
4110013	69.5
4110014	65.8
4110015	71.6
4110016	60.4
4110017	54.2
4110018	52
4110019	70.4
4110020	51.8
4110021	65.2
4110022	25
4110023	41.4
4110024	62.4
4110025	57.5
4110026	40.9
4110027	59.9
4110029	49.3
4110030	53.6
4110031	56.1
4110032	48.8
4110033	54.8
4110034	43.6
4110035	34.3
4110036	63.4
4110037	57.1
4110038	68.3
4110101	62.2
4110102	51.4
4110103	49.5
4110104	46.5
4110105	51.5
4110106	42.1
4110107	45.9
4110108	54.6
4110109	44.4
4110110	58.8
4110111	54.5
4110112	31.2
4110113	49.5
4110114	60.4
4110115	56
4110116	66.2
4110117	62
4110118	59.8
4110119	56.5
4110120	61.5
4110121	62.1
4110122	42.9
4110123	53.8
4110124	58.2
4110125	64.9
4110126	66
4110127	70.7
4110201	53.7
4110203	60.6
4110204	52.4
4110205	51.9
4110206	58.9
4110207	48.5
4110208	47
4110209	55.7
4110210	50.5
4110212	51.1
4110214	52.6
4110215	54.1
4110216	55.1
4110217	45.6
4110218	8.3
4110221	83.3
4110222	39.9
4110223	53.7
4110224	100
4110225	44.3
4110226	46.4
4110227	46.4
4110228	64.5
4110229	58
4110230	100
4110231	56.9
4110232	41.6
4110233	49.9
4110234	54.5
4110235	52.4
4110236	50.2
4110237	44.4
4110238	46.2
4110239	44.2
4110240	58.6
4110241	61.4
4110242	45.2
4110243	39.1
4110245	55.8
4110246	60
4110247	55.2
4110248	38.6
4110249	59.8
4110250	48
4110251	63.2
4110501	58.1
4110502	55
4110503	59.3
4110504	44.3
4110505	49.2
4110506	63.8
4110507	62.9
4110601	53.9
4110602	60.4
4110603	66.2
4110604	67.3
4110605	66.2
4110606	58.9
4110607	58.8
4110608	58.1
4110609	68.6
4110610	61.8
4110611	63.2
4110612	62.2
4110613	70
4110614	55.2
4110615	62.4
4110616	62.6
4110617	61.4
4110618	72.3
4110619	61.3
4110620	56.4
4110621	59
4110622	61.2
4110623	47.9
4110624	64.8
4110625	63.9
4110626	65.7
4110627	62.2
4110628	59.5
4110629	64.1
4110702	71.6
4110703	70.2
4110704	39.5
4110705	46.3
4110706	71.7
4110707	74.4
4110708	54
4110709	61.3
4110710	40.9
4110711	62.2
4110713	59
4110714	69.3
4110715	65.5
4110716	56.2
4110717	49.8
4110718	60
4110719	72.7
4110720	40.1
4110721	63.3
4110722	66.5
4110723	66
4110724	65.9
4110725	67.9
4110726	47.8
4110727	65.9
4110728	59.3
4110729	60
4110730	63.4
4110731	64.5
4110732	68.2
4110733	64.7
4110734	70
4110735	48.3
4110736	68.1
4110737	67.8
4110738	71.7
4110739	75
4110740	64.8
4110741	58.6
4110742	63.9
4110743	60.9
4110744	69.2
4110745	14.6
4110746	67.2
4110747	61.6
4110748	73.6
4110749	61.3
4110750	54.6
4110751	56.4
4110752	39.1
4110753	65.4
4110754	69.8
4110755	73.8
4110801	61.3
4110802	58.3
4110803	64.8
4110804	54.7
4110805	62.3
4110806	61.1
4110807	61.4
4110808	62.3
4110810	66.5
4110811	59.8
4110812	60
4110813	63.1
4110814	60
4110815	58
4110816	35.3
4110817	63
4110818	64.8
4110819	61.2
4110820	60.1
4110821	63.8
4110822	63.9
4110823	61.5
4110824	62.8
4110825	65.6
4110826	61.8
4110827	68
4110828	63.4
4110829	56.4
4110830	72.5
4110831	61.7
4110832	59.5
4110833	66.1
4110834	65.8
4110835	50.6
4110836	62.6
4110837	60.6
4110901	63.2
4110902	65.8
4110903	42.9
4110904	61.6
4110906	73.5
4110907	59.4
4110908	62.3
4110909	60
4110910	66.9
4110911	65.5
4110912	44
4110913	61.7
4110914	67.9
4111001	73.4
4111002	54.6
4111003	62.6
4111004	56.4
4111005	61.1
4111006	72.8
4111007	64.1
4111008	66.9
4111009	61.7
4111010	48
4111011	59.8
4111012	64.1
4111013	65.7
4111014	59.5
4111015	55.2
4111016	73
4111017	75.5
4111101	43.6
4111102	56.7
4111103	58.7
4111104	61.9
4111105	48.9
4111106	70.3
4111107	72.9
4111108	70.6
4111109	66.8
4111110	59
4111111	72.7
4111112	67.1
4111113	68.6
4111114	70.6
4111115	62
4111116	61.5
4111117	70.1
4111118	69.3
4111119	52
4111120	62.1
4111121	55.6
4111122	51.2
4111123	63.5
4111124	80.4
4111125	72.2
4111201	71.2
4111202	61.2
4111203	59.5
4111204	58.7
4111205	65.9
4111206	57.5
4111207	61.7
4111208	61.7
4111209	72.9
4111210	68.9
4111211	64.3
4111212	63.6
4111213	73.5
4111214	70
4111215	54.8
4111216	67.5
4111217	61.2
4111301	55.5
4111302	59.2
4111303	71.9
4111304	62.8
4111305	54.8
4111306	63.7
4111307	52.6
4111308	62
4111309	52.1
4111310	39.4
4111401	69.6
4111402	66
4111403	68.1
4111404	61.9
4111405	34.6
4111406	60.7
4111407	56
4111408	55.9
4111410	59.2
4111411	58.8
4111412	63.3
4111413	60.7
4111414	24.2
4111415	68.8
4111416	64.4
4111417	65.7
4111501	59.6
4111502	39.3
4111503	62.8
4111504	62.5
4111505	57.1
4111506	60.8
4111507	65.1
4111508	61.9
4111509	61.8
4111510	60.6
4111601	59.9
4111602	51.9
4111603	66.4
4111604	46.8
4111605	60.1
4111606	48.1
4111607	69.8
4111608	71.6
4111609	72.4
4111610	69.1
4111611	61.3
4111701	68.8
4111702	72
4111703	67.3
4111704	57.4
4111705	62.2
4111706	63.2
4111707	59
4111708	62.8
4111709	36.2
4111710	45.5
4111711	41.3
4111712	40.1
4111713	56.1
4111714	54.3
4111715	52.4
4111716	55.9
4111801	48.5
4111802	47.1
4111803	57.3
4111804	59.4
4111805	44
4111806	62.2
4111807	73.3
4111808	56.3
4111809	44
4111810	58.2
4111811	43
4111812	49.8
4111814	39.4
4111901	35.2
4111902	45
4111903	74.6
4111904	64.1
4111905	53.4
4111906	60.3
4111907	51.5
4111908	46.9
4111909	52.2
4111910	54.5
4111911	45.5
4111912	60
4111913	66.4
4111914	57.9
4111915	46.8
4111916	48.8
4111917	35.4
4111918	46.3
4111919	69
4111920	62.2
4111921	60.1
4111922	22.6
4111923	36.7
4111924	35.7
4111925	65.4
4111926	66.8
4111927	56.1
4112001	65.7
4112002	60.8
4112003	53.3
4112004	68
4112005	67.6
4112006	46.2
4112007	54.5
4112008	72.7
4112009	53.5
4112010	55.9
4112011	57
4112012	45.8
4112013	56.7
4112014	50
4112015	51
4112016	71.2
4112101	54.3
4112102	35.6
4112103	41.3
4112104	40.2
4112105	49.1
4112106	51.9
4112107	58.8
4112108	45.8
4112109	40.6
4112110	49
4112111	61.2
4112112	63.1
4112113	63.4
4112114	42.2
4112115	68.7
4112116	45.4
4112117	30.8
4112118	42.1
4112201	36.5
4112203	25.8
4112204	51.8
4112205	41.9
4112206	61.5
4112207	57.3
4112208	69.6
4112209	56.9
4112210	52.5
4112211	42.3
4112212	56.6
4112213	68
4112214	62.4
4112215	40.7
4112216	59.9
4112217	62.2
4112219	53.8
4112220	72.5
4112221	50.9
4112222	55.1
4112223	51
4112224	53.7
4112225	48
4112226	48.5
4112227	39.4
4112228	59.9
4112229	50.8
4112230	44.5
4112231	49.5
4112232	52.4
4112233	34.4
4112234	38.9
4112235	50
4112236	46
4112237	46.1
4112238	39.3
4112239	66
4112241	39.5
4112242	48
4112243	45.4
4112244	52.2
4112301	49.5
4112302	54.4
4112303	45
4112304	54.3
4112305	71.4
4112306	81
4112307	53.9
4112308	53.7
4112309	61.6
4112310	67.1
4112401	36.8
4112402	35.4
4112403	59.5
4112404	59.9
4112405	48.9
4112406	41.8
4112407	56.7
4112408	47.9
4112409	38
4112410	52.9
4112411	45.8
4112412	60.3
4112413	50.1
4112414	60.1
4112501	40.2
4112502	23.3
4112503	49.2
4112504	47.2
4112505	52.2
4112506	40.5
4112507	35.7
4112508	37.9
4112509	44.1
4112510	64.5
4112511	44.2
4112512	32.1
4112601	37.7
4112602	41.8
4112603	44.8
4112604	47.9
4112605	33.3
4112606	41.6
4112607	33.2
4112608	34.4
4112609	51.8
4112610	80.6
4112611	36.8
4112701	37.3
4112702	56.8
4112703	35.3
4112704	51.6
4112705	32
4112706	39.9
4112707	39
4112708	52.1
4112709	37.1
4112710	37.2
4112711	27.2
4112712	56.4
4112713	37.1
4112714	68.6
4112715	70.1
4112716	33.6
4112717	62.9
4112718	59.1
4112719	39.3
4112720	21.7
4112721	35.4
4112801	50.5
4112802	57.4
4112803	46.1
4112804	41.9
4112805	33.5
4112806	49.1
4112807	43.6
4112808	35.6
4112810	37.1
4112811	28.2
4112812	53.2
4112813	49.1
4112901	58.8
4112902	53.2
4112903	51.3
4112904	61.2
4112905	68
4112906	64.4
4113001	42.9
4113002	47.5
4113003	64.4
4113004	69.3
4113005	81.9
4113006	69.5
4113007	59.2
4113008	59.7
4113009	44.4
4113010	63.2
4113011	43.5
4113012	45.1
4113013	63.7
4113014	83.3
4113015	100
4113016	56.5
4113017	66.4
4113018	33.7
4113019	53.9
4113020	62.1
4113021	70.4
4113022	49.4
4113023	65.1
4113101	80.7
4113102	54.5
4113103	75
4113104	56.1
4113105	47.3
4113106	72.8
4113107	54
4113108	51.3
4113109	49.8
4113110	63.1
4113111	74.7
4113112	52.8
4113113	55.7
4113201	67
4113202	69.5
4113203	63.3
4113204	67.1
4113205	68.6
4113206	53.3
4113301	61.4
4113302	52.3
4113303	62.1
4113304	64.5
4113305	62.5
4113306	48
4113307	60.2
4113308	57.4
4113309	57.9
4113310	64.3
4113311	63.5
4113312	66.2
4113313	56.4
4113314	50.9
4113315	50.7
4113316	62.1
4113317	55.7
4113318	54.9
4113319	54
4113320	62.2
4113321	40
4113322	59.8
4113323	61.6
4113324	49.8
4113325	68.6
4113326	51.6
4113327	60.3
4113328	38.8
4113329	58.4
4113330	66.9
4113331	26.5
4113332	63.5
4113333	62.6
4113334	66.5
4113336	57.5
4113337	76.3
4113338	43.4
4113339	37.9
4113340	46.5
4113341	64.6
4113342	60.3
4113401	56.8
4113402	47.9
4113403	59.4
4113404	67.2
4113405	71.1
4113406	57.7
4113407	64.6
4113408	20.5
4113409	57.3
4113410	29.3
4113501	18.8
4113502	71.4
4113601	47.2
4113602	57.7
4113603	63
4113604	38.1
4113605	59.5
4113606	57
4113607	48.2
4113608	48.5
4113609	58.7
4113611	49.6
4113612	48.1
4113613	38.5
4113614	47.4
4113615	77.1
4113618	64.3
4113619	44.5
4113620	63.2
4113621	48.5
4113622	73.1
4113623	45.9
4113624	52.6
4113625	43.2
4113626	39.6
4113627	45
4113628	44.1
4113629	48.2
4113630	51.4
4113631	61.2
4113632	51.9
4113633	46.1
4113634	42.5
4113635	34
4113636	45.5
4113637	59.8
4113638	55
4113639	61.6
4113640	66.3
4113641	57.3
4113642	56.4
4113643	68
4113644	65.1
4113645	59
4113646	63.2
4113647	80.3
4113648	56.1
4113649	69.2
4113651	49.4
4113652	51.9
4113653	47.5
4113654	37.5
4113655	43.2
4113656	52.2
4113657	58
4113658	43.5
4113659	41.2
4113660	60.4
4113661	74.2
4113662	51.2
4113801	24.2
4113803	71.8
4113804	42.9
4113806	51.2
4113807	29.1
4113809	33.3
4113811	51
4113812	57.7
4113813	24.4
4113814	34.1
4113815	35.3
4113816	41
4113901	54.8
4113903	45.9
4113904	40.4
4113905	53.8
4113906	44.7
4113907	40
4113908	62.5
4114001	60.5
4114003	43.3
4114004	51
4114005	50
4114006	51.9
4114007	55.8
4114008	65.3
4114009	28.9
4114010	80
4114101	47.6
4114102	23.6
4114103	28.8
4114104	51.7
4114105	69.4
4114107	67.1
4114109	77
4114110	67.7
4114111	65.8
4114201	55
4114202	40.6
4114203	60.1
4114204	70.4
4114205	71.3
4114206	73.7
4114207	9.9
4114208	62.1
4114209	65
4114210	74
4114211	40.7
4114212	69.6
4114213	51.4
4114214	54.9
4114215	51.4
4114216	53.1
4114217	58.9
4114218	55.6
4114219	39.1
4114220	49.3
4114221	39.4
4114222	57.7
4114223	51.1
4114224	53.7
4114225	43.2
4114226	43.6
4114227	52.3
4114228	44.7
4114229	23.3
4114230	57.8
4114231	54.3
4114232	52.6
4114233	51.2
4114234	59.3
4114236	71
4114301	81.2
4114302	81.5
4114303	51.5
4114304	77.5
4114305	77.5
4114307	83
4114308	80.7
4114311	85
4114312	79
4114313	85.2
4114314	80.3
4114401	57.3
4114402	58.6
4114403	44.2
4114404	49.6
4114405	40.2
4114406	61.7
4114407	38.8
4114408	30.9
4114409	29.3
4114410	49.6
4114411	14.8
4114412	26.8
4114413	36.1
4114415	46.7
4114416	38.2
4114417	40.2
4114418	27.1
4114419	44
4114420	41.4
4114421	39.1
4114422	49.7
4114424	16.3
4114425	57.6
4114426	29.3
4114427	28.8
4114428	27.1
4114429	37.8
4114431	55.6
4114432	44.1
4114433	55.6
4114434	39.9
4114501	59.7
4114502	57.4
4114503	69.7
4114504	59.7
4114505	57.5
4114506	43.6
4114507	43.6
4114508	50.2
4114509	67.3
4114510	74.5
4114511	63.1
4114512	66.5
4114513	51.3
4114514	34.1
4114601	51.9
4114603	70.5
4114604	54.6
4114605	48.8
4114606	39.5
4114608	40.2
4114609	55.1
4114610	39.3
4114611	56.1
4114612	57.8
4114613	57.1
4114614	59.5
4114615	72.3
4114616	59.9
4114617	46
4114618	63.2
4114701	50.7
4114702	42.3
4114703	67.4
4114704	73
4114705	63.9
4114706	61.6
4114707	76.6
4114708	62.1
4114709	64.8
4114710	33
4114711	56.7
4114712	60.2
4114713	60.8
4114714	69.8
4114715	59.8
4114716	61.8
4114717	63.3
4114718	66.1
4114801	47.7
4114802	29.6
4114803	46.8
4114804	28.6
4114805	44.3
4114806	58.6
4114807	40.1
4114808	42.7
4114809	44.8
4114810	46.3
4114811	42.9
4114812	44.7
4114813	33.6
4114814	31.7
4114815	43.4
4114816	37.6
4114817	53.3
4114818	45.9
4114819	35.6
4114820	46.6
4114821	43.5
4114822	25.2
4114823	13.6
4114824	51.5
4114825	63.6
4114826	65.1
4114827	21
4114828	40.4
4114829	2.3
4114830	41
4114901	60.3
4114902	36.4
4114903	62.6
4114904	66.3
4114905	41.7
4114906	39.1
4114907	38.7
4114908	41.1
4114909	34.6
4114910	47.8
4114911	65.2
4114912	48.3
4114913	61.3
4114914	47.2
4115001	45.3
4115002	39.8
4115003	57.1
4115004	64.8
4115005	55
4115006	74
4115007	47.9
4115008	70.5
4115009	30.5
4115010	76
4115011	74.5
4115012	68.6
4115013	76.7
4115014	66
4115015	47.6
4115016	55.7
4115017	68.2
4115018	71.5
4115101	52.9
4115102	66.9
4115103	43.5
4115104	58.1
4115105	49
4115106	45.9
4115107	52.2
4115108	70.7
4115109	66.2
4115110	52.3
4115111	43.9
4115112	62.7
4115113	55.4
4115114	50.3
4115201	61.2
4115202	39.1
4115203	54.8
4115204	40.5
4115205	28.6
4115206	50
4115207	39
4115208	36.5
4115209	47.9
4115210	61.9
4115211	56.3
4115212	65.1
4115213	61.3
4115214	57.7
4115215	50.8
4115216	59
4115401	60.2
4115402	62
4115403	70.2
4115404	60.4
4115406	100
4115407	45.4
4115408	62.4
4115409	64.7
4115410	63.5
4115411	52.2
4115412	70.7
4115413	63
4115414	69.9
4115415	61.3
4115416	72.5
4115417	69.6
4115418	61
4115501	77.7
4115502	82.5
4115503	76.1
4115504	74.4
4115505	50
4115506	75.8
4115601	49
4115602	44.7
4115603	58.9
4115604	67
4115605	71.7
4115606	57.5
4115607	76.9
4115608	73.7
4115609	72.7
4115701	54.6
4115702	71.8
4115703	76
4115704	76
4115705	75.2
4115706	78.2
4115707	87.2
4115708	50
4115709	74.4
4115710	60.8
4115711	73.8
4115712	65.4
4115713	64.7
4115714	66.8
4115715	64.9
4115716	46
4115717	57.9
4115718	54
4115719	67.4
4115720	59.4
4115721	59.1
4115801	65.2
4115802	66.9
4115803	43.8
4115804	48.9
4115805	57.7
4115806	54.3
4115807	66.5
4115808	63.7
4115809	64.7
4115901	51.8
4115902	58.6
4115904	42.1
4115905	70.2
4115906	75.6
4115907	41.1
4115908	50.8
4115909	33.9
4115910	38.2
4115911	38
4115912	58.9
4115913	57.9
4115914	52.5
4115915	65.3
4115916	67.8
4115917	62.1
4115918	65.5
4115919	130
4115920	65.6
4115921	59.3
4115922	66.7
4115923	70.9
4115924	65.8
4115925	63.5
4116001	42.5
4116002	45.7
4116003	56.8
4116004	32.2
4116005	50.4
4116006	57
4116007	62.6
4116008	55.6
4116009	42.9
4116010	41.3
4116101	57.7
4116102	49.9
4116103	70.3
4116104	62.2
4116105	58.5
4116106	39.9
4116107	56.5
4116108	69.1
4116109	77
4116110	71.5
4116201	72.1
4116202	45.4
4116203	68.5
4116205	63.5
4116206	52.3
4116207	36.7
4116208	50.8
4116209	58.6
4116210	48.4
4116211	70.1
4116212	58.1
4116213	33.3
4116214	73.9
4116215	68.4
4116216	65.7
4116301	57
4116302	59.9
4116303	51.8
4116304	50.7
4116305	62.5
4116306	67.9
4116307	77.6
4116308	67.2
4116309	68.2
4116401	43.6
4116402	41.7
4116403	47.1
4116404	58.3
4116405	38.4
4116406	42.7
4116407	59
4116408	51.5
4116409	31.7
4116410	41.7
4116411	35.5
4116412	42.9
4116414	41.5
4116416	55.1
4116417	55.6
4116501	50.8
4116502	54.8
4116503	54
4116504	53.2
4116505	63.6
4116506	60
4116507	65.5
4116508	56.3
4116509	51.4
4116510	62.8
4116511	52
4116512	59.2
4116513	55.7
4116514	35.1
4116515	35.8
4116516	59.7
4116517	68.5
4116518	59.2
4116519	39.9
4116520	56.3
4116521	54.8
4116522	50.3
4116523	58.4
4116524	61.3
4116526	46.4
4116527	66.1
4116528	55.3
4116529	57.5
4116530	54.7
4116531	53.5
4116532	38.2
4116533	40.8
4116534	60.9
4116535	61.7
4116536	57.9
4116538	55.9
4116539	58.4
4116540	34
4116541	44
4116601	48.2
4116602	62.5
4116603	58.1
4116604	55.7
4116605	65.7
4116606	67.2
4116607	61.4
4116608	54.1
4116609	72.6
4116610	55.9
4116701	41.7
4116702	53.7
4116703	44.8
4116704	50
4116705	35
4116706	61.1
4116707	48.9
4116708	55.2
4116709	49.2
4116710	51.5
4116712	57.6
4116713	33.4
4116801	51.8
4116802	61.5
4116803	65.3
4116804	69.3
4116805	59.3
4116806	61.5
4116807	81.8
4116808	66.3
4116809	65.3
4116810	65.9
4116811	67.5
4116812	61.3
4116813	64.1
4116901	40.7
4116902	45.1
4116903	68.2
4116904	41.8
4116905	45.4
4116906	54.4
4116907	40.9
4116908	36
4116909	61.4
4116910	77.3
4116911	44.4
4116912	54.1
4116913	69.3
4116914	50
4116915	57.1
4116916	50.8
4116917	55.8
4116918	64
4117001	33.3
4117002	28.5
4117003	60.7
4117004	63.1
4117005	55.5
4117006	47.3
4117007	65.5
4117008	58.4
4117009	60.8
4117010	57.7
4117011	65.5
4117012	63.1
4117013	38.5
4117014	49.9
4117015	45.8
4117016	40
4117017	44
4117018	26.7
4117101	62.9
4117102	66.8
4117103	75.2
4117104	78.3
4117105	71.8
4117106	72.3
4117107	77.9
4117108	53.3
4117109	33
4117110	69.7
4117111	71.8
4117112	76.4
4117113	67.9
4117115	75.2
4117116	70
4117117	72.3
4117118	78
4117119	71.2
4117120	62.7
4117121	67.4
4117123	75.9
4117124	75.2
4117125	70.9
4117126	72.1
4117201	63
4117202	56.6
4117203	60
4117204	57.3
4117206	60.8
4117207	68.6
4117208	46.9
4117209	52.1
4117210	57.5
4117211	60.5
4117212	50.1
4117213	53.1
4117214	49.1
4117215	49.9
4117216	51.4
4117217	62
4117218	58.4
4117219	44.2
4117301	46.4
4117302	24.2
4117303	72.1
4117304	75.1
4117305	81.7
4117306	62.5
4117307	66.1
4117308	46.2
4117309	78.2
4117310	56.3
4117311	71.6
4117312	69.3
4117313	59.6
4117314	59.3
4117315	37.7
4117316	69.3
4117317	59.7
4117318	66.4
4117319	46.2
4117320	57.8
4117321	60.8
4117322	92
4117323	66
4117324	30.4
4117325	67.8
4117326	64.6
4117327	76
4117328	60.5
4117329	70.2
4117330	69.6
4117331	44
4117332	57.3
4117333	59
4117334	79.7
4117335	45
4117401	71.7
4117402	68.6
4117403	61.5
4117404	47.5
4117405	44.7
4117406	64.8
4117407	71.9
4117408	71.1
4117409	45.5
4117410	65.7
4117411	54.3
4117412	59.2
4117413	59.6
4117414	70.3
4117415	61.3
4117416	49.9
4117417	81.3
4117418	58.9
4117419	58.2
4117420	68.8
4117421	60.1
4117422	64.9
4117423	49.5
4117424	8.5
4117425	53.7
4117426	63.3
4117427	65.4
4117428	72.1
4117429	75.4
4117430	66.2
4117431	56.2
4117432	56.8
4117433	66.2
4949999	39.2
4979993	100
5100101	69.1
5100102	67.8
5100103	33.6
5100104	45
5100105	44.2
5100107	52.7
5100109	63
5100110	66.2
5100111	68.4
5100112	63.2
5100113	52.5
5100114	68.6
5100115	70.5
5100202	16.4
5100203	72.9
5100204	50.8
5100205	69.5
5100206	40.1
5100207	50.4
5100209	50.7
5100213	62.7
5100214	65.6
5100216	45.8
5100217	54.9
5100218	55
5100219	55.5
5100220	48.9
5100222	64.1
5100223	57.3
5100224	62.1
5100226	58.3
5100227	68.5
5100229	68.2
5100230	21.2
5100231	68.3
5100232	61.5
5100233	60.2
5100234	61.3
5100235	51.7
5100236	53.2
5100237	53
5100238	60.8
5100239	59.4
5100240	55.9
5100241	57.3
5100243	61.2
5100244	65.1
5100246	58
5100247	52.4
5100249	43.2
5100250	59.9
5100251	59.5
5100252	61.1
5100253	72.5
5100254	50
5100255	41.7
5100256	50.9
5100257	67.5
5100258	68.4
5100259	68.4
5100260	19.2
5100261	70.1
5100262	49.8
5100263	70.4
5100264	55.6
5100265	8.6
5100266	64.1
5100267	61
5100268	67.7
5100270	54
5100271	63.9
5100272	70.2
5100273	63.4
5100274	77
5100275	50.1
5100276	70.3
5100277	63.1
5100278	56.3
5100279	54
5100280	61.5
5100281	44.7
5100282	43.5
5100283	63.2
5100301	63.4
5100302	74.1
5100303	52.9
5100304	69.9
5100305	68.6
5100306	66.7
5100307	62.2
5100308	68.3
5100310	59.7
5100311	71.7
5100312	59.4
5100313	58.4
5100314	68.5
5100315	64.1
5100316	65.1
5100317	61.1
5100318	62.8
5100319	46.1
5100320	66.2
5100321	64.7
5100322	48
5100323	61.5
5100324	58.5
5100325	65.7
5100326	68.2
5100327	69.5
5100328	71.1
5100401	70.8
5100405	72.8
5100406	65.9
5100407	43.8
5100408	64.3
5100410	76.7
5100411	58.7
5100412	65.1
5100413	66.4
5100414	67.9
5100415	61.1
5100416	67.1
5100417	67
5100418	70.5
5100419	66.3
5100420	71.2
5100421	78.5
5100422	74.2
5100424	74.5
5100425	66.5
5100426	70.4
5100427	74.9
5100502	76.1
5100504	58.8
5100506	32.1
5100508	55.2
5100509	61.3
5100510	74.7
5100511	46.4
5100512	67.7
5100513	66.1
5100514	75.4
5100516	60.7
5100517	35.4
5100518	62.1
5100519	61.7
5100520	62.3
5100521	55
5100522	61.8
5100524	57.5
5100525	49.8
5100526	59.8
5100527	59.2
5100528	45.2
5100529	61.1
5100530	64.8
5100531	62.4
5100532	54.6
5100533	72.8
5100534	65.9
5100536	65.6
5100537	65.1
5100538	64.4
5100539	66.4
5100540	67.4
5100541	75.6
5100542	75
5100543	67.7
5100544	73.1
5100545	69.7
5100546	74.2
5100548	69.6
5100549	58.9
5100550	70
5100551	68.3
5100701	66.7
5100702	63.5
5100703	59.7
5100704	56.6
5100705	58.7
5100706	65.5
5100707	61.7
5100708	64.2
5100709	68.8
5100710	68.6
5100711	56
5100713	58.3
5100714	56.5
5100801	57.9
5100802	58
5100803	65.3
5100804	60.6
5100805	67.7
5100807	56.1
5100808	83.1
5100809	63.4
5100810	54.9
5100811	40.5
5100812	42.6
5100813	51.6
5100814	43.8
5100815	54.7
5100816	60.7
5100901	48.3
5100902	50.5
5100903	53
5100904	41.3
5100905	56.1
5100906	46.5
5100907	62.6
5100908	51.7
5100909	42.3
5100910	100
5100911	54.1
5100912	46.8
5100913	53.5
5100914	59.4
5100916	37.9
5100918	44.8
5100920	57.1
5100922	47.5
5100923	70.5
5100924	56.4
5100925	58.7
5100926	52.3
5100927	36.9
5100928	53.1
5100929	48.1
5100931	60.9
5101001	66.9
5101002	64.1
5101003	71.1
5101004	65.4
5101005	65.8
5101006	60.6
5101007	66.2
5101101	100
5101201	50.3
5101202	55.4
5101203	60.7
5101204	69
5101205	66.3
5101206	71.8
5101207	69.1
5101208	59.9
5101209	58.5
5101210	68.7
5101214	58.4
5101215	74.8
5101216	69.8
5101217	66.4
5101218	69.4
5101219	46
5101220	59.2
5101221	59.2
5101222	65.1
5101224	72.5
5101225	70.4
5101226	1.3
5101227	71.9
5101228	79.9
5101229	75.4
5101230	77.3
5101231	38.3
5101401	49.7
5101402	69.9
5101404	56
5101405	60.9
5101406	35.1
5101407	50.8
5101408	56.8
5101409	46.1
5101410	62.7
5101411	50.8
5101412	50.2
5101413	45.3
5101414	51.2
5101415	62.4
5101416	57
5101417	50.6
5101418	69.3
5101419	58.8
5101420	58.4
5101421	62.7
5101423	49.8
5101424	50
5101425	71.1
5101426	64.7
5101427	69.7
5101501	55
5101502	61.8
5101503	56.7
5101504	58.9
5101505	58.5
5101507	57.1
5101508	62.2
5101509	55.3
5101510	41.2
5101513	58.9
5101514	65.7
5101515	61.8
5101517	72.9
5101518	69.6
5101520	68.1
5101521	71.4
5101601	61.2
5101602	51.8
5101603	48.2
5101604	56.8
5101605	28
5101606	56.3
5101607	55.4
5101608	63.3
5101609	61.4
5101611	56.6
5101612	33.5
5101701	61.6
5101702	42.6
5101703	60.3
5101704	72.7
5101705	57.3
5101706	45.1
5101707	54.8
5101708	65.9
5101709	52.3
5101710	58.2
5101711	51.5
5101712	53.9
5101713	55.1
5101714	42.1
5101715	46.7
5101716	53.5
5101717	56.5
5101718	45
5101719	69.7
5101801	58
5101802	56
5101803	40.7
5101804	46
5101805	59
5101806	62.1
5101807	60.4
5101808	60.2
5101809	63.9
5101810	46.7
5101811	57.5
5101812	57
