SA1_7DIGITCODE_2016	Sex	employmentToPopulation
1104030	F	37.9
1104030	M	49.7
1104031	F	52.1
1104031	M	52.3
1104032	F	29.9
1104032	M	45.1
1104033	F	40.4
1104033	M	52.7
1104034	F	50.5
1104034	M	69.3
1104035	F	46.9
1104035	M	51.2
1104036	F	49.7
1104036	M	61.1
1104037	F	42.9
1104037	M	43.5
1104038	F	54.7
1104038	M	52.4
1104039	F	50
1104039	M	58.4
1104040	F	43.8
1104040	M	54.8
1104041	F	42.3
1104041	M	46.8
1104042	F	40.9
1104042	M	44.9
1104043	F	42.1
1104043	M	48.8
1104044	F	43.1
1104044	M	45.3
1104045	F	41.5
1104045	M	56.7
1104046	F	44.4
1104046	M	49.7
1104047	F	46.3
1104047	M	54.4
1104048	F	51.6
1104048	M	57.7
1104049	F	52.7
1104049	M	70.4
1104050	F	43.1
1104050	M	57.6
1104051	F	53.3
1104051	M	52
1104052	F	51.7
1104052	M	57.1
1104053	F	41.2
1104053	M	43.5
1104054	F	50.7
1104054	M	65.1
1104055	F	56.4
1104055	M	66.4
1104056	F	51.1
1104056	M	59.6
1104057	F	53.2
1104057	M	60.2
1104058	F	58.8
1104058	M	58.9
1104101	F	52.8
1104101	M	59.9
1104102	F	60
1104102	M	64.8
1104103	F	70.6
1104103	M	74
1104104	F	62
1104104	M	63.5
1104105	F	67.8
1104105	M	80.3
1104106	F	57
1104106	M	62.3
1104107	F	59.8
1104107	M	59.6
1104109	F	60
1104109	M	72
1104110	F	60.8
1104110	M	65.2
1104111	F	62.6
1104111	M	66.7
1104112	F	62.8
1104112	M	67.9
1104113	F	50.7
1104113	M	68.2
1104114	F	63.2
1104114	M	63.6
1104115	F	53.7
1104115	M	65.2
1104116	F	59.2
1104116	M	72
1104117	F	66.7
1104117	M	65.4
1104119	F	68.2
1104119	M	66.5
1104120	F	73.8
1104120	M	67.5
1104121	F	31.3
1104121	M	37.6
1104122	F	47.5
1104122	M	57
1104123	F	65.4
1104123	M	73.3
1104124	F	56.5
1104124	M	62.4
1104125	F	63.8
1104125	M	74.3
1104201	F	37.5
1104201	M	37.6
1104202	F	39.4
1104202	M	52.2
1104203	F	46.7
1104203	M	56
1104204	F	22.1
1104204	M	22
1104205	F	32.1
1104205	M	39.8
1104207	F	59.5
1104207	M	57.2
1104208	F	30.5
1104208	M	26.1
1104209	F	33
1104209	M	40.7
1104210	F	63.7
1104210	M	66.8
1104211	F	56.8
1104211	M	61.1
1104213	F	35.6
1104213	M	49.4
1104214	F	43.9
1104214	M	53.3
1104215	F	44.5
1104215	M	49.7
1104216	F	51
1104216	M	58.2
1104217	F	38.6
1104217	M	42
1104218	F	50.8
1104218	M	57.3
1104219	F	49
1104219	M	51.2
1104220	F	37.5
1104220	M	47.2
1104221	F	44.8
1104221	M	52.4
1104222	F	40.1
1104222	M	50
1104223	F	21
1104223	M	29.7
1104224	F	48.7
1104224	M	59.6
1104225	F	54.3
1104225	M	58.9
1104226	F	48.6
1104226	M	54.3
1104227	F	45.1
1104227	M	48.5
1104228	F	48.4
1104228	M	56.6
1104229	F	40.4
1104229	M	47
1104230	F	38.3
1104230	M	48
1104231	F	26
1104231	M	31.6
1104232	F	26.5
1104232	M	37.6
1104233	F	37.2
1104233	M	40.9
1104301	F	27.3
1104301	M	35.5
1104302	F	55
1104302	M	55
1104303	F	52.1
1104303	M	53.9
1104304	F	65.1
1104304	M	68.7
1104305	F	56.6
1104305	M	55.2
1104307	F	60.4
1104307	M	66.7
1104308	F	45.4
1104308	M	59.5
1104309	F	60.5
1104309	M	65.9
1104310	F	65.1
1104310	M	78
1104311	F	62.1
1104311	M	74.5
1104312	F	0.6
1104312	M	2.1
1104313	F	19.6
1104313	M	25.2
1104314	F	3.5
1104315	F	47.3
1104315	M	60.3
1104316	F	56.5
1104316	M	52.5
1104317	F	48.9
1104317	M	57.6
1104318	F	46.3
1104318	M	55.8
1104319	F	58.5
1104319	M	62.3
1104320	F	49.5
1104320	M	57.6
1104321	F	58
1104321	M	74.8
1104322	F	53.2
1104322	M	57.6
1104323	F	53.9
1104323	M	61.1
1104324	F	61.7
1104324	M	61
1104325	F	34.9
1104325	M	50.3
1104326	F	64.1
1104326	M	66.4
1104327	F	52.5
1104327	M	72.7
1104328	F	64.4
1104328	M	62.3
1104329	F	61.1
1104329	M	65
1104330	F	57
1104330	M	56.3
1104401	F	45.1
1104401	M	51.3
1104402	F	51.3
1104402	M	51.5
1104403	F	32.8
1104403	M	41.9
1104404	F	55.9
1104404	M	62.3
1104405	F	52.9
1104405	M	63.9
1104406	F	57.6
1104406	M	59.6
1104407	F	52.6
1104407	M	62.8
1104408	F	53
1104408	M	53.3
1104409	F	44
1104409	M	59.4
1104410	F	3.8
1104410	M	13.6
1104411	F	15
1104411	M	23.8
1104412	F	48.4
1104412	M	58.1
1104414	F	58.6
1104414	M	66.1
1104415	F	55.8
1104415	M	72.3
1104416	F	56.5
1104416	M	63
1104417	F	46
1104417	M	54.6
1104419	F	63.7
1104419	M	60.8
1104420	F	22.4
1104420	M	29.7
1104421	F	24
1104421	M	41.9
1104422	F	57.8
1104422	M	59.9
1104423	F	57.5
1104423	M	70.5
1104424	F	49.6
1104424	M	62.5
1104425	F	57.1
1104425	M	52.1
1104426	F	58.5
1104426	M	73.2
1104427	F	54.2
1104427	M	54.6
1104428	F	55.2
1104428	M	64.7
1104429	F	46.5
1104429	M	55.3
1104430	F	42.7
1104430	M	54.5
1104431	F	52.2
1104431	M	61.5
1104432	F	57.4
1104432	M	64.6
1104433	F	53.5
1104433	M	61.8
1104434	F	49.2
1104434	M	60.8
1104435	F	62.9
1104435	M	55.6
1104436	F	61.6
1104436	M	68.2
1104437	F	54.2
1104437	M	58.1
1104438	F	66.5
1104438	M	63.9
1104439	F	52.4
1104439	M	62.5
1104440	F	1.1
1104441	F	51.6
1104441	M	51.9
1104442	F	58.5
1104442	M	64.6
1104443	F	50.5
1104443	M	56.3
1104444	F	43.8
1104444	M	52.8
1104445	F	38.6
1104445	M	41.7
1104446	F	26.6
1104446	M	35.3
1104447	F	27.1
1104447	M	37.1
1104448	F	45.6
1104448	M	54.8
1104449	F	47
1104449	M	55.6
1104450	F	59.5
1104450	M	67.7
1104451	F	58
1104451	M	74.1
1104452	F	58.7
1104452	M	61.6
1104453	F	60.5
1104453	M	73
1104454	F	48.3
1104454	M	64
1104455	F	41.5
1104455	M	54.8
1104456	F	63.7
1104456	M	61.3
1104457	F	68.1
1104457	M	68.5
1104458	F	59
1104458	M	65.4
1104459	F	40.8
1104459	M	61.4
1104501	F	53
1104501	M	57.1
1104502	F	57.4
1104502	M	56.9
1104503	F	50.4
1104503	M	64.8
1104504	F	52.9
1104504	M	63.3
1104505	F	42.4
1104505	M	45.1
1104506	F	50.2
1104506	M	58.7
1104507	F	53.2
1104507	M	56.3
1104508	F	44.9
1104508	M	50
1104509	F	48.3
1104509	M	58.5
1104510	F	46.6
1104510	M	54.9
1104511	F	50.4
1104511	M	60.2
1104512	F	47
1104512	M	59.2
1104513	F	50
1104513	M	58.4
1104514	F	57.4
1104514	M	62.5
1104515	F	50.8
1104515	M	64.8
1104516	F	46.7
1104516	M	50.5
1104517	F	55.5
1104517	M	66.4
1104518	F	58.5
1104518	M	66.8
1104519	F	50.9
1104519	M	61.8
1104521	F	51.8
1104521	M	59.9
1104522	F	50.3
1104522	M	62.9
1104523	F	47.7
1104523	M	55.8
1104524	F	43.3
1104524	M	60.5
1104601	F	42.3
1104601	M	57.6
1104602	F	48.8
1104602	M	51.6
1104603	F	47.6
1104603	M	58.7
1104604	F	42.6
1104604	M	50.8
1104605	F	40
1104605	M	53.4
1104606	F	50.6
1104606	M	59.7
1104607	F	47.2
1104607	M	56.5
1104608	F	38.4
1104608	M	46
1104609	F	42.5
1104609	M	47.4
1104610	F	44.2
1104610	M	49
1104611	F	14.6
1104611	M	20.7
1104612	F	46.4
1104612	M	62.9
1104614	F	43
1104614	M	56.9
1104615	F	46.6
1104615	M	52.6
1104616	F	50.5
1104616	M	55.8
1104617	F	38.2
1104617	M	41.8
1104618	F	45.4
1104618	M	53.5
1104619	F	48
1104619	M	50.5
1104620	F	42.5
1104620	M	44.8
1104621	F	50.8
1104621	M	58.7
1104622	F	46
1104622	M	60.2
1104623	M	18.8
1104624	F	52
1104624	M	56.4
1104625	F	20
1104625	M	28.4
1104701	F	64.5
1104701	M	70.1
1104702	F	70.9
1104702	M	71.8
1104703	F	66.7
1104703	M	70.5
1104704	F	57.5
1104704	M	70.7
1104705	F	64.4
1104705	M	70.4
1104706	F	57.1
1104706	M	66
1104707	F	56.8
1104707	M	59.8
1104708	F	61.1
1104708	M	70.4
1104709	F	64.6
1104709	M	69.5
1104710	F	12.9
1104710	M	24.7
1104711	F	25.9
1104711	M	27.4
1104712	F	62.8
1104712	M	66.5
1104713	F	26
1104713	M	30.7
1104714	F	60.8
1104714	M	72.5
1104715	F	55.2
1104715	M	66.3
1104716	F	54.3
1104716	M	72.1
1104717	F	48.7
1104717	M	60.9
1104718	F	52.1
1104718	M	59.9
1104719	F	56.4
1104719	M	70.7
1104720	F	73.5
1104720	M	68.6
1104721	F	64.4
1104721	M	68.7
1104722	F	61.7
1104722	M	72.6
1104723	F	50.5
1104723	M	58
1104724	F	64.9
1104724	M	72.7
1104725	F	60.5
1104725	M	66.3
1104726	F	61.4
1104726	M	69.8
1104727	F	54.1
1104727	M	69.7
1104728	F	58.2
1104728	M	71.7
1104729	F	61.5
1104729	M	72
1104730	F	60.1
1104730	M	68.1
1104731	F	55.5
1104731	M	67.3
1104732	F	54.7
1104732	M	68
1104733	F	41.3
1104733	M	68.5
1104734	F	50.5
1104734	M	61.9
1104735	F	57.2
1104735	M	64.6
1104736	F	58.6
1104736	M	61.8
1104737	F	40
1104737	M	85.7
1104801	F	42.9
1104801	M	54.3
1104802	F	51.2
1104802	M	64.5
1104803	F	55.5
1104803	M	67
1104804	F	54.5
1104804	M	67.5
1104805	F	52.7
1104805	M	75
1104806	F	54.7
1104806	M	58.3
1104807	F	56
1104807	M	55
1104808	F	37
1104808	M	46.1
1104809	F	44.2
1104809	M	52
1104810	F	39.8
1104810	M	46.9
1104811	F	50.2
1104811	M	51.8
1104812	F	47.9
1104812	M	64.3
1104813	F	51.1
1104813	M	50.7
1104814	F	41.4
1104814	M	48.2
1104815	F	30.3
1104815	M	38.6
1104816	F	40.2
1104816	M	47.4
1104817	F	36.8
1104817	M	49.3
1104818	F	40.6
1104818	M	50.4
1104819	F	47.4
1104819	M	50.5
1104820	F	40.4
1104820	M	50
1104821	F	12.6
1104821	M	17.9
1104822	F	52.7
1104822	M	62.2
1104823	F	53.3
1104823	M	55.6
1104824	F	40.1
1104824	M	47.3
1104825	F	43
1104825	M	52.5
1104826	F	33.5
1104826	M	46.5
1104827	F	31
1104827	M	51.5
1104828	F	42.5
1104828	M	57.2
1104829	F	34.4
1104829	M	43.5
1104830	F	35.9
1104830	M	34.4
1104831	F	59.6
1104831	M	65.5
1104832	F	49.5
1104832	M	58.3
1104833	F	41.3
1104833	M	45.8
1104834	F	40.4
1104834	M	47.3
1104835	F	35.9
1104835	M	42.7
1104836	F	48.4
1104836	M	54.4
1104837	F	42.4
1104837	M	48.2
1104838	F	47.4
1104838	M	56.8
1104840	F	50.4
1104840	M	59.2
1104841	F	48.9
1104841	M	57.9
1104842	F	40.1
1104842	M	46.8
1104843	F	30.3
1104843	M	57.1
1104844	F	50.4
1104844	M	62.5
1104845	F	34.1
1104845	M	41.7
1104846	F	25.4
1104846	M	34.1
1104847	F	47.5
1104847	M	47.7
1104848	F	54
1104848	M	63.5
1104849	F	6.2
1104849	M	7.4
1104901	F	53.6
1104901	M	70.4
1104902	F	63.6
1104902	M	74.8
1104903	F	64.3
1104903	M	59.8
1104904	F	47.4
1104904	M	59.7
1104905	F	58.3
1104905	M	63.4
1104906	F	51
1104906	M	63.5
1104907	F	54.4
1104907	M	62.6
1104908	F	58.8
1104908	M	52.9
1104910	F	57.3
1104910	M	50.2
1105001	F	57.3
1105001	M	65.4
1105002	F	44.8
1105002	M	52.1
1105003	F	56.8
1105003	M	67
1105004	F	51.5
1105004	M	58
1105005	F	58
1105005	M	58.7
1105006	F	51.2
1105006	M	58.4
1105007	F	47.6
1105007	M	59.1
1105008	F	31.9
1105008	M	32.9
1105009	F	53.3
1105009	M	62.5
1105010	F	51.1
1105010	M	62
1105011	F	58.4
1105011	M	53.6
1105012	F	50
1105012	M	60.6
1105013	F	45.6
1105013	M	59.2
1105015	F	50
1105015	M	54.2
1105016	F	50
1105017	F	15.7
1105017	M	19.5
1105018	F	57.7
1105018	M	61.5
1105019	F	50.3
1105019	M	64.8
1105020	F	5.9
1105020	M	9.6
1105021	F	3.3
1105021	M	6
1105022	F	56.5
1105022	M	54.9
1105024	F	47.7
1105024	M	49.4
1105025	F	44.9
1105025	M	54.8
1105026	F	40.9
1105026	M	54.5
1105027	F	5.3
1105027	M	2.1
1105028	F	21.1
1105028	M	24.8
1105101	F	62.3
1105101	M	72.9
1105102	F	61.4
1105102	M	63.2
1105103	F	48.6
1105103	M	62.2
1105104	F	56.8
1105104	M	67.1
1105106	F	56.1
1105106	M	54.2
1105107	F	55.6
1105107	M	71.4
1105108	F	56.7
1105108	M	65.3
1105109	F	52.2
1105109	M	61.8
1105110	F	70.1
1105110	M	76.7
1105111	F	59
1105111	M	68
1105112	F	58.2
1105112	M	75.4
1105113	F	59
1105113	M	68.6
1105114	F	63.2
1105114	M	68.9
1105115	F	70.5
1105115	M	69.8
1105116	F	54.3
1105116	M	65.4
1105201	F	41.4
1105201	M	46.1
1105202	F	53.5
1105202	M	60.7
1105203	F	48.7
1105203	M	55.6
1105204	F	57
1105204	M	62.7
1105205	F	46.9
1105205	M	58.6
1105206	F	38.8
1105206	M	45
1105207	F	43.3
1105207	M	47.4
1105208	F	42.1
1105208	M	56.3
1105209	F	41.9
1105209	M	56.4
1105210	F	50
1105210	M	43.7
1105213	F	44.9
1105213	M	53.6
1105214	F	50
1105214	M	59.5
1105215	F	45.4
1105215	M	51.2
1105216	F	43.9
1105216	M	44.8
1105301	F	39.2
1105301	M	47
1105302	F	38.5
1105302	M	44.1
1105303	F	40.5
1105303	M	51.3
1105304	F	48.5
1105304	M	55.9
1105305	F	50.2
1105305	M	49.8
1105306	F	60.5
1105306	M	52.4
1105307	F	32.6
1105307	M	45.4
1105308	F	42.5
1105308	M	54
1105309	F	56.7
1105309	M	63.7
1105310	F	41.7
1105310	M	53.6
1105311	F	46.9
1105311	M	54.3
1105312	F	44.9
1105312	M	58.5
1105313	F	40.8
1105313	M	49.5
1105314	F	40.9
1105314	M	51.5
1105315	F	48.6
1105315	M	61
1105316	F	36.3
1105316	M	46.6
1105317	F	38.1
1105317	M	48.4
1105318	F	40.9
1105318	M	47
1105319	F	43.6
1105319	M	41.7
1105320	F	52.4
1105320	M	54.9
1105321	F	49.1
1105321	M	54
1105322	F	47.9
1105322	M	51.7
1105324	F	57.7
1105324	M	62.6
1105325	F	36.5
1105325	M	51
1105326	F	53.3
1105326	M	62.5
1105327	F	41.3
1105327	M	32.7
1105328	F	40.2
1105328	M	44.2
1105329	F	36.1
1105329	M	47.9
1105330	F	41.1
1105330	M	45.9
1105331	F	24.5
1105331	M	38.5
1105332	F	36.9
1105332	M	41.4
1105333	F	48.3
1105333	M	51.9
1105334	F	30.1
1105334	M	42.8
1105335	F	37.7
1105335	M	44.9
1105336	F	47.6
1105336	M	50
1105337	F	53
1105337	M	54.7
1105401	F	44.5
1105401	M	46.3
1105402	F	35.3
1105402	M	39.2
1105403	F	27.8
1105403	M	38.7
1105404	F	18.4
1105404	M	27.7
1105405	F	35.2
1105405	M	51
1105406	F	7.9
1105406	M	17.5
1105407	F	44.5
1105407	M	50.8
1105408	F	53
1105408	M	59.7
1105409	F	48.3
1105409	M	56.1
1105410	F	51.2
1105410	M	59.4
1105411	F	46.9
1105411	M	51.5
1105412	F	50.8
1105412	M	57.1
1105413	F	51.8
1105413	M	62.7
1105414	F	40.4
1105414	M	55.6
1105415	M	100
1105417	F	37.2
1105417	M	45.4
1105418	F	33.5
1105418	M	36.9
1105419	F	22.5
1105419	M	25.1
1105420	F	34.8
1105420	M	51.1
1105421	F	41.6
1105421	M	48.1
1105422	F	39.1
1105422	M	53.5
1105423	F	48.7
1105423	M	54.7
1105424	F	47.4
1105424	M	52
1105501	F	40.9
1105501	M	58.8
1105502	F	57.7
1105502	M	69.3
1105503	F	52.7
1105503	M	60.8
1105504	M	91.7
1105505	F	65.2
1105505	M	68.1
1105506	F	51
1105506	M	54.1
1105507	F	58.5
1105507	M	70.5
1105508	F	46.2
1105508	M	56.8
1105509	F	50.2
1105509	M	48.5
1105510	F	54.7
1105510	M	64.3
1105511	F	59.3
1105511	M	64.1
1105512	F	52.7
1105512	M	52.4
1105513	F	47.9
1105513	M	61.3
1105514	F	55.1
1105514	M	65.1
1105601	F	48.8
1105601	M	59.2
1105602	F	63.1
1105602	M	70.3
1105603	F	61
1105603	M	71.3
1105604	F	61.5
1105604	M	64.5
1105605	F	58
1105605	M	62.1
1105606	F	57
1105606	M	67.2
1105607	F	54.4
1105607	M	61.7
1105608	F	49.3
1105608	M	61.1
1105609	F	54.4
1105609	M	62.6
1105612	F	48.6
1105612	M	62.3
1105613	F	59
1105613	M	63.5
1105614	F	53.3
1105614	M	57.4
1105615	F	43.4
1105615	M	54.2
1105616	M	42.9
1105617	F	67.3
1105617	M	67.8
1105618	F	59
1105618	M	64.9
1105620	F	50
1105620	M	66.7
1105621	M	100
1105622	F	54.1
1105622	M	71.6
1105623	F	61.7
1105623	M	73.5
1105624	F	51.5
1105624	M	58.6
1105625	F	43
1105625	M	59.4
1105626	F	54.2
1105626	M	61.7
1105627	F	53.8
1105627	M	73.7
1105628	F	60.1
1105628	M	77
1105629	F	62.9
1105629	M	64.4
1105630	F	33
1105630	M	44.1
1105631	F	56.3
1105631	M	67.8
1105632	F	46.2
1105632	M	42.6
1105633	F	59.3
1105633	M	64.7
1105701	F	52.7
1105701	M	67.6
1105702	F	54.7
1105702	M	67.9
1105703	F	52.8
1105703	M	62.4
1105704	F	47.5
1105704	M	57.9
1105705	F	20
1105705	M	50
1105706	F	34.2
1105706	M	44.5
1105707	F	37.7
1105707	M	49.6
1105708	F	56.7
1105708	M	56.4
1105709	F	61.3
1105709	M	65.1
1105710	F	25.2
1105710	M	31.3
1105711	F	43
1105711	M	42.5
1105712	F	28.6
1105712	M	44
1105713	F	37.5
1105713	M	37.4
1105714	F	53
1105714	M	58.5
1105715	F	21.4
1105715	M	36.4
1105716	F	40.7
1105716	M	46.7
1105717	F	50.7
1105717	M	62.4
1105718	F	33.2
1105718	M	35.7
1105719	F	45
1105719	M	47.8
1105720	F	37.4
1105720	M	38.6
1105801	F	56.4
1105801	M	60.6
1105802	F	59
1105802	M	63.9
1105804	F	53.9
1105804	M	54.1
1105805	F	53.3
1105805	M	52.8
1105806	F	60
1105806	M	66.3
1105807	F	50
1105807	M	67
1105808	F	39.2
1105808	M	40.8
1105809	F	51.7
1105809	M	56.6
1105811	F	62.9
1105811	M	68.9
1105813	F	67.2
1105813	M	69.2
1105814	F	59.1
1105814	M	36.7
1105815	F	55.1
1105815	M	64.7
1105816	F	65.2
1105816	M	62.3
1105817	F	50.2
1105817	M	64
1105818	F	52.1
1105818	M	51.1
1105819	F	45
1105819	M	57.1
1105820	F	44.6
1105820	M	53.2
1105821	F	43.1
1105821	M	50
1105822	F	47.3
1105822	M	55
1105823	F	36.4
1105823	M	55.8
1105824	F	52.7
1105824	M	58.2
1105825	F	47.1
1105825	M	56.8
1105826	F	62.6
1105826	M	66.7
1105827	F	35.7
1105827	M	40.6
1105828	F	58.8
1105828	M	57
1105829	F	47.6
1105829	M	49.6
1105830	F	25
1105830	M	49.2
1105831	F	60
1105831	M	63.7
1105832	F	36.5
1105832	M	51.7
1105833	F	23.4
1105833	M	40.3
1105834	F	47.6
1105834	M	51.7
1105835	F	65.7
1105835	M	73.6
1105836	F	49.6
1105836	M	54.5
1105837	F	52.7
1105837	M	62.2
1105838	F	58.4
1105838	M	65
1105839	F	65.5
1105839	M	71.2
1105840	F	54.1
1105840	M	62.7
1105841	F	40.1
1105841	M	27.1
1105842	F	67.6
1105842	M	74.2
1105843	F	38.6
1105843	M	49.1
1105844	F	58.3
1105844	M	56.2
1105845	F	58.7
1105845	M	73.9
1105846	F	48.5
1105846	M	56.1
1105847	F	53.9
1105847	M	54.6
1105848	F	56.8
1105848	M	59
1105850	F	56.5
1105850	M	72.6
1105851	F	39.4
1105851	M	42.1
1105853	F	38.6
1105853	M	41.7
1105854	F	54
1105854	M	57.7
1105855	F	51.3
1105855	M	52.3
1105856	F	50
1105856	M	68.3
1105857	F	33.8
1105857	M	44.5
1105859	F	66.8
1105859	M	78.5
1105860	F	61.8
1105860	M	81
1105861	F	66
1105861	M	70.6
1105862	F	67
1105862	M	81.3
1105863	F	70.9
1105863	M	77.9
1105864	F	62.3
1105864	M	69.8
1105901	F	55.9
1105901	M	73.3
1105902	F	52.6
1105902	M	66.9
1105903	F	60
1105903	M	59.3
1105905	F	25.4
1105905	M	35.2
1105906	F	27
1105906	M	34.9
1105907	F	33.9
1105907	M	38.8
1105908	F	15
1105908	M	25.5
1105910	F	66.3
1105910	M	76.9
1105912	F	45.9
1105912	M	48.8
1105913	F	55.6
1105913	M	61.5
1105914	F	35.8
1105914	M	52.9
1105915	F	46.2
1105915	M	51.5
1105916	F	68.4
1105916	M	57.9
1105917	F	68.7
1105917	M	73.4
1105918	F	47
1105918	M	63.7
1105919	F	63.7
1105919	M	67.4
1105920	F	62.1
1105920	M	57.8
1105921	F	57.3
1105921	M	56.7
1105922	F	62.3
1105922	M	70.8
1105923	F	62.2
1105923	M	68.1
1105924	F	51.9
1105924	M	56.3
1105925	F	67.7
1105925	M	70.6
1105926	F	69.9
1105926	M	71.7
1105927	F	48.8
1105927	M	46.2
1106001	F	56.4
1106001	M	54.4
1106002	F	51.1
1106002	M	57.8
1106003	F	57.9
1106003	M	60.3
1106004	F	58.9
1106004	M	65.1
1106005	F	35
1106005	M	32.9
1106006	F	66.8
1106006	M	65.2
1106007	F	45.5
1106007	M	56.1
1106008	F	52
1106008	M	51.9
1106009	F	58.1
1106009	M	69.1
1106010	F	50.2
1106010	M	55.2
1106011	F	60.1
1106011	M	61.6
1106012	F	68.1
1106012	M	60.7
1106013	F	59.4
1106013	M	55.7
1106014	F	63.8
1106014	M	68
1106015	F	60.9
1106015	M	67
1106016	F	60.8
1106016	M	58.5
1106017	F	58.9
1106017	M	68.9
1106018	F	51.2
1106018	M	53.9
1106019	F	56.7
1106019	M	58.8
1106020	F	57
1106020	M	60.8
1106101	F	37.1
1106101	M	57.3
1106102	F	50.6
1106102	M	61.2
1106103	F	54.7
1106103	M	61.2
1106104	F	55.4
1106104	M	64.4
1106105	F	49.4
1106105	M	52.7
1106106	F	44.2
1106106	M	53.4
1106107	F	58.6
1106107	M	16.8
1106108	F	53
1106108	M	62.8
1106109	F	47.8
1106109	M	43.9
1106110	F	27.8
1106110	M	44
1106111	F	37.3
1106111	M	36.5
1106112	F	46.2
1106112	M	50.6
1106113	M	100
1106114	F	37.6
1106114	M	67
1106115	F	51.5
1106115	M	62.2
1106116	F	44.4
1106116	M	54.7
1106201	F	20.7
1106201	M	30.1
1106202	F	36.6
1106202	M	41.7
1106203	F	44.8
1106203	M	56
1106204	F	38.5
1106204	M	52.9
1106205	F	51.9
1106205	M	68.6
1106206	F	53.4
1106206	M	60.3
1106207	F	51.3
1106207	M	60
1106208	F	49.4
1106208	M	52.7
1106209	F	35.2
1106209	M	52.6
1106210	F	44.3
1106210	M	50.8
1106211	F	41.4
1106211	M	47.9
1106212	F	30.6
1106212	M	47.2
1106213	F	63.5
1106213	M	66.4
1106214	F	59.1
1106214	M	79.5
1106215	F	65.1
1106215	M	69.9
1106216	F	55.8
1106216	M	54.5
1106217	F	53.5
1106217	M	64.8
1106218	F	50.7
1106218	M	64.1
1106219	F	60.4
1106219	M	80
1106220	F	45.3
1106220	M	63.2
1106221	F	55
1106221	M	64.1
1106222	F	40.6
1106222	M	47.3
1106224	M	85.7
1106303	F	31.5
1106303	M	46.6
1106304	F	52.6
1106304	M	61.9
1106305	F	50.4
1106305	M	49.5
1106306	F	17.7
1106306	M	29.8
1106308	F	43.3
1106308	M	45.3
1106309	F	29.5
1106309	M	37.3
1106310	F	34.9
1106310	M	51.7
1106311	F	36.2
1106311	M	43.4
1106312	F	31
1106312	M	49.6
1106313	F	45.1
1106313	M	58.2
1106314	F	40.7
1106314	M	47.9
1106315	F	49.2
1106315	M	60.7
1106316	F	41
1106316	M	39
1106317	F	39.3
1106317	M	37.1
1106318	F	23.1
1106318	M	36.1
1106319	F	30
1106319	M	39.5
1106320	F	23.7
1106320	M	26.6
1106321	F	40.3
1106321	M	46.3
1106322	F	36.8
1106322	M	46.2
1106323	F	46.4
1106323	M	56.9
1106324	F	50
1106324	M	50
1106325	F	53.5
1106325	M	52.4
1106326	F	42.5
1106326	M	52.8
1106327	F	55.1
1106327	M	59.6
1106328	F	56.1
1106328	M	60.5
1106329	F	62.1
1106329	M	60
1106401	F	53.4
1106401	M	56.1
1106402	F	54.2
1106402	M	57.9
1106403	F	42.9
1106403	M	55.7
1106404	F	33.7
1106404	M	50.8
1106405	F	26.2
1106405	M	31.7
1106406	F	32.7
1106406	M	44.4
1106407	F	49.7
1106407	M	68.7
1106408	F	62.1
1106408	M	61.6
1106409	F	39.1
1106409	M	52.6
1106410	F	48.2
1106410	M	51.2
1106411	F	49.1
1106411	M	61.3
1106412	F	63.6
1106412	M	60.8
1106413	F	59.4
1106413	M	66
1106414	F	41.4
1106414	M	52.1
1106415	F	33.7
1106415	M	36.1
1106416	F	44.7
1106416	M	55.6
1106417	F	54.8
1106417	M	57.8
1106418	F	53.5
1106418	M	56
1106501	F	47.4
1106501	M	55.9
1106502	F	30.2
1106502	M	38.9
1106503	F	30.2
1106503	M	41.1
1106504	F	56.4
1106504	M	53
1106505	F	46.4
1106505	M	52.1
1106506	F	52.1
1106506	M	56.1
1106507	F	40.2
1106507	M	53.3
1106508	F	44.4
1106508	M	50.8
1106509	F	48.8
1106509	M	58.8
1106510	F	54.7
1106510	M	60
1106511	F	50.9
1106511	M	67.9
1106512	F	32
1106512	M	44.7
1106513	F	47
1106513	M	55.6
1106514	F	57.7
1106514	M	57
1106515	F	36.7
1106515	M	48.9
1106516	F	65.8
1106516	M	76.8
1106517	F	57.8
1106517	M	76.7
1106518	F	62.6
1106518	M	69.9
1106519	F	52.9
1106519	M	70.5
1106520	F	63
1106520	M	78.2
1106521	F	63.4
1106521	M	59.7
1106522	F	50
1106522	M	73.3
1106523	F	36.3
1106523	M	57.7
1106524	F	46.8
1106524	M	67.5
1106525	F	62.7
1106525	M	61.9
1106526	F	51.1
1106526	M	58.1
1106527	F	27.4
1106527	M	34.7
1106528	F	39.3
1106528	M	44.9
1106529	F	39
1106529	M	46.3
1106601	F	38.4
1106601	M	29.8
1106602	F	80.6
1106602	M	81.8
1106603	F	58.7
1106603	M	65.3
1106604	F	37.5
1106604	M	49.6
1106605	F	40
1106605	M	40.1
1106606	F	31
1106606	M	43.2
1106607	F	26.7
1106607	M	36.2
1106608	F	28
1106608	M	31.9
1106609	F	43.2
1106609	M	47.2
1106610	F	41.5
1106610	M	43.6
1106611	F	49.6
1106611	M	63.4
1106612	F	41.4
1106612	M	53.5
1106613	F	67.8
1106613	M	58.4
1106701	F	46.3
1106701	M	55.4
1106702	F	54
1106702	M	58.8
1106703	F	65.1
1106703	M	69.3
1106704	F	39.5
1106704	M	50.8
1106705	F	61.7
1106705	M	65.4
