SA1_7DIGITCODE_2016	medianRent
4116301	3016
4116302	2860
4116303	7800
4116304	8580
4116305	6760
4116306	10400
4116307	7800
4116308	7280
4116309	8996
4116401	7800
4116402	8476
4116403	10920
4116404	9880
4116405	8840
4116406	11700
4116407	7800
4116408	7800
4116409	10400
4116410	10400
4116411	10400
4116412	104
4116414	7800
4116416	5200
4116417	10920
4116501	12480
4116502	10920
4116503	10660
4116504	10400
4116505	13000
4116506	12740
4116507	12480
4116508	11440
4116509	10400
4116510	11440
4116511	11440
4116512	12480
4116513	12012
4116514	6760
4116515	9880
4116516	13000
4116517	16120
4116518	11440
4116519	13000
4116520	12896
4116521	12480
4116522	11700
4116523	13416
4116524	12740
4116525	
4116526	7800
4116527	13000
4116528	10920
4116529	11700
4116530	12272
4116531	10400
4116532	8996
4116533	9880
4116534	10400
4116535	12480
4116536	12220
4116537	
4116538	13260
4116539	13000
4116540	8840
4116541	10660
4116601	9880
4116602	7800
4116603	7280
4116604	7540
4116605	5200
4116606	7800
4116607	5616
4116608	7800
4116609	14560
4116610	7436
4116701	8580
4116702	10660
4116703	8320
4116704	9672
4116705	6500
4116706	15600
4116707	9828
4116708	9360
4116709	8944
4116710	9360
4116711	
4116712	14040
4116713	7956
4116801	8320
4116802	8996
4116803	9516
4116804	8320
4116805	9516
4116806	10140
4116807	
4116808	5720
4116809	7280
4116810	9620
4116811	8060
4116812	9880
4116813	7124
4116901	12220
4116902	10660
4116903	
4116904	7696
4116905	10296
4116906	10140
4116907	9360
4116908	10816
4116909	1560
4116910	
4116911	4940
4116912	4420
4116913	4160
4116914	8008
4116915	6240
4116916	10400
4116917	7280
4116918	
4117001	7800
4117002	7280
4117003	7800
4117004	7800
4117005	6968
4117006	
4117007	9880
4117008	6760
4117009	5720
4117010	9100
4117011	11960
4117012	9100
4117013	8320
4117014	10400
4117015	10400
4117016	7800
4117017	8996
4117018	7280
4117101	16120
4117102	16380
4117103	18980
4117104	19240
4117105	18460
4117106	18876
4117107	19500
4117108	17940
4117109	19760
4117110	18720
4117111	18720
4117112	18200
4117113	17940
4117114	
4117115	18720
4117116	17680
4117117	20280
4117118	19500
4117119	20540
4117120	18200
4117121	18720
4117122	
4117123	18980
4117124	18720
4117125	16640
4117126	17420
4117201	15548
4117202	13780
4117203	11596
4117204	15600
4117205	
4117206	15600
4117207	18200
4117208	14040
4117209	16640
4117210	15600
4117211	14196
4117212	16380
4117213	15340
4117214	16640
4117215	13260
4117216	12896
4117217	15600
4117218	9672
4117219	15600
4117301	7800
4117302	6864
4117303	15340
4117304	14196
4117305	18460
4117306	10920
4117307	16120
4117308	9724
4117309	16432
4117310	10400
4117311	13520
4117312	13520
4117313	13000
4117314	9100
4117315	10400
4117316	11700
4117317	12220
4117318	13260
4117319	10400
4117320	9880
4117321	10556
4117322	
4117323	6500
4117324	7904
4117325	9880
4117326	11700
4117327	13780
4117328	12740
4117329	10400
4117330	9100
4117331	8840
4117332	8632
4117333	12220
4117334	16640
4117335	8060
4117401	14040
4117402	9620
4117403	8320
4117404	8320
4117405	9516
4117406	8840
4117407	12740
4117408	13000
4117409	9100
4117410	10920
4117411	6812
4117412	13260
4117413	9100
4117414	14976
4117415	10400
4117416	8684
4117417	
4117418	10868
4117419	11440
4117420	13936
4117421	8216
4117422	11440
4117423	9100
4117424	7800
4117425	8424
4117426	14196
4117427	11700
4117428	13156
4117429	13520
4117430	10400
4117431	10660
4117432	9100
4117433	10400
4949999	
4979991	
4979992	
4979993	
5100101	10036
5100102	19760
5100103	11440
5100104	12220
5100105	13000
5100106	
5100107	10400
5100108	
5100109	10400
5100110	10036
5100111	12740
5100112	10400
5100113	7800
5100114	18460
5100115	7800
5100116	
5100202	18460
5100203	11700
5100204	17576
5100205	18200
5100206	10660
5100207	12480
5100209	14820
5100213	17160
5100214	21320
5100216	13676
5100217	15600
5100218	15600
5100219	15340
5100220	16640
5100222	23400
5100223	21060
5100224	18200
5100226	10400
5100227	28340
5100229	21320
5100230	18876
5100231	21320
5100232	22100
5100233	16796
5100234	18720
5100235	15600
5100236	16900
5100237	13000
5100238	18200
5100239	16640
5100240	17940
5100241	18200
5100243	20800
5100244	17680
5100246	20800
5100247	19240
5100249	17680
5100250	20800
5100251	18200
5100252	20540
5100253	21320
5100254	10920
5100255	
5100256	16640
5100257	21840
5100258	20800
5100259	20800
5100260	13520
5100261	21840
5100262	17680
5100263	
5100264	12012
5100265	9256
5100266	20800
5100267	20748
5100268	20800
5100269	
5100270	23140
5100271	21320
5100272	21840
5100273	5200
5100274	13260
5100275	17420
5100276	20800
5100277	21060
5100278	18720
5100279	17160
5100280	17420
5100281	10660
5100282	20540
5100283	18200
5100301	19500
5100302	20540
5100303	10036
5100304	9516
5100305	8424
5100306	10400
5100307	13000
5100308	24440
5100310	20280
5100311	22880
5100312	19760
5100313	19760
5100314	10400
5100315	5720
5100316	18876
5100317	15600
5100318	13000
5100319	20020
5100320	21840
5100321	22880
5100322	14976
5100323	21840
5100324	16900
5100325	20800
5100326	21840
5100327	23400
5100328	23400
5100401	21840
5100405	21840
5100406	16796
5100407	13520
5100408	16900
5100410	20540
5100411	13520
5100412	21996
5100413	15600
5100414	16900
5100415	13000
5100416	15600
5100417	11960
5100418	20280
5100419	17160
5100420	18200
5100421	21840
5100422	21840
5100423	
5100424	20800
5100425	13780
5100426	18200
5100427	19760
5100502	19396
5100504	16120
5100505	
5100506	10400
5100507	
5100508	15080
5100509	20800
5100510	20800
5100511	16900
5100512	15080
5100513	18200
5100514	19760
5100515	
5100516	18460
5100517	13000
5100518	17160
5100519	19240
5100520	17160
5100521	16640
5100522	17160
5100524	16640
5100525	16640
5100526	16120
5100527	16640
5100528	16120
5100529	16120
5100530	17680
5100531	25480
5100532	18564
5100533	20280
5100534	19240
5100536	19760
5100537	24440
5100538	20800
5100539	18720
5100540	19240
5100541	
5100542	20020
5100543	20020
5100544	20280
5100545	19760
5100546	21320
5100547	
5100548	18980
5100549	15600
5100550	21580
5100551	18460
5100701	13520
5100702	6500
5100703	18720
5100704	13000
5100705	17160
5100706	10400
5100707	18200
5100708	15600
5100709	15080
5100710	13000
5100711	14196
5100713	16640
5100714	15860
5100801	15080
5100802	15600
5100803	20800
5100804	19656
5100805	18200
5100806	
5100807	15600
5100808	21580
5100809	14040
5100810	15600
5100811	9100
5100812	15600
5100813	13520
5100814	13260
5100815	13728
5100816	13156
5100901	11700
5100902	11024
5100903	13520
5100904	10400
5100905	13000
5100906	9880
5100907	10400
5100908	13000
5100909	11180
5100910	
5100911	14560
5100912	12220
5100913	13000
5100914	2600
5100915	
5100916	10400
5100917	
5100918	9516
5100920	15600
5100921	
5100922	13000
5100923	10400
5100924	13000
5100925	13000
5100926	9620
5100927	10036
5100928	13000
5100929	13000
5100930	
5100931	11856
5101001	23400
5101002	11440
5101003	6396
5101004	13000
5101005	17004
5101006	10400
5101007	15600
5101101	
5101201	16900
5101202	16380
5101203	16640
5101204	15860
5101205	18200
5101206	19240
5101207	17160
5101208	17680
5101209	20540
5101210	21372
5101213	
5101214	16640
5101215	20020
5101216	18200
5101217	10244
5101218	18200
5101219	15600
5101220	15600
5101221	16640
5101222	18720
5101223	
5101224	20280
5101225	19760
5101226	
5101227	18720
5101228	20540
5101229	20800
5101230	21840
5101231	18200
5101401	10972
5101402	7800
5101404	16900
5101405	13520
5101406	7800
5101407	13260
5101408	11440
5101409	13260
5101410	17160
5101411	13000
5101412	10920
5101413	10920
5101414	13000
5101415	9620
5101416	15600
5101417	13000
5101418	10400
5101419	15600
5101420	15600
5101421	16640
5101423	13000
5101424	13260
5101425	9880
5101426	12740
5101427	11440
5101501	15860
5101502	15600
5101503	13780
5101504	15600
5101505	15600
5101506	
5101507	15600
5101508	16120
5101509	17160
5101510	15080
5101513	16120
5101514	18200
5101515	14560
5101516	
5101517	18200
5101518	20176
5101519	
5101520	17420
5101521	19656
5101601	19760
5101602	15600
5101603	11700
5101604	
5101605	11700
5101606	15080
5101607	13000
5101608	13000
5101609	10400
5101610	
5101611	13000
5101612	13000
5101701	5980
5101702	8580
5101703	8060
5101704	2860
5101705	3536
5101706	9360
5101707	7176
5101708	10400
5101709	13000
5101710	14040
5101711	15600
5101712	9620
5101713	14560
5101714	9880
5101715	13000
5101716	18200
5101717	17160
5101718	13780
5101719	7800
5101801	18720
5101802	13000
5101803	13000
5101804	11700
5101805	15236
5101806	16900
5101807	6240
5101808	8060
5101809	8216
5101810	11960
5101811	10400
5101812	10400
5101813	15600
5101814	11960
5101815	13000
5101816	9620
5101901	10920
5101902	13000
5101903	11960
5101904	15600
5101905	12116
5101906	7800
5101907	9360
5101908	7800
5101909	7800
5101910	13000
5101911	13156
5101912	8996
5101913	11856
5101914	14820
5101915	9360
5101916	8736
5102001	10400
5102002	7540
5102003	
5102004	6240
5102005	7800
5102006	6240
5102007	9152
5102008	10400
5102009	9100
5102010	7540
5102011	8320
5102012	13260
5102013	2860
5102014	10920
5102101	13000
5102102	10400
5102103	14040
5102104	19760
5102105	18356
5102106	16900
5102107	19968
5102108	12012
5102109	24440
5102110	
5102111	20020
5102112	16120
5102113	17940
5102114	23400
5102115	15600
5102116	20800
5102117	16380
5102201	17680
5102202	19500
5102203	13520
5102204	19760
5102205	20800
5102206	18876
5102207	15340
5102208	18200
5102209	15600
5102210	14560
5102211	20436
5102212	15600
5102213	15600
5102214	17056
5102215	16796
5102216	17680
5102217	11700
5102218	17680
5102219	17940
5102220	15600
5102301	11700
5102302	10400
5102303	
5102304	15600
5102306	15600
5102307	15600
5102308	15600
5102309	18200
5102310	20280
5102311	15600
5102312	13520
5102314	14560
5102315	14560
5102316	11752
5102317	17160
5102318	16120
5102319	16120
5102320	15600
5102321	
5102322	1508
5102323	15600
5102324	15080
5102325	18200
5102326	15340
5102401	23400
5102402	18980
5102403	16484
5102404	16900
5102405	15600
5102406	18460
5102407	17940
5102408	21840
5102409	14560
5102410	20540
5102411	17160
5102412	17836
5102413	15600
5102414	17576
5102415	17420
5102416	20800
5102417	18980
5102418	
5102419	17160
5102420	16120
5102421	20800
5102422	18200
5102423	18980
5102424	19500
5102425	15600
5102426	17420
5102427	20800
5102428	17940
5102429	20800
5102430	15600
5102431	18720
5102432	18200
5102433	20540
5102434	16120
5102436	21580
5102437	19084
5102438	19188
5102439	20800
5102440	20800
5102441	
5102501	15080
5102503	13000
5102504	14040
5102505	19760
5102506	17160
5102507	16120
5102508	15600
5102509	13000
5102510	9308
5102511	15600
5102512	14040
5102513	12896
5102514	15600
5102515	13624
5102516	14560
5102517	13260
5102518	14040
5102519	15080
5102520	14560
5102522	16640
5102523	24960
5102524	
5102525	
5102526	15600
5102601	17160
5102602	13000
5102603	18720
5102604	17940
5102605	15340
5102606	15600
5102607	20800
5102608	18200
5102609	19240
5102611	15080
5102612	11960
5102613	13104
5102614	22360
5102615	22620
5102616	19240
5102617	17680
5102705	17680
5102706	19916
5102707	17160
5102708	18200
5102709	16640
5102710	20800
5102712	19760
5102713	6968
5102716	20800
5102717	17680
5102720	18720
5102721	21840
5102722	18200
5102723	17680
5102724	17576
5102725	
5102726	9360
5102727	19760
5102728	22880
5102729	20800
5102730	20800
5102731	20020
5102732	19760
5102733	19760
5102734	18460
5102735	18460
5102736	12272
5102737	20800
5102738	19760
5102739	19500
5102740	19500
5102741	
5102742	16796
5102743	22880
5102744	20800
5102745	16640
5102746	20540
5102747	
5102748	20280
5102749	19500
5102750	19240
5102751	18200
5102801	14040
5102802	8320
5102804	15236
5102805	18668
5102807	16536
5102808	17160
5102809	19240
5102811	20800
5102812	18200
5102813	14560
5102814	14560
5102815	17160
5102816	14040
5102817	13520
5102818	16640
5102819	16900
5102820	15600
5102821	15340
5102822	16900
5102823	
5102824	8736
5102825	19760
5102826	20280
5102827	
5102828	19760
5102829	10400
5102830	28600
5102901	9620
5102904	15080
5102905	11180
5102907	13000
5102909	14300
5102910	15080
5102912	13000
5102913	16120
5102914	15600
5102915	14300
5102916	10036
5102917	13000
5102919	17420
5102920	7800
5102921	11700
5102922	19760
5102923	18720
5102924	13000
5102925	18720
5102926	
5102927	
5102928	9360
5102929	
5102930	15600
5102931	19136
5102932	13520
5103001	7332
5103002	41600
5103003	
5103004	
5103005	
5103006	
5103007	35100
5103008	33800
5103009	49400
5103010	37180
5103011	36972
5103012	31200
5103013	34840
5103014	39520
5103015	45500
5103016	41600
5103017	31200
5103018	36400
5103101	6084
5103102	
5103103	34320
5103104	24960
5103105	27560
5103106	13520
5103107	25480
5103108	23400
5103109	28600
5103110	20800
5103111	18096
5103112	22776
5103113	32500
5103114	24180
5103115	31200
5103116	25012
5103117	23400
5103118	23400
5103119	15860
5103120	20020
5103121	21112
5103201	28600
5103202	26676
5103203	28600
5103204	33800
5103205	39000
5103206	36920
5103207	28600
5103208	28600
5103209	28600
5103210	29900
5103211	33800
5103212	26000
5103213	17576
5103214	40300
5103215	24700
5103216	26000
5103217	30680
5103218	41600
5103301	26000
5103302	41600
5103303	31200
5103304	29120
5103305	29328
5103306	31200
5103307	28340
5103308	
5103309	33800
5103310	28860
5103311	24700
5103312	28340
5103313	33800
5103314	39000
5103315	29900
5103316	31720
5103317	31200
5103318	29900
5103319	26520
5103320	26000
5103321	36400
5103322	41080
5103401	21320
5103402	45500
5103403	20800
5103404	54600
5103405	32500
5103406	7800
5103407	28600
5103408	32240
5103409	27716
5103410	63908
5103411	67600
5103412	40456
5103413	15080
5103414	13676
5103415	15600
5103416	26000
5103417	26000
5103418	54600
5103419	29120
5103420	16640
5103421	12740
5103422	28340
5103423	39000
5103424	19760
5103501	46176
5103502	
5103503	28600
5103504	18720
5103505	18200
5103506	20800
5103507	16536
5103508	
5103509	24960
5103510	46800
5103511	24336
5103512	19500
5103513	35984
5103514	31200
5103515	31200
5103516	28808
5103517	29900
5103518	34736
5103519	41600
5103520	41600
5103521	26000
5103522	
5103523	33800
5103524	16640
5103525	28600
5103526	32136
5103527	20280
5103528	44876
5103529	59956
5103530	46800
5103531	39000
5103532	41600
5103533	36400
5103534	20800
5103535	23400
5103536	23400
5103537	32760
5103538	27040
5103539	23400
5103540	33800
5103541	27612
5103601	
5103602	28600
5103603	46800
5103604	93080
5103605	19500
5103606	18200
5103607	
5103608	33800
5103609	40300
5103610	52000
5103611	29380
5103612	29172
5103613	36972
5103614	39260
5103615	14040
5103616	36400
5103617	20800
5103618	33280
5103619	8944
5103620	31720
5103621	6240
5103622	
5103623	15600
5103624	33800
5103625	
5103701	52000
5103801	26000
5103802	20800
5103803	23400
5103804	25116
5103805	26000
5103806	25480
5103807	24440
5103808	21320
5103809	20644
5103810	24076
5103811	10920
5103812	
5103813	23400
5103814	14040
5103815	15860
5103816	20800
5103817	26000
5103818	22100
5103819	24180
5103820	23400
5103821	23920
5103822	23816
5103823	23400
5103824	24440
5103825	21840
5103826	23140
5103827	25220
5103828	24076
5103901	23400
5103902	20540
5103903	25740
5103904	
5103905	17680
5103906	15600
5103907	16432
5103908	18876
5103909	16900
5103910	19396
5103911	19760
5103912	23660
5103913	26780
5103914	16900
5103915	18980
5103916	25220
5103917	18200
5103918	19760
5103919	
5103920	20800
5103921	26520
5103922	19500
5103923	16640
5103924	17160
5103925	20696
5103926	19240
5103927	15600
5103928	21840
5103929	18980
5103930	17836
5103931	19656
5103932	19240
5103933	10452
5103934	24960
5103935	8580
5103936	23400
5103937	20800
5103938	23400
5103939	23400
5104001	17680
5104002	24700
5104003	23400
5104004	23400
5104005	23296
5104006	19916
5104007	23400
5104008	23400
5104009	22360
5104010	25480
5104011	20800
5104012	20800
5104013	23400
5104014	22880
5104015	13520
5104016	23400
5104017	23400
5104018	25480
5104019	23920
5104020	19760
5104021	21320
5104102	22880
5104103	23400
5104104	18720
5104105	16640
5104106	13000
5104107	21840
5104113	31200
5104114	28080
5104115	21840
5104116	26000
5104118	20800
5104119	26000
5104120	21996
5104122	18200
5104123	14560
5104124	18200
5104125	19760
5104127	22100
5104128	21996
5104130	21320
5104132	20280
5104133	23400
5104134	25740
5104135	21840
5104138	23400
5104139	19344
5104140	18200
5104143	16640
5104145	20800
5104146	21060
5104147	23400
5104148	28080
5104149	23400
5104150	20280
5104151	31200
5104152	24076
5104153	26000
5104154	20800
5104155	23400
5104156	21840
5104157	21840
5104158	18720
5104159	26000
5104160	19240
5104161	
5104162	24960
5104163	36400
5104164	24960
5104165	
5104166	23400
5104167	
5104168	
5104169	9516
5104170	26416
5104171	20800
5104172	26000
5104173	20800
5104174	26000
5104175	21320
5104176	23400
5104177	26000
5104178	21840
5104179	17420
5104180	24700
5104181	
5104182	16640
5104183	18200
5104184	23400
5104185	20800
5104186	21060
5104201	39780
5104202	27300
5104203	24960
5104205	17160
5104206	23400
5104207	28600
5104208	15496
5104209	21840
5104210	16276
5104211	32240
5104212	8216
5104213	23400
5104214	20800
5104215	19760
5104216	31200
5104217	31200
5104218	29120
5104219	31200
5104220	28600
5104221	26520
5104222	23400
5104223	29120
5104224	23400
5104225	30160
5104226	31720
5104227	
5104228	19500
5104229	24024
5104230	26000
5104231	5824
5104232	24180
5104233	26000
5104234	31096
5104235	21840
5104236	14300
5104237	7436
5104238	21840
5104301	15600
5104303	16640
5104304	16120
5104305	13000
5104306	17680
5104307	18200
5104308	15600
5104309	
5104310	23400
5104311	
5104313	14560
5104314	15080
5104315	13520
5104316	16640
5104317	28080
5104318	19500
5104319	23400
5104320	29796
5104321	26000
5104322	22620
5104323	19760
5104324	15600
5104325	26520
5104326	31252
5104327	20800
5104328	29120
5104329	28600
5104330	26000
5104331	22100
5104332	26000
5104333	31200
5104334	32500
5104335	23400
5104336	18980
5104337	15080
5104338	30680
5104339	26000
5104340	15340
5104341	15600
5104342	16016
5104343	16640
5104401	19760
5104402	18356
5104403	17316
5104404	16900
5104405	18200
5104406	16120
5104407	17420
5104408	17316
5104409	18720
5104410	18200
5104411	18200
5104412	16640
5104413	17160
5104414	18720
5104415	18720
5104416	18720
5104417	19500
5104418	18200
5104419	18200
5104420	18200
5104421	15600
5104422	15600
5104423	10400
5104424	15964
5104425	18096
5104426	11440
5104427	16640
5104428	15964
5104429	17680
5104430	16640
5104431	19760
5104432	
5104433	21840
5104434	
5104435	17160
5104436	16380
5104437	11232
5104501	19240
5104502	19760
5104503	22100
5104504	18200
5104505	15912
5104506	20280
5104507	20540
5104508	19760
5104509	20280
5104510	15756
5104511	15028
5104512	12376
5104513	17160
5104514	22620
5104515	20800
5104516	18200
5104517	20800
5104518	18200
5104519	
5104521	18460
5104522	16536
5104523	18720
5104524	18616
5104525	20020
5104527	8424
5104528	15600
5104529	18200
5104530	18200
5104531	21580
5104532	21840
5104533	18200
5104534	19396
5104535	18200
5104536	22932
5104537	14560
5104538	5668
5104539	20020
5104540	19240
5104541	13884
5104542	20800
5104543	19760
5104544	21060
5104545	20280
5104546	19656
5104547	19760
5104548	20800
5104550	21320
5104551	22880
5104552	18720
5104553	21320
5104554	20800
5104555	9412
5104556	21840
5104557	14560
5104558	15340
5104560	20800
5104601	23400
5104602	19500
5104603	20800
5104604	18980
5104605	20800
5104606	29900
5104607	31200
5104608	
5104609	16640
5104610	13520
5104611	16640
5104612	16900
5104613	17160
5104614	14040
5104615	15600
5104616	15600
5104617	17420
5104618	15600
5104619	15600
5104620	15600
5104621	15600
5104622	14976
5104623	16120
5104624	14040
5104625	14196
5104626	18200
5104627	18200
5104628	16640
5104701	20176
5104702	19396
5104703	19760
5104704	20800
5104705	19188
5104706	18720
5104707	20280
5104708	20540
5104709	19916
5104710	20800
5104711	18720
5104712	20020
5104713	20280
5104714	20020
5104715	
5104716	19240
5104717	18720
5104718	19500
5104719	19916
5104720	16120
5104721	20800
5104722	23400
5104723	19240
5104724	18200
5104725	20800
5104726	20748
5104727	19136
5104728	20800
5104729	19760
5104730	20280
5104731	18200
5104732	20176
5104733	20280
5104734	20800
5104735	20800
5104736	21320
5104737	19916
5104738	20020
5104739	19760
5104740	20800
5104741	19760
5104742	20956
5104743	18200
5104744	14560
5104745	20800
5104801	
5104802	21580
5104803	15600
5104804	17160
5104805	20696
5104806	20800
5104807	21320
5104808	16640
5104809	17680
5104810	18200
5104811	18200
5104812	17576
5104813	20280
5104814	21840
5104815	21320
5104816	15600
5104817	15600
5104818	19760
5104819	20800
5104820	20540
5104821	25480
5104901	18720
5104902	12636
5104903	5200
5104904	18720
5104906	20800
5104907	21840
5104908	20540
5104909	
5104910	14872
5104911	
5104912	
5104913	
5105001	
5105002	19760
5105003	
5105004	22880
5105005	24960
5105006	20800
5105007	18720
5105008	26000
5105009	26052
5105010	22620
5105011	20800
5105012	16536
5105013	23036
5105014	18200
5105015	20800
5105016	15860
5105017	
5105018	20800
5105019	17420
5105020	22100
5105101	21320
5105103	20020
5105104	9984
5105105	16640
5105106	17160
5105107	19760
5105108	17160
5105109	27820
5105111	28860
5105112	22100
5105113	22256
5105114	22100
5105115	6864
5105201	
5105301	22256
5105302	21840
5105303	23400
5105304	23400
5105305	19760
5105306	23140
5105307	18980
5105308	23400
5105309	18200
5105310	24180
5105311	
5105312	26000
5105313	
5105314	20800
5105315	17940
5105316	16900
5105317	20956
5105318	20800
5105319	19396
5105320	21996
5105321	19760
5105322	20800
5105323	21840
5105324	24440
5105325	20800
5105326	21320
5105327	20280
5105328	10400
5105329	22880
5105330	
5105331	22360
5105332	
5105333	11700
5105334	20800
5105335	18720
5105336	20800
5105337	15600
5105338	12480
5105401	18928
5105402	19500
5105403	18720
5105404	17160
5105405	16380
5105406	16900
5105407	21060
5105408	18200
5105409	19136
5105410	13000
5105411	20020
5105412	16900
5105413	13000
5105414	10400
5105415	13000
5105416	18720
5105417	9256
5105418	19760
5105419	18200
5105420	17420
5105421	19396
5105422	21840
5105423	17160
5105424	18720
5105425	9152
5105426	16900
5105427	18200
5105428	17420
5105429	10400
5105430	17680
5105431	8840
5105432	15340
5105501	
5105601	20800
5105602	23920
5105603	20800
5105604	20280
5105605	10972
5105606	17160
5105607	18720
5105608	18356
5105609	21060
5105610	19500
5105611	20280
5105612	18460
5105613	20800
5105614	20800
5105615	19760
5105616	20800
5105617	
5105618	19760
5105619	21060
5105620	20800
5105621	19916
5105622	17680
5105623	21840
5105624	18200
5105625	18200
5105626	20280
5105627	23556
5105628	20020
5105629	9880
5105630	13260
5105631	18512
5105632	
5105633	10972
5105634	23400
5105635	20800
5105636	25480
5105637	17056
5105638	16640
5105639	22360
5105640	10764
5105641	20280
5105642	20800
5105643	21840
5105644	26000
5105645	18200
5105646	20800
5105647	9880
5105648	21060
5105649	11596
5105650	
5105651	20800
5105701	18200
5105702	15600
5105703	14300
5105704	23400
5105707	21840
5105708	20800
5105709	
5105710	17680
5105711	19656
5105712	18720
5105713	18980
5105715	18720
5105716	18876
5105717	18096
5105718	19760
5105719	16640
5105720	18200
5105721	16120
5105722	18200
5105723	18720
5105724	21060
5105725	22360
5105727	13000
5105728	18200
5105729	18200
5105730	15600
5105731	10660
5105732	14976
5105733	19500
5105734	23400
5105735	21320
5105736	23400
5105737	16900
5105738	23400
5105739	20540
5105740	23140
5105741	18200
5105801	
5105802	17420
5105803	19760
5105804	18720
5105805	16640
5105806	17160
5105807	14560
5105808	15600
5105809	24700
5105810	20800
5105811	18200
5105812	20800
5105813	27300
5105902	21840
5105905	20280
5105906	20176
5105907	
5105909	18980
5105910	19136
5105911	10400
5105912	15340
5105913	20800
5105914	18200
5105915	22880
5105916	20800
5105917	20800
5105918	19240
5105919	18720
5105920	18200
5105921	20800
5105922	19500
5105923	21320
5105924	22100
5105925	25480
5105926	23400
5105927	22100
5105928	20540
5105929	16640
5105930	17420
5105932	18200
5105933	18460
5105934	19240
5105935	17160
5105936	20956
5105938	24960
5105939	24960
5105940	22100
5105941	21840
5105942	24440
5105943	20020
5105944	20800
5105945	21840
5105946	14300
5105947	19760
5105948	22880
5105949	25740
5105951	
5105952	19240
5105953	21996
5105954	17576
5105955	20020
5105956	20644
5105957	18200
5105959	22880
5105960	18200
5105961	19760
5105962	23140
5105963	21320
5105964	19760
5105965	20800
5105966	24960
5105967	20800
5105968	18200
5105969	20020
5105970	19240
5105971	23400
5105972	20800
5105973	20800
5105974	21736
5105975	
5105976	17680
5105977	19760
5105978	21840
5105979	20540
5105980	20800
5105981	20800
5105982	19136
5105983	19760
5105984	20800
5105985	20280
5105986	21320
5105987	19188
5106001	16276
5106002	14716
5106003	11544
5106004	23400
5106005	15600
5106006	
5106007	9256
5106008	11700
5106102	19760
5106103	
5106104	13000
5106105	20800
5106106	
5106108	16640
5106109	24960
5106110	17160
5106111	19188
5106112	20800
5106113	19240
5106114	
5106201	13208
5106202	18720
5106203	8996
5106204	19396
5106205	21580
5106206	17160
5106207	20800
5106208	11440
5106209	15600
5106210	9620
5106211	17680
5106212	15600
5106213	16536
5106214	16120
5106215	13260
5106216	20540
5106217	18460
5106218	14976
5106219	20800
5106220	16120
5106301	
5106401	
5106501	
5106502	20280
5106503	15600
5106504	13000
5106505	12012
5106506	19760
5106507	19240
5106508	19760
5106509	15964
5106510	13000
5106511	17680
5106512	18200
5106513	17160
5106514	15860
5106601	16640
5106602	16120
5106603	15340
5106604	16640
5106605	18200
5106606	16640
5106607	17160
5106608	17680
5106609	17160
5106610	24076
5106611	19500
5106615	20280
5106616	16640
5106617	16276
5106618	14560
5106619	16536
5106620	15600
5106621	18720
5106622	19240
5106623	
5106624	15860
5106625	17160
5106626	16900
5106627	17940
5106628	15600
5106701	18460
5106702	16640
5106703	18200
5106704	20800
5106705	23400
5106706	19760
5106707	24440
5106708	26000
5106709	22360
5106710	24960
5106711	18200
5106712	18200
5106713	19240
5106714	14976
5106715	17680
5106716	23400
5106717	26520
5106718	
5106719	
5106720	15080
5106801	33800
5106802	13520
5106803	18720
5106804	20280
5106807	16900
5106808	23660
5106809	18460
5106810	20800
5106811	15600
5106812	37700
5106813	27040
5106814	23400
5106815	28600
5106816	17940
5106817	
5106818	19240
5106819	29796
5106820	26000
5106901	
5107001	18980
5107002	18720
5107003	19500
5107004	20020
5107005	19760
5107006	19500
5107007	18200
5107008	19760
5107009	18720
5107010	20800
5107011	19240
5107012	18720
5107013	19760
5107014	18980
5107015	20020
5107016	19760
5107017	20800
5107018	19240
5107019	19500
5107020	19760
5107021	20540
5107022	19500
5107023	
5107024	19760
5107101	21840
5107102	22100
5107103	23400
5107104	22360
5107105	22360
5107106	21580
5107107	22880
5107108	22100
5107109	20800
5107110	21840
5107111	16640
5107112	20800
5107113	18720
5107114	22360
5107115	23400
5107116	21840
5107117	22256
5107118	20176
5107119	26000
5107120	19812
5107121	21580
5107122	21840
5107123	21736
5107124	23400
5107125	
5107126	20800
5107127	24076
5107128	24960
5107129	23400
5107130	19240
5107131	22620
5107132	22776
5107133	20800
5107134	33800
5107135	25740
5107201	20800
5107202	23920
5107203	22360
5107204	25688
5107205	23400
5107206	26520
5107207	25740
5107208	19656
5107209	22880
5107210	23400
5107211	22100
5107212	27300
5107213	27560
5107214	
5107215	32500
5107216	26260
5107217	22880
5107218	23400
5107219	25376
5107220	19656
5107221	26260
5107222	23140
5107223	23920
5107224	23400
5107225	26520
5107226	21840
5107227	22620
5107228	27560
5107229	29796
5107230	26000
5107231	21320
5107232	22880
5107233	26000
5107234	22100
5107301	18720
5107302	21320
5107303	19760
5107304	22620
5107305	19760
5107306	20800
5107307	21320
5107308	19760
5107309	19240
5107310	22360
5107311	21580
5107312	22100
5107313	20800
5107314	20800
5107315	21996
5107316	22360
5107317	20800
5107318	20800
5107319	16120
5107320	20800
5107321	20800
5107322	18460
5107323	20800
5107324	20800
5107325	23400
5107326	20800
5107327	20800
5107328	26520
5107329	19500
5107330	19760
5107331	26000
5107332	23296
5107333	
5107334	17004
5107335	21580
5107401	20020
5107402	23400
5107403	22360
5107404	28600
