SA1_7DIGITCODE_2016	HomeCensusNight	persons
1104439	0	30
1104439	1	392
1104440	0	9
1104440	1	367
1104441	0	15
1104441	1	367
1104442	0	17
1104442	1	372
1104443	0	7
1104443	1	225
1104444	0	30
1104444	1	310
1104445	0	17
1104445	1	375
1104446	0	29
1104446	1	538
1104447	0	21
1104447	1	460
1104448	0	8
1104448	1	414
1104449	0	13
1104449	1	365
1104450	0	10
1104450	1	377
1104451	0	15
1104451	1	373
1104452	1	187
1104453	0	26
1104453	1	333
1104454	0	16
1104454	1	204
1104455	0	28
1104455	1	420
1104456	0	29
1104456	1	409
1104457	0	8
1104457	1	367
1104458	0	21
1104458	1	318
1104459	0	19
1104459	1	339
1104501	0	13
1104501	1	372
1104502	0	24
1104502	1	317
1104503	0	4
1104503	1	299
1104504	0	15
1104504	1	582
1104505	0	21
1104505	1	549
1104506	0	21
1104506	1	579
1104507	0	18
1104507	1	499
1104508	0	14
1104508	1	380
1104509	0	23
1104509	1	426
1104510	0	25
1104510	1	591
1104511	0	22
1104511	1	540
1104512	0	13
1104512	1	412
1104513	0	13
1104513	1	658
1104514	0	13
1104514	1	434
1104515	0	3
1104515	1	343
1104516	0	23
1104516	1	556
1104517	0	14
1104517	1	295
1104518	0	40
1104518	1	765
1104519	0	9
1104519	1	299
1104521	0	27
1104521	1	433
1104522	0	15
1104522	1	418
1104523	0	13
1104523	1	264
1104524	0	33
1104524	1	612
1104601	0	30
1104601	1	386
1104602	0	22
1104602	1	294
1104603	0	38
1104603	1	457
1104604	0	32
1104604	1	416
1104605	0	10
1104605	1	246
1104606	0	20
1104606	1	404
1104607	0	29
1104607	1	467
1104608	0	38
1104608	1	490
1104609	0	9
1104609	1	409
1104610	0	8
1104610	1	246
1104611	0	22
1104611	1	259
1104612	0	10
1104612	1	297
1104614	0	7
1104614	1	269
1104615	0	9
1104615	1	290
1104616	0	16
1104616	1	487
1104617	0	19
1104617	1	428
1104618	0	37
1104618	1	468
1104619	0	34
1104619	1	461
1104620	0	34
1104620	1	374
1104621	0	21
1104621	1	293
1104622	0	13
1104622	1	313
1104623	1	21
1104624	0	48
1104624	1	469
1104625	0	36
1104625	1	616
1104701	0	19
1104701	1	440
1104702	0	13
1104702	1	240
1104703	0	3
1104703	1	218
1104704	0	50
1104704	1	499
1104705	0	38
1104705	1	520
1104706	0	14
1104706	1	400
1104707	0	17
1104707	1	502
1104708	0	24
1104708	1	554
1104709	0	25
1104709	1	485
1104710	0	5
1104710	1	268
1104711	0	32
1104711	1	448
1104712	0	24
1104712	1	513
1104713	0	33
1104713	1	748
1104714	0	16
1104714	1	173
1104715	0	13
1104715	1	422
1104716	0	7
1104716	1	359
1104717	0	14
1104717	1	387
1104718	0	25
1104718	1	370
1104719	0	38
1104719	1	593
1104720	0	10
1104720	1	257
1104721	0	28
1104721	1	429
1104722	0	22
1104722	1	479
1104723	0	21
1104723	1	233
1104724	0	24
1104724	1	326
1104725	0	13
1104725	1	239
1104726	0	8
1104726	1	351
1104727	0	21
1104727	1	303
1104728	0	26
1104728	1	545
1104729	0	20
1104729	1	534
1104730	0	13
1104730	1	303
1104731	0	14
1104731	1	560
1104732	0	18
1104732	1	488
1104733	0	11
1104733	1	166
1104734	0	14
1104734	1	277
1104735	0	31
1104735	1	501
1104736	0	28
1104736	1	498
1104737	0	8
1104737	1	10
1104801	0	26
1104801	1	262
1104802	0	8
1104802	1	383
1104803	0	22
1104803	1	534
1104804	0	7
1104804	1	325
1104805	0	20
1104805	1	365
1104806	0	9
1104806	1	251
1104807	0	31
1104807	1	503
1104808	0	15
1104808	1	345
1104809	0	14
1104809	1	443
1104810	0	19
1104810	1	582
1104811	0	24
1104811	1	596
1104812	0	31
1104812	1	550
1104813	0	40
1104813	1	539
1104814	0	28
1104814	1	697
1104815	0	15
1104815	1	384
1104816	0	13
1104816	1	342
1104817	0	22
1104817	1	469
1104818	0	35
1104818	1	558
1104819	0	40
1104819	1	434
1104820	0	10
1104820	1	249
1104821	0	23
1104821	1	541
1104822	0	17
1104822	1	521
1104823	0	26
1104823	1	319
1104824	0	24
1104824	1	683
1104825	0	26
1104825	1	469
1104826	0	21
1104826	1	416
1104827	0	32
1104827	1	470
1104828	0	10
1104828	1	518
1104829	0	15
1104829	1	464
1104830	0	23
1104830	1	549
1104831	0	10
1104831	1	393
1104832	0	17
1104832	1	493
1104833	0	31
1104833	1	488
1104834	0	20
1104834	1	314
1104835	0	10
1104835	1	323
1104836	0	24
1104836	1	552
1104837	0	39
1104837	1	514
1104838	0	25
1104838	1	313
1104840	0	17
1104840	1	317
1104841	0	7
1104841	1	334
1104842	0	11
1104842	1	362
1104843	0	14
1104843	1	434
1104844	0	12
1104844	1	310
1104845	0	19
1104845	1	526
1104846	0	31
1104846	1	535
1104847	0	23
1104847	1	306
1104848	0	21
1104848	1	438
1104849	0	13
1104849	1	414
1104901	0	21
1104901	1	457
1104902	0	10
1104902	1	275
1104903	0	15
1104903	1	402
1104904	0	17
1104904	1	349
1104905	0	20
1104905	1	495
1104906	0	27
1104906	1	337
1104907	0	22
1104907	1	219
1104908	0	13
1104908	1	176
1104910	0	16
1104910	1	478
1105001	0	31
1105001	1	594
1105002	0	21
1105002	1	332
1105003	0	20
1105003	1	506
1105004	0	14
1105004	1	302
1105005	0	26
1105005	1	391
1105006	0	19
1105006	1	410
1105007	0	18
1105007	1	396
1105008	0	27
1105008	1	732
1105009	0	27
1105009	1	414
1105010	0	12
1105010	1	318
1105011	0	13
1105011	1	402
1105012	0	14
1105012	1	329
1105013	0	8
1105013	1	392
1105015	0	26
1105015	1	216
1105016	1	5
1105017	0	32
1105017	1	351
1105018	0	14
1105018	1	316
1105019	0	26
1105019	1	413
1105020	0	31
1105020	1	307
1105021	0	38
1105021	1	469
1105022	0	17
1105022	1	450
1105024	0	37
1105024	1	362
1105025	0	24
1105025	1	357
1105026	0	35
1105026	1	494
1105027	0	33
1105027	1	320
1105028	0	29
1105028	1	565
1105101	0	14
1105101	1	465
1105102	0	7
1105102	1	353
1105103	0	10
1105103	1	248
1105104	0	7
1105104	1	218
1105106	0	36
1105106	1	451
1105107	0	3
1105107	1	78
1105108	0	20
1105108	1	453
1105109	0	14
1105109	1	277
1105110	0	15
1105110	1	346
1105111	0	12
1105111	1	250
1105112	0	12
1105112	1	321
1105113	0	3
1105113	1	361
1105114	0	15
1105114	1	323
1105115	0	14
1105115	1	251
1105116	0	8
1105116	1	260
1105201	0	44
1105201	1	547
1105202	0	16
1105202	1	512
1105203	0	11
1105203	1	276
1105204	0	13
1105204	1	537
1105205	0	27
1105205	1	550
1105206	0	29
1105206	1	399
1105207	0	24
1105207	1	433
1105208	0	22
1105208	1	363
1105209	0	21
1105209	1	345
1105210	0	20
1105210	1	260
1105213	0	23
1105213	1	229
1105214	0	19
1105214	1	285
1105215	0	10
1105215	1	278
1105216	0	30
1105216	1	439
1105301	0	22
1105301	1	488
1105302	0	24
1105302	1	409
1105303	0	19
1105303	1	467
1105304	0	24
1105304	1	349
1105305	0	21
1105305	1	532
1105306	0	16
1105306	1	409
1105307	0	15
1105307	1	580
1105308	0	16
1105308	1	334
1105309	0	14
1105309	1	348
1105310	0	6
1105310	1	376
1105311	0	11
1105311	1	309
1105312	0	27
1105312	1	296
1105313	0	17
1105313	1	260
1105314	0	16
1105314	1	407
1105315	0	36
1105315	1	570
1105316	0	55
1105316	1	477
1105317	0	15
1105317	1	266
1105318	0	33
1105318	1	303
1105319	0	8
1105319	1	174
1105320	0	18
1105320	1	312
1105321	0	53
1105321	1	575
1105322	0	11
1105322	1	192
1105323	1	10
1105324	0	11
1105324	1	398
1105325	0	14
1105325	1	374
1105326	0	20
1105326	1	404
1105327	0	14
1105327	1	344
1105328	0	39
1105328	1	569
1105329	0	40
1105329	1	469
1105330	0	25
1105330	1	442
1105331	0	15
1105331	1	315
1105332	0	29
1105332	1	333
1105333	0	29
1105333	1	294
1105334	0	30
1105334	1	626
1105335	0	7
1105335	1	387
1105336	0	14
1105336	1	271
1105337	0	21
1105337	1	493
1105401	0	15
1105401	1	522
1105402	0	10
1105402	1	331
1105403	0	26
1105403	1	333
1105404	0	31
1105404	1	466
1105405	0	17
1105405	1	250
1105406	0	31
1105406	1	520
1105407	0	26
1105407	1	550
1105408	0	34
1105408	1	706
1105409	0	10
1105409	1	344
1105410	0	17
1105410	1	362
1105411	0	39
1105411	1	363
1105412	0	22
1105412	1	429
1105413	0	19
1105413	1	304
1105414	0	18
1105414	1	336
1105415	1	5
1105417	0	23
1105417	1	309
1105418	0	11
1105418	1	608
1105419	0	31
1105419	1	663
1105420	0	33
1105420	1	397
1105421	0	15
1105421	1	383
1105422	0	18
1105422	1	404
1105423	0	28
1105423	1	451
1105424	0	8
1105424	1	270
1105501	0	25
1105501	1	287
1105502	0	12
1105502	1	555
1105503	0	26
1105503	1	443
1105504	0	7
1105504	1	15
1105505	0	16
1105505	1	328
1105506	0	13
1105506	1	535
1105507	0	23
1105507	1	506
1105508	0	15
1105508	1	372
1105509	0	16
1105509	1	525
1105510	0	3
1105510	1	241
1105511	0	34
1105511	1	518
1105512	1	236
1105513	0	8
1105513	1	275
1105514	0	3
1105514	1	259
1105601	0	25
1105601	1	680
1105602	0	29
1105602	1	736
1105603	0	14
1105603	1	681
1105604	0	18
1105604	1	223
1105605	0	34
1105605	1	640
1105606	1	301
1105607	0	33
1105607	1	479
1105608	0	14
1105608	1	488
1105609	0	17
1105609	1	404
1105612	0	20
1105612	1	501
1105613	0	25
1105613	1	557
1105614	0	15
1105614	1	428
1105615	0	14
1105615	1	518
1105616	1	12
1105617	0	32
1105617	1	258
1105618	0	44
1105618	1	1181
1105620	0	3
1105620	1	322
1105621	1	3
1105622	0	8
1105622	1	404
1105623	0	10
1105623	1	391
1105624	0	24
1105624	1	415
1105625	0	3
1105625	1	340
1105626	0	31
1105626	1	990
1105627	0	13
1105627	1	532
1105628	0	25
1105628	1	711
1105629	0	19
1105629	1	518
1105630	0	21
1105630	1	572
1105631	0	19
1105631	1	504
1105632	0	18
1105632	1	391
1105633	0	27
1105633	1	512
1105701	0	46
1105701	1	677
1105702	0	13
1105702	1	494
1105703	0	11
1105703	1	532
1105704	0	15
1105704	1	451
1105705	1	38
1105706	0	20
1105706	1	413
1105707	0	47
1105707	1	607
1105708	0	20
1105708	1	303
1105709	0	24
1105709	1	398
1105710	0	37
1105710	1	633
1105711	0	18
1105711	1	363
1105712	0	21
1105712	1	334
1105713	0	16
1105713	1	241
1105714	0	26
1105714	1	282
1105715	0	18
1105715	1	314
1105716	0	10
1105716	1	540
1105717	0	29
1105717	1	527
1105718	0	39
1105718	1	504
1105719	0	21
1105719	1	450
1105720	0	23
1105720	1	259
1105801	0	24
1105801	1	363
1105802	0	8
1105802	1	287
1105804	0	29
1105804	1	336
1105805	0	20
1105805	1	266
1105806	0	24
1105806	1	394
1105807	0	26
1105807	1	222
1105808	0	14
1105808	1	209
1105809	0	20
1105809	1	253
1105811	0	24
1105811	1	363
1105813	0	12
1105813	1	473
1105814	0	40
1105814	1	288
1105815	0	12
1105815	1	368
1105816	0	14
1105816	1	277
1105817	0	35
1105817	1	471
1105818	0	58
1105818	1	472
1105819	0	28
1105819	1	410
1105820	0	23
1105820	1	287
1105821	0	10
1105821	1	296
1105822	0	29
1105822	1	398
1105823	0	48
1105823	1	563
1105824	0	44
1105824	1	462
1105825	0	14
1105825	1	399
1105826	0	24
1105826	1	580
1105827	0	19
1105827	1	448
1105828	0	27
1105828	1	312
1105829	0	25
1105829	1	425
1105830	0	12
1105830	1	326
1105831	0	13
1105831	1	245
1105832	0	21
1105832	1	365
1105833	0	15
1105833	1	218
1105834	0	31
1105834	1	357
1105835	0	20
1105835	1	479
1105836	0	20
1105836	1	283
1105837	0	13
1105837	1	294
1105838	0	25
1105838	1	510
1105839	0	37
1105839	1	540
1105840	0	26
1105840	1	448
1105841	0	3
1105841	1	466
1105842	0	29
1105842	1	472
1105843	0	26
1105843	1	432
1105844	0	33
1105844	1	392
1105845	0	21
1105845	1	501
1105846	0	36
1105846	1	464
1105847	0	47
1105847	1	579
1105848	0	17
1105848	1	503
1105849	1	618
1105850	0	20
1105850	1	290
1105851	0	25
1105851	1	402
1105853	0	15
1105853	1	299
1105854	0	16
1105854	1	336
1105855	0	24
1105855	1	334
1105856	0	16
1105856	1	257
1105857	0	14
1105857	1	331
1105858	0	3
1105859	0	13
1105859	1	615
1105860	0	11
1105860	1	251
1105861	0	4
1105861	1	238
1105862	0	12
1105862	1	228
1105863	0	16
1105863	1	453
1105864	0	37
1105864	1	343
1105901	0	16
1105901	1	371
1105902	0	12
1105902	1	334
1105903	0	30
1105903	1	282
1105904	1	3
1105905	0	26
1105905	1	488
1105906	0	11
1105906	1	285
1105907	0	17
1105907	1	299
1105908	0	3
1105908	1	263
1105910	0	41
1105910	1	842
1105912	0	14
1105912	1	305
1105913	0	35
1105913	1	523
1105914	0	31
1105914	1	386
1105915	0	15
1105915	1	321
1105916	0	22
1105916	1	591
1105917	0	40
1105917	1	766
1105918	0	32
1105918	1	526
1105919	0	30
1105919	1	847
1105920	0	13
1105920	1	284
1105921	0	22
1105921	1	326
1105922	0	25
1105922	1	391
1105923	0	56
1105923	1	932
1105924	0	5
1105924	1	223
1105925	0	29
1105925	1	532
1105926	0	33
1105926	1	437
1105927	0	9
1105927	1	70
1106001	0	18
1106001	1	213
1106002	0	12
1106002	1	203
1106003	0	24
1106003	1	226
1106004	0	26
1106004	1	395
1106005	0	22
1106005	1	359
1106006	0	23
1106006	1	541
1106007	0	15
1106007	1	167
1106008	0	25
1106008	1	409
1106009	0	11
1106009	1	219
1106010	0	37
1106010	1	474
1106011	0	36
1106011	1	324
1106012	0	47
1106012	1	340
1106013	0	23
1106013	1	326
1106014	0	17
1106014	1	243
1106015	0	4
1106015	1	278
1106016	0	30
1106016	1	428
1106017	0	20
1106017	1	218
1106018	0	12
1106018	1	281
1106019	0	10
1106019	1	322
1106020	0	16
1106020	1	289
1106021	1	242
1106101	0	14
1106101	1	188
1106102	0	19
1106102	1	370
1106103	0	27
1106103	1	355
1106104	0	8
1106104	1	207
1106105	0	25
1106105	1	209
1106106	0	27
1106106	1	402
1106107	0	27
1106107	1	250
1106108	0	12
1106108	1	404
1106109	0	13
1106109	1	166
1106110	0	10
1106110	1	327
1106111	0	16
1106111	1	250
1106112	0	16
1106112	1	444
1106113	1	9
1106114	0	14
1106114	1	260
1106115	0	23
1106115	1	229
1106116	0	12
1106116	1	340
1106201	0	21
1106201	1	396
1106202	0	34
1106202	1	439
1106203	0	21
1106203	1	433
1106204	0	34
1106204	1	354
1106205	0	31
1106205	1	398
1106206	0	29
1106206	1	372
1106207	0	13
1106207	1	242
1106208	0	4
1106208	1	209
1106209	0	17
1106209	1	305
1106210	0	25
1106210	1	319
1106211	0	25
1106211	1	373
1106212	0	22
1106212	1	161
1106213	0	12
1106213	1	270
1106214	0	7
1106214	1	181
1106215	0	3
1106215	1	229
1106216	0	7
1106216	1	110
1106217	0	19
1106217	1	250
1106218	0	7
1106218	1	197
1106219	0	9
1106219	1	307
1106220	0	11
1106220	1	192
1106221	0	15
1106221	1	146
1106222	0	20
1106222	1	310
1106223	1	3
1106224	1	37
1106303	0	15
1106303	1	460
1106304	0	39
1106304	1	643
1106305	0	14
1106305	1	242
1106306	0	14
1106306	1	256
1106307	1	3
1106308	0	19
1106308	1	361
1106309	0	40
1106309	1	419
1106310	0	34
1106310	1	377
1106311	0	13
1106311	1	391
1106312	0	13
1106312	1	321
1106313	0	17
1106313	1	217
1106314	0	14
1106314	1	183
1106315	0	23
1106315	1	409
1106316	0	31
1106316	1	384
1106317	0	29
1106317	1	377
1106318	0	15
1106318	1	288
1106319	0	15
1106319	1	298
1106320	0	24
1106320	1	200
1106321	0	17
1106321	1	283
1106322	0	14
1106322	1	257
1106323	0	25
1106323	1	429
1106324	0	5
1106324	1	295
1106325	0	25
1106325	1	480
1106326	0	12
1106326	1	200
1106327	0	11
1106327	1	197
1106328	0	39
1106328	1	458
1106329	0	19
1106329	1	204
1106401	0	7
1106401	1	163
1106402	0	16
1106402	1	238
1106403	0	13
1106403	1	278
1106404	0	26
1106404	1	349
1106405	0	19
1106405	1	303
1106406	0	12
1106406	1	297
1106407	0	24
1106407	1	415
1106408	0	19
1106408	1	454
1106409	1	255
1106410	0	14
1106410	1	273
1106411	0	10
1106411	1	266
1106412	0	11
1106412	1	269
1106413	0	14
1106413	1	300
1106414	0	23
1106414	1	332
1106415	0	19
1106415	1	220
1106416	0	19
1106416	1	174
1106417	0	20
1106417	1	308
1106418	0	18
1106418	1	268
1106501	0	16
1106501	1	303
1106502	0	20
1106502	1	301
1106503	0	34
1106503	1	282
1106504	0	12
1106504	1	367
1106505	0	27
1106505	1	340
1106506	0	24
1106506	1	414
1106507	0	24
1106507	1	398
1106508	0	40
1106508	1	432
1106509	0	37
1106509	1	457
1106510	0	21
1106510	1	294
1106511	0	43
1106511	1	475
1106512	0	15
1106512	1	342
1106513	0	37
1106513	1	294
1106514	0	20
1106514	1	306
1106515	0	57
1106515	1	462
1106516	0	18
1106516	1	184
1106517	0	4
1106517	1	204
1106518	0	23
1106518	1	324
1106519	0	22
1106519	1	235
1106520	0	15
1106520	1	264
1106521	0	17
1106521	1	307
1106522	0	14
1106522	1	212
1106523	0	12
1106523	1	335
1106524	0	11
1106524	1	194
1106525	0	14
1106525	1	198
1106526	0	9
1106526	1	453
1106527	0	27
1106527	1	349
1106528	0	15
1106528	1	415
1106529	0	29
1106529	1	362
1106601	0	10
1106601	1	198
1106602	0	3
1106602	1	163
1106603	0	23
1106603	1	260
1106604	0	20
1106604	1	340
1106605	0	17
1106605	1	347
1106606	0	15
1106606	1	184
1106607	0	41
1106607	1	321
1106608	0	7
1106608	1	168
1106609	0	15
1106609	1	295
1106610	0	40
1106610	1	274
1106611	0	24
1106611	1	282
1106612	0	19
1106612	1	350
1106613	0	20
1106613	1	208
1106701	0	24
1106701	1	341
1106702	0	33
1106702	1	384
1106703	0	20
1106703	1	311
1106704	0	19
1106704	1	150
1106705	0	13
1106705	1	296
1106706	0	27
1106706	1	302
1106707	0	37
1106707	1	334
1106708	0	30
1106708	1	384
1106709	0	36
1106709	1	321
1106710	0	32
1106710	1	484
1106711	0	16
1106711	1	284
1106712	0	31
1106712	1	514
1106713	0	24
1106713	1	327
1106714	0	28
1106714	1	464
1106715	0	30
1106715	1	598
1106716	0	18
1106716	1	371
1106717	0	17
1106717	1	265
1106718	0	22
1106718	1	343
1106719	0	22
1106719	1	369
1106720	0	40
1106720	1	291
1106721	0	28
1106721	1	198
1106722	0	21
1106722	1	302
1106723	0	22
1106723	1	392
1106724	0	27
1106724	1	412
1106725	0	14
1106725	1	272
1106726	0	30
1106726	1	366
1106727	0	14
1106727	1	445
1106728	0	5
1106728	1	172
1106729	0	28
1106729	1	559
1106801	0	18
1106801	1	210
1106802	0	18
1106802	1	234
1106803	0	18
1106803	1	247
1106804	0	10
1106804	1	203
1106805	0	34
1106805	1	381
1106806	0	26
1106806	1	250
1106807	0	24
1106807	1	299
1106808	0	5
1106808	1	367
1106809	0	37
1106809	1	380
1106810	0	18
1106810	1	308
1106811	0	26
1106811	1	283
1106901	0	15
1106901	1	232
1106902	0	28
1106902	1	490
1106903	0	24
1106903	1	249
1106904	0	24
1106904	1	370
1106905	0	12
1106905	1	129
1106906	0	28
1106906	1	304
1106907	0	10
1106907	1	262
1106908	0	20
1106908	1	213
1106909	0	8
1106909	1	193
1106910	0	11
1106910	1	289
1106911	0	15
1106911	1	210
1106912	0	16
1106912	1	270
1106913	0	26
1106913	1	297
1106914	0	27
1106914	1	406
1106915	0	25
1106915	1	374
1106916	0	33
1106916	1	325
1106917	0	23
1106917	1	252
1106918	0	17
1106918	1	299
1106919	0	12
1106919	1	386
1107001	0	12
1107001	1	403
1107002	0	7
1107002	1	92
1107003	0	19
1107003	1	400
1107004	1	133
1107005	0	33
1107005	1	580
1107006	0	27
1107006	1	513
1107007	0	9
1107007	1	224
1107008	0	13
1107008	1	337
1107010	0	22
1107010	1	440
1107011	0	38
1107011	1	467
1107012	0	21
1107012	1	383
1107013	0	9
1107013	1	316
1107014	0	11
1107014	1	432
1107015	0	43
1107015	1	606
1107016	0	23
1107016	1	326
1107017	0	21
1107017	1	286
1107018	0	48
1107018	1	481
1107019	0	40
1107019	1	454
1107020	0	15
1107020	1	396
1107021	0	19
1107021	1	625
1107022	0	27
1107022	1	386
1107023	0	20
1107023	1	438
1107024	0	19
1107024	1	243
1107025	0	25
1107025	1	269
1107026	0	16
1107026	1	249
1107027	0	33
1107027	1	533
1107028	0	19
1107028	1	481
1107029	0	16
1107029	1	380
1107030	0	24
1107030	1	310
1107031	1	412
1107032	0	42
1107032	1	555
1107101	0	24
1107101	1	195
1107102	0	16
1107102	1	234
1107103	0	36
1107103	1	308
1107104	0	18
1107104	1	179
1107105	0	19
1107105	1	301
1107106	0	32
1107106	1	482
1107107	0	31
1107107	1	581
1107108	0	14
1107108	1	346
1107109	0	13
1107109	1	246
1107110	0	15
1107110	1	331
1107111	0	14
1107111	1	185
1107112	0	14
1107112	1	294
1107113	0	24
1107113	1	309
1107114	0	21
1107114	1	238
1107115	0	16
1107115	1	295
1107116	0	13
1107116	1	284
1107117	0	21
1107117	1	289
1107118	1	5
1107119	0	23
1107119	1	225
1107120	0	8
1107120	1	253
1107121	0	14
1107121	1	203
1107122	0	25
1107122	1	397
1107123	0	14
1107123	1	194
1107124	0	39
1107124	1	474
1107125	0	19
1107125	1	190
1107126	0	13
1107126	1	81
1107127	0	15
1107127	1	231
1107128	0	20
1107128	1	374
1107201	0	19
1107201	1	340
1107202	0	26
1107202	1	350
1107203	0	7
1107203	1	246
1107204	0	19
1107204	1	406
1107205	0	12
1107205	1	452
1107206	0	21
1107206	1	319
1107207	0	13
1107207	1	182
1107208	0	36
1107208	1	500
1107209	0	26
1107209	1	312
1107210	0	22
1107210	1	436
1107211	0	40
1107211	1	730
1107212	0	22
1107212	1	259
1107214	0	7
1107214	1	310
1107215	0	12
1107215	1	428
1107216	0	20
1107216	1	377
1107217	0	52
1107217	1	668
1107218	0	23
1107218	1	393
1107219	0	40
1107219	1	532
1107220	0	36
1107220	1	492
1107221	0	28
1107221	1	305
1107222	0	10
1107222	1	217
1107224	0	15
1107224	1	487
1107225	0	40
1107225	1	625
1107226	0	33
1107226	1	610
1107227	0	29
1107227	1	532
1107228	0	34
1107228	1	579
1107301	1	4
1107302	0	32
1107302	1	267
1107303	0	17
1107303	1	394
1107304	0	6
1107304	1	225
1107305	0	4
1107305	1	209
1107306	0	23
1107306	1	209
1107307	0	15
1107307	1	362
1107308	0	13
1107308	1	262
1107309	0	5
1107309	1	166
1107310	0	21
1107310	1	313
1107311	0	14
1107311	1	218
1107312	0	7
1107312	1	216
1107313	0	23
1107313	1	121
1107314	0	13
1107314	1	292
1107401	0	18
1107401	1	246
1107402	0	15
1107402	1	291
1107403	0	32
1107403	1	442
1107404	0	21
1107404	1	449
1107405	0	34
1107405	1	399
1107406	0	12
1107406	1	199
1107407	0	12
1107407	1	341
1107408	0	5
1107408	1	251
1107409	0	44
1107409	1	610
1107410	0	16
1107410	1	207
1107411	0	21
1107411	1	366
1107412	0	27
1107412	1	454
1107413	0	32
1107413	1	491
1107414	0	31
1107414	1	449
1107415	0	29
1107415	1	508
1107416	0	14
1107416	1	378
1107417	0	16
1107417	1	287
1107418	0	30
1107418	1	347
1107419	0	20
1107419	1	305
1107420	0	31
1107420	1	389
1107421	0	21
1107421	1	407
1107422	0	44
1107422	1	421
1107423	0	28
1107423	1	302
1107425	0	45
1107425	1	428
1107426	0	11
1107426	1	308
1107427	0	35
1107427	1	453
1107601	0	11
1107601	1	241
1107602	0	5
1107602	1	201
1107603	0	36
1107603	1	494
1107604	0	10
1107604	1	329
1107605	0	6
1107605	1	358
1107606	0	37
1107606	1	429
1107607	0	24
1107607	1	261
1107608	0	22
1107608	1	401
1107609	0	9
1107609	1	375
1107610	0	17
1107610	1	348
1107611	0	21
1107611	1	182
1107612	0	28
1107612	1	235
1107613	0	18
1107613	1	323
1107614	0	40
1107614	1	402
1107615	0	13
1107615	1	501
1107616	0	26
1107616	1	383
1107617	0	30
1107617	1	464
1107618	0	17
1107618	1	229
1107619	0	8
1107619	1	245
1107620	0	10
1107620	1	210
1107621	0	20
1107621	1	256
1107701	0	24
1107701	1	329
1107702	0	26
1107702	1	486
1107703	0	32
1107703	1	308
1107704	0	11
1107704	1	272
1107705	0	10
1107705	1	173
1107706	0	32
1107706	1	206
1107707	0	21
1107707	1	408
1107708	0	35
1107708	1	463
1107709	0	20
1107709	1	340
1107710	0	8
1107710	1	202
1107711	0	27
1107711	1	423
1107712	0	11
1107712	1	196
1107713	0	37
1107713	1	493
1107714	0	16
1107714	1	297
1107715	0	26
1107715	1	375
1107716	0	32
1107716	1	546
1107717	0	31
1107717	1	389
1107718	0	35
1107718	1	431
1107719	0	37
1107719	1	357
1107720	0	18
1107720	1	556
1107721	0	15
1107721	1	280
1107722	0	12
1107722	1	235
1107723	0	22
1107723	1	422
1107724	0	10
1107724	1	229
1107725	0	3
1107725	1	208
1107726	0	27
1107726	1	427
1107727	0	39
1107727	1	327
1107728	0	13
1107728	1	340
1107729	0	29
1107729	1	369
1107730	0	34
1107730	1	389
1107731	0	15
1107731	1	493
1107732	0	17
1107732	1	213
1107733	0	25
1107733	1	410
1107734	0	4
1107734	1	230
1107735	0	3
1107736	0	17
1107736	1	113
1107737	0	28
1107737	1	176
1107738	0	6
1107738	1	200
1107739	0	3
1107739	1	231
1107740	0	24
1107740	1	561
1107741	0	18
1107741	1	216
1107742	0	25
1107742	1	305
1107743	0	19
1107743	1	211
1107744	0	14
1107744	1	301
1107745	0	13
