SA1_7DIGITCODE_2016	medianTotalPersonalIncome
1108418	24128
1108419	30368
1108420	31148
1108421	31980
1108422	26156
1108423	28444
1108424	25532
1108425	36764
1108426	33956
1108427	34372
1108428	26052
1108429	20592
1108430	37856
1108431	24856
1108432	25844
1108433	27664
1108434	38584
1108435	23868
1108436	23556
1108438	34216
1108439	38792
1108440	25532
1108441	27352
1108442	32604
1108443	28236
1108444	29224
1108445	25480
1108446	25376
1108501	
1108502	31408
1108503	55900
1108504	26104
1108505	29068
1108506	29536
1108507	25584
1108508	25116
1108509	26208
1108510	35464
1108511	24700
1108512	25428
1108513	32760
1108514	25012
1108515	27352
1108516	33176
1108517	32032
1108518	25688
1108519	40040
1108520	19448
1108521	5616
1108522	23868
1108523	24492
1108524	28548
1108525	40248
1108526	41184
1108527	38272
1108528	24232
1108529	25168
1108530	25532
1108531	27300
1108601	29432
1108602	29900
1108603	30316
1108604	25740
1108605	34008
1108606	29900
1108607	27404
1108608	31044
1108609	31460
1108610	27612
1108611	31616
1108612	34112
1108613	32864
1108701	26156
1108702	24128
1108703	23608
1108704	24284
1108705	23972
1108706	24076
1108707	26312
1108708	23452
1108709	25896
1108710	28236
1108711	27820
1108712	20904
1108713	25220
1108801	
1108802	39468
1108803	35828
1108804	40768
1108805	32812
1108806	38636
1108807	
1108808	35048
1108809	38272
1108810	32396
1108811	37492
1108812	38064
1108813	37804
1108814	34684
1108815	27456
1108816	31252
1108817	29588
1108818	33228
1108819	33176
1108820	32032
1108901	35724
1108902	31616
1108903	29172
1108904	24700
1108905	36400
1108906	30524
1108907	38740
1108908	26936
1108909	22620
1108910	24960
1108911	31616
1108912	29900
1108913	27248
1108914	29952
1108915	28184
1108916	35620
1108917	29536
1108918	30264
1108919	26156
1108920	28600
1108921	31356
1108922	36608
1108923	20540
1108924	30212
1108925	21840
1108926	25064
1108927	
1108928	28444
1108929	32968
1108930	32448
1108931	32604
1108932	34840
1108933	33124
1108934	35672
1108935	29744
1108936	20072
1108937	25220
1108938	46800
1108939	32032
1108940	34944
1108941	29536
1108942	24232
1108943	30160
1108944	27872
1108945	30368
1108946	27508
1108947	33904
1108948	28652
1108949	27404
1108950	28496
1108951	36764
1108952	19344
1108953	
1108954	28184
1108955	31408
1108956	27924
1109001	27924
1109002	
1109003	29224
1109004	29900
1109005	30420
1109006	25636
1109007	24180
1109008	26728
1109009	31148
1109010	24908
1109011	24180
1109012	32760
1109013	25740
1109014	32292
1109015	28860
1109101	24128
1109102	26884
1109103	30056
1109105	30004
1109106	37700
1109107	32448
1109108	24648
1109109	25792
1109110	27352
1109111	27664
1109113	35620
1109115	24648
1109116	28808
1109117	
1109118	27040
1109121	32344
1109122	21840
1109123	29432
1109124	29224
1109125	28756
1109126	24960
1109127	29328
1109128	29640
1109129	34164
1109130	25532
1109131	22464
1109132	33644
1109133	27352
1109134	25376
1109135	22620
1109136	31824
1109137	
1109138	26728
1109139	30264
1109140	24648
1109141	26728
1109201	39624
1109202	40976
1109203	34424
1109204	40456
1109205	23192
1109207	23660
1109208	23556
1109209	22412
1109210	25376
1109211	30836
1109212	43108
1109213	32812
1109301	16120
1109302	45864
1109303	43732
1109304	38272
1109305	36244
1109306	34528
1109307	32240
1109308	51220
1109309	41236
1109310	35568
1109311	37908
1109312	43888
1109313	24648
1109315	
1109316	
1109317	39728
1109401	30524
1109402	24336
1109403	22204
1109404	35620
1109405	36556
1109406	32916
1109407	26728
1109408	45500
1109409	26728
1109410	23452
1109411	27716
1109412	28080
1109413	26884
1109414	26832
1109501	31512
1109502	40560
1109503	30680
1109504	41080
1109505	41080
1109506	34320
1109507	29900
1109508	31772
1109509	37336
1109510	31824
1109511	24440
1109512	35412
1109513	30784
1109514	24128
1109515	
1109601	19968
1109603	24648
1109604	31304
1109605	36920
1109606	24440
1109607	23972
1109608	17784
1109610	55536
1109611	21580
1109612	29900
1109613	37232
1109614	26156
1109615	26572
1109616	20332
1109617	18772
1109618	25012
1109619	20904
1109620	24128
1109621	21892
1109622	21528
1109623	24440
1109624	23296
1109625	
1109626	
1109627	26468
1109701	24804
1109702	29276
1109703	33540
1109704	24856
1109705	25480
1109706	26104
1109707	30732
1109708	28288
1109709	36504
1109710	58500
1109711	27768
1109712	26312
1109713	34112
1109714	27664
1109715	34216
1109716	37700
1109717	37544
1109718	26832
1109719	31928
1109720	25844
1109721	27768
1109722	25272
1109723	28756
1109724	31148
1109725	25792
1109726	24388
1109727	26884
1109728	24232
1109729	25272
1109730	39520
1109731	24752
1109732	25168
1109733	26832
1109734	25272
1109735	24700
1109736	28080
1109737	29120
1109738	23764
1109739	27872
1109740	25012
1109741	22308
1109742	28756
1109743	26104
1109744	25324
1109745	25376
1109746	24700
1109747	25324
1109748	27040
1109749	26156
1109750	27248
1109751	27092
1109752	35464
1109801	21840
1109802	22048
1109803	28236
1109804	34060
1109805	42224
1109806	31980
1109807	29172
1109808	20436
1109809	34008
1109810	37700
1109811	16588
1109901	24076
1109902	23972
1109903	25844
1109904	22672
1109905	25792
1109906	24180
1109907	23764
1109908	23504
1109909	19136
1109910	21060
1109911	22880
1109912	25636
1109913	24648
1109914	20644
1109915	25532
1109916	27820
1109917	25636
1109918	20176
1109919	28808
1109920	28080
1109921	29276
1109922	24700
1109923	23660
1109924	29640
1109925	34112
1109926	22516
1109927	37336
1109928	25324
1109929	21268
1110001	40300
1110002	38948
1110003	34164
1110004	39884
1110005	37284
1110006	38168
1110007	41184
1110008	25324
1110009	24180
1110010	23712
1110011	30368
1110012	31564
1110013	25376
1110014	23816
1110016	39156
1110017	44044
1110018	30784
1110019	28028
1110020	54600
1110021	45032
1110022	31772
1110023	34996
1110024	33852
1110025	31200
1110026	46488
1110027	53664
1110028	25168
1110029	52624
1110101	21944
1110102	31928
1110103	36556
1110105	42120
1110106	42068
1110107	39936
1110108	36504
1110109	36036
1110110	38428
1110111	30420
1110112	36452
1110113	32812
1110114	39416
1110115	29744
1110116	36244
1110117	32084
1110118	26936
1110119	36192
1110120	35100
1110121	35464
1110122	27508
1110123	33436
1110124	40664
1110125	37804
1110126	36816
1110127	35568
1110128	33852
1110129	35672
1110130	31200
1110132	40924
1110133	32916
1110134	43992
1110135	40196
1110136	36140
1110137	26312
1110138	52572
1110139	36660
1110140	56316
1110141	53560
1110201	28912
1110202	36036
1110203	28756
1110204	23816
1110205	34632
1110206	28132
1110208	25792
1110209	27352
1110210	39936
1110212	35152
1110213	33436
1110214	39676
1110215	46280
1110216	50700
1110217	40092
1110219	25636
1110220	34164
1110221	
1110222	40716
1110223	
1110224	43680
1110301	34788
1110302	33332
1110303	36348
1110304	41912
1110305	38376
1110306	44460
1110307	39364
1110308	39312
1110309	40820
1110310	28288
1110311	37232
1110312	39832
1110313	39312
1110314	29380
1110315	31408
1110316	28340
1110317	32760
1110318	32448
1110401	24960
1110402	26676
1110403	25220
1110404	33956
1110405	41288
1110406	29380
1110407	31200
1110408	27768
1110409	24544
1110410	25168
1110411	25428
1110412	28600
1110413	27924
1110414	
1110415	25324
1110416	35464
1110501	29900
1110502	38116
1110503	25688
1110504	25636
1110506	26936
1110507	21684
1110508	25220
1110509	29588
1110510	32812
1110511	23816
1110512	31096
1110513	30680
1110514	38844
1110515	38168
1110516	26624
1110517	38740
1110518	46800
1110519	31616
1110520	33176
1110601	14456
1110602	22256
1110603	30524
1110604	19604
1110605	19396
1110606	20904
1110607	25480
1110608	26156
1110609	24908
1110610	24648
1110611	27352
1110612	21008
1110613	32760
1110614	36660
1110615	38636
1110616	34892
1110617	30316
1110618	36452
1110619	27820
1110620	23296
1110621	23660
1110622	23608
1110623	23452
1110624	28496
1110701	34164
1110702	27144
1110703	36140
1110704	38012
1110705	43628
1110706	39364
1110707	44876
1110708	38740
1110709	31044
1110710	34944
1110712	27300
1110713	33124
1110714	36660
1110715	46956
1110716	38584
1110717	34736
1110718	32864
1110719	44200
1110720	34320
1110722	36140
1110723	29744
1110724	39156
1110725	44720
1110726	44512
1110801	23244
1110803	33644
1110804	13624
1110805	34580
1110806	23868
1110807	28080
1110808	24648
1110809	31096
1110810	27300
1110811	27404
1110812	20592
1110813	25636
1110814	30368
1110815	28912
1110816	29328
1110817	25012
1110818	22828
1110819	25740
1110820	23972
1110821	26676
1110822	26884
1110823	28340
1110824	24648
1110825	20176
1110826	30992
1110827	29328
1110828	43680
1110829	26728
1110830	26104
1110831	26208
1110832	23868
1110833	31356
1110834	29640
1110835	28600
1110836	24440
1110837	26468
1110838	24804
1110839	26988
1110840	28080
1110841	27924
1110842	33280
1110843	25272
1110844	25480
1110845	22568
1110847	29484
1110848	26572
1110849	24180
1110850	36816
1110851	31252
1110852	25688
1110853	24752
1110854	27508
1110855	31616
1110856	30784
1110857	21944
1110901	28652
1110902	29744
1110903	24388
1110904	25064
1110905	27924
1110906	36556
1110907	25168
1110908	24648
1110909	25740
1110910	29588
1110911	26260
1110912	40144
1110913	41080
1110914	38220
1110915	33956
1110916	34060
1110917	34060
1110918	28756
1110919	33228
1110920	31720
1110921	22204
1110922	31616
1110923	27820
1111001	35256
1111002	28756
1111003	25792
1111004	26572
1111005	27612
1111006	25532
1111007	26884
1111008	24180
1111009	24908
1111010	23868
1111011	35724
1111012	33592
1111013	35984
1111014	32760
1111015	28236
1111016	26572
1111017	27196
1111018	26728
1111019	27196
1111020	30836
1111021	39000
1111022	25844
1111023	29640
1111024	41860
1111025	31980
1111026	29120
1111027	36348
1111101	24388
1111102	29172
1111103	19552
1111104	22984
1111105	30004
1111106	29900
1111107	24336
1111108	24388
1111109	24804
1111110	25116
1111111	24180
1111112	48256
1111113	26936
1111114	25636
1111115	25064
1111116	24700
1111117	31096
1111118	34840
1111119	35152
1111121	24544
1111122	25116
1111123	31044
1111124	23816
1111125	22152
1111126	30212
1111127	26988
1111128	24544
1111129	25532
1111130	29016
1111131	30992
1111132	28132
1111133	24284
1111134	27768
1111135	24960
1111136	28756
1111137	
1111138	33540
1111139	
1111140	24804
1111141	38896
1111142	21632
1111143	26832
1111144	22152
1111145	32708
1111146	
1111147	30472
1111148	35568
1111149	43888
1111201	43108
1111202	39988
1111203	33280
1111204	42744
1111205	35724
1111206	30524
1111207	26780
1111208	23816
1111209	34944
1111210	40352
1111211	36036
1111212	51272
1111213	24804
1111214	35880
1111215	28340
1111216	29692
1111217	42692
1111218	32240
1111219	26624
1111220	34684
1111221	39208
1111222	23244
1111223	36400
1111224	43108
1111225	36244
1111226	45916
1111227	39988
1111228	34008
1111229	30992
1111230	25480
1111231	39832
1111232	28028
1111233	33904
1111234	33540
1111235	37076
1111237	43680
1111238	39468
1111240	25116
1111241	23764
1111242	35932
1111244	40560
1111245	58500
1111246	44044
1111247	46020
1111248	50908
1111249	40768
1111301	25272
1111302	28912
1111303	31512
1111304	23296
1111305	28496
1111306	30472
1111307	27924
1111308	31720
1111309	35932
1111310	31408
1111311	39208
1111312	39780
1111313	39988
1111314	38428
1111315	30056
1111401	31252
1111402	23660
1111403	29536
1111404	47164
1111405	28236
1111406	34060
1111408	25220
1111409	24544
1111410	30108
1111411	27664
1111412	25064
1111413	47112
1111414	43212
1111501	50544
1111502	24388
1111503	23036
1111504	27820
1111505	29224
1111506	31096
1111507	30264
1111508	31512
1111509	29796
1111510	26832
1111511	34060
1111512	33904
1111513	20488
1111514	31772
1111515	30108
1111516	34580
1111517	40092
1111518	30004
1111519	26728
1111520	35360
1111521	30108
1111524	41860
1111525	45032
1111526	36088
1111527	30004
1111528	28444
1111529	31460
1111530	34788
1111531	33436
1111532	30264
1111533	32760
1111534	34320
1111535	36556
1111536	23036
1111537	35724
1111538	42588
1111539	38012
1111541	29588
1111542	26676
1111543	37128
1111544	27508
1111545	25220
1111546	35516
1111547	31928
1111548	31512
1111549	38220
1111550	36504
1111551	34164
1111552	37284
1111553	44200
1111554	26988
1111555	45084
1111556	46800
1111557	46176
1111558	41288
1111559	32292
1111561	39416
1111562	
1111563	25324
1111564	28756
1111565	40196
1111566	36764
1111567	39832
1111568	26936
1111569	22152
1111570	35828
1111571	59436
1111572	18980
1111573	52364
1111601	40560
1111602	38584
1111603	34112
1111604	43836
1111605	36920
1111606	51480
1111607	34424
1111608	38064
1111609	36452
1111610	39468
1111611	34216
1111612	41704
1111613	39520
1111614	36400
1111615	32032
1111616	44564
1111701	24752
1111702	32396
1111704	33020
1111705	38688
1111706	34840
1111707	48984
1111708	32448
1111709	29172
1111710	24180
1111711	25116
1111712	36140
1111713	38064
1111715	23608
1111716	35724
1111717	32708
1111718	40300
1111719	24596
1111720	28964
1111721	20332
1111722	25584
1111723	33904
1111724	35568
1111725	23972
1111726	34112
1111727	34632
1111728	27456
1111730	25012
1111731	30368
1111732	38064
1111733	29432
1111734	30056
1111735	28132
1111736	25896
1111737	26312
1111738	28912
1111739	31980
1111740	35464
1111741	35204
1111742	36972
1111743	27716
1111744	11700
1111745	42432
1111746	24336
1111747	42276
1111748	37700
1111749	40404
1111750	34996
1111801	39156
1111802	25636
1111803	37180
1111804	41236
1111805	36920
1111806	36400
1111807	40924
1111808	31460
1111809	37440
1111810	41340
1111811	36192
1111812	32916
1111813	43316
1111814	37960
1111815	
1111816	43264
1111817	38220
1111819	26260
1111820	31304
1111821	30368
1111822	40872
1111823	48048
1111824	45552
1111901	27924
1111902	34892
1111903	31928
1111904	36660
1111906	28808
1111907	28132
1111908	
1111909	21372
1111910	26364
1111911	24960
1111912	30628
1111913	26312
1111914	29328
1111915	27924
1111916	28392
1111917	
1111918	36140
1111919	
1111920	23296
1112001	37700
1112002	24648
1112003	24076
1112004	25688
1112005	14248
1112006	24180
1112007	25480
1112008	24284
1112009	26884
1112010	28080
1112011	23192
1112012	27352
1112013	25480
1112014	24804
1112015	29328
1112016	25272
1112017	
1112018	23088
1112101	30940
1112102	34684
1112103	29588
1112104	32292
1112105	26104
1112106	26832
1112107	27768
1112108	25272
1112109	25324
1112110	30524
1112111	
1112112	
1112113	46800
1112114	23348
1112115	28704
1112116	33644
1112117	30056
1112118	32812
1112119	26832
1112120	31512
1112121	33124
1112122	26208
1112123	24128
1112124	26260
1112125	30264
1112126	30940
1112127	33904
1112128	31824
1112129	25740
1112130	32136
1112131	28652
1112133	35828
1112134	29328
1112135	39936
1112136	31356
1112137	31460
1112138	30784
1112139	29900
1112140	26572
1112141	29952
1112142	36608
1112143	28392
1112144	31824
1112145	26208
1112146	24232
1112147	31928
1112148	29328
1112149	28288
1112150	25220
1112151	26936
1112152	25012
1112153	32916
1112154	30784
1112155	32448
1112156	26572
1112157	29484
1112158	30784
1112201	31044
1112202	25792
1112203	20748
1112204	24544
1112205	32344
1112206	29120
1112207	20852
1112208	24024
1112209	28548
1112210	30212
1112211	24908
1112212	27716
1112213	31304
1112214	23192
1112215	24492
1112216	29484
1112217	40092
1112218	34736
1112219	30940
1112220	32864
1112221	33436
1112222	23608
1112223	20176
1112224	22204
1112225	29224
1112226	26156
1112227	39624
1112228	35568
1112229	35724
1112230	25116
1112231	36868
1112232	33748
1112233	41184
1112234	25532
1112301	34060
1112302	36660
1112303	36452
1112304	41080
1112305	38116
1112306	42172
1112307	34892
1112308	38428
1112309	36556
1112310	33644
1112311	39052
1112312	32032
1112313	37492
1112314	39988
1112315	38636
1112401	26468
1112402	24284
1112403	25636
1112404	24284
1112405	24076
1112406	24804
1112407	25792
1112408	23660
1112409	26728
1112410	25428
1112411	26572
1112412	30108
1112413	25584
1112414	24804
1112415	
1112416	
1112501	25428
1112502	24960
1112503	35412
1112504	50336
1112505	
1112506	26676
1112507	28288
1112508	
1112509	65208
1112510	26104
1112511	25532
1112512	32656
1112513	41288
1112514	18876
1112515	22828
1112516	34996
1112517	22568
1112518	34320
1112519	34632
1112520	33540
1112521	42328
1112522	38896
1112523	37700
1112524	39884
1112525	33852
1112526	43940
1112527	40352
1112528	35360
1112529	39104
1112530	38480
1112531	41340
1112532	32708
1112533	
1112534	34684
1112535	46332
1112536	33176
1112537	33904
1112601	26884
1112602	51012
1112603	26156
1112604	35464
1112605	38064
1112606	25116
1112607	28860
1112608	33384
1112609	34268
1112610	38584
1112611	34840
1112612	31616
1112613	37336
1112614	33644
1112615	34788
1112616	39052
1112617	21580
1112618	46800
1112619	44720
1112620	35204
1112621	21164
1112622	24492
1112623	32344
1112624	28704
1112625	25740
1112626	43316
1112627	47476
1112628	25428
1112629	34736
1112630	39416
1112631	30316
1112632	23036
1112633	38896
1112634	39624
1112635	
1112701	25584
1112702	42224
1112703	33280
1112704	
1112705	27768
1112706	37232
1112707	35412
1112708	33280
1112709	37492
1112710	41236
1112711	27196
1112712	33956
1112801	25272
1112802	29900
1112803	29120
1112804	37128
1112805	38428
1112806	40352
1112807	39416
1112808	36920
1112809	37700
1112810	43732
1112811	37336
1112812	34528
1112813	28912
1112901	27456
1112902	31824
1112903	33540
1112904	26156
1112905	41860
1112906	43836
1112907	45344
1112908	34372
1112909	34060
1112910	37804
1112911	34112
1112912	30836
1112913	34684
1112914	24388
1112915	26156
1112916	27508
1112917	28132
1112918	37856
1112919	23400
1112920	47528
1112921	24700
1112922	23972
1112923	24388
1113101	24180
1113102	33956
1113103	22412
1113104	29120
