SA1_7DIGITCODE_2016	AgeStudent	students
4102821	20-24	9
4102821	25+	16
4102822	0-4	3
4102822	5-14	60
4102822	15-19	22
4102822	25+	12
4102823	0-4	4
4102823	5-14	45
4102823	15-19	21
4102823	20-24	4
4102823	25+	15
4102824	0-4	3
4102824	5-14	87
4102824	15-19	38
4102824	20-24	11
4102824	25+	14
4102825	0-4	12
4102825	5-14	88
4102825	15-19	33
4102825	20-24	16
4102825	25+	14
4102826	0-4	3
4102826	5-14	43
4102826	15-19	14
4102826	20-24	10
4102826	25+	9
4102827	0-4	3
4102827	5-14	94
4102827	15-19	31
4102827	20-24	12
4102827	25+	13
4102828	0-4	7
4102828	5-14	34
4102828	15-19	17
4102828	20-24	10
4102828	25+	10
4102829	0-4	6
4102829	5-14	69
4102829	15-19	34
4102829	20-24	9
4102829	25+	13
4102830	5-14	67
4102830	15-19	29
4102830	20-24	13
4102830	25+	21
4102832	5-14	35
4102832	15-19	9
4102832	20-24	4
4102832	25+	5
4102833	0-4	16
4102833	5-14	135
4102833	15-19	38
4102833	20-24	21
4102833	25+	49
4102834	0-4	8
4102834	5-14	86
4102834	15-19	24
4102834	20-24	4
4102834	25+	10
4102835	0-4	5
4102835	5-14	48
4102835	15-19	10
4102835	20-24	3
4102835	25+	4
4102836	0-4	3
4102836	5-14	23
4102836	15-19	16
4102836	20-24	6
4102836	25+	14
4102837	0-4	7
4102837	5-14	21
4102837	15-19	5
4102837	20-24	4
4102837	25+	7
4102838	0-4	5
4102838	5-14	31
4102838	15-19	16
4102838	20-24	15
4102838	25+	18
4102839	5-14	12
4102840	0-4	7
4102840	5-14	81
4102840	15-19	28
4102840	20-24	6
4102840	25+	21
4102841	0-4	3
4102841	5-14	68
4102841	15-19	12
4102841	25+	3
4102842	0-4	8
4102842	5-14	43
4102842	15-19	19
4102842	25+	16
4102843	5-14	15
4102843	15-19	11
4102843	20-24	6
4102843	25+	3
4102844	5-14	55
4102844	15-19	19
4102844	20-24	8
4102844	25+	19
4102845	5-14	31
4102845	15-19	12
4102845	25+	9
4102846	5-14	16
4102846	15-19	8
4102846	25+	3
4102847	0-4	6
4102847	5-14	46
4102847	15-19	16
4102847	20-24	9
4102847	25+	10
4102848	0-4	6
4102848	5-14	64
4102848	15-19	31
4102848	20-24	11
4102848	25+	10
4102849	0-4	6
4102849	5-14	71
4102849	15-19	30
4102849	20-24	8
4102849	25+	16
4102850	0-4	19
4102850	5-14	84
4102850	15-19	25
4102850	20-24	8
4102850	25+	14
4102851	0-4	7
4102851	5-14	92
4102851	15-19	32
4102851	20-24	13
4102851	25+	20
4102852	0-4	8
4102852	5-14	78
4102852	15-19	28
4102852	20-24	23
4102852	25+	29
4102853	0-4	10
4102853	5-14	64
4102853	15-19	12
4102853	20-24	8
4102853	25+	26
4102901	0-4	3
4102901	5-14	30
4102901	15-19	10
4102901	20-24	5
4102901	25+	10
4102902	0-4	10
4102902	5-14	50
4102902	15-19	13
4102902	20-24	3
4102902	25+	22
4102903	0-4	5
4102903	5-14	64
4102903	15-19	39
4102903	20-24	15
4102903	25+	13
4102904	0-4	5
4102904	5-14	53
4102904	15-19	24
4102904	20-24	6
4102904	25+	17
4102905	0-4	4
4102905	5-14	58
4102905	15-19	27
4102905	20-24	7
4102905	25+	3
4102906	0-4	5
4102906	5-14	49
4102906	15-19	19
4102906	25+	15
4102907	0-4	8
4102907	5-14	53
4102907	15-19	15
4102907	20-24	3
4102907	25+	8
4102909	0-4	6
4102909	5-14	55
4102909	15-19	19
4102909	20-24	6
4102909	25+	12
4102910	5-14	28
4102910	15-19	11
4102910	20-24	14
4102910	25+	6
4102911	0-4	12
4102911	5-14	52
4102911	15-19	15
4102911	20-24	10
4102911	25+	13
4102912	5-14	28
4102912	15-19	16
4102912	20-24	3
4102912	25+	5
4102913	0-4	20
4102913	5-14	94
4102913	15-19	32
4102913	20-24	5
4102913	25+	25
4102914	0-4	5
4102914	5-14	37
4102914	15-19	12
4102914	25+	3
4102915	0-4	6
4102915	5-14	63
4102915	15-19	20
4102915	20-24	7
4102915	25+	14
4102916	0-4	11
4102916	5-14	66
4102916	15-19	23
4102916	20-24	8
4102916	25+	21
4102917	0-4	17
4102917	5-14	113
4102917	15-19	29
4102917	20-24	9
4102917	25+	28
4102918	0-4	13
4102918	5-14	57
4102918	15-19	24
4102918	20-24	15
4102918	25+	17
4102920	0-4	6
4102920	5-14	108
4102920	15-19	41
4102920	20-24	12
4102920	25+	11
4102921	0-4	4
4102921	5-14	85
4102921	15-19	28
4102921	20-24	13
4102921	25+	21
4102923	0-4	3
4102923	5-14	48
4102923	15-19	17
4102923	20-24	9
4102923	25+	15
4102924	0-4	4
4102924	5-14	71
4102924	15-19	27
4102924	20-24	4
4102924	25+	12
4102925	0-4	7
4102925	5-14	40
4102925	15-19	22
4102925	20-24	9
4102925	25+	15
4102926	0-4	4
4102926	5-14	34
4102926	15-19	12
4102926	20-24	3
4102926	25+	11
4102927	5-14	48
4102927	15-19	22
4102927	20-24	6
4102927	25+	9
4102928	0-4	10
4102928	5-14	57
4102928	15-19	22
4102928	20-24	3
4102928	25+	14
4102929	0-4	4
4102929	5-14	70
4102929	15-19	26
4102929	20-24	6
4102929	25+	12
4102930	0-4	9
4102930	5-14	35
4102930	15-19	12
4102930	20-24	5
4102930	25+	14
4102931	0-4	35
4102931	5-14	145
4102931	15-19	35
4102931	20-24	32
4102931	25+	47
4102932	0-4	5
4102932	5-14	62
4102932	15-19	18
4102932	20-24	7
4102932	25+	13
4102933	0-4	25
4102933	5-14	97
4102933	15-19	25
4102933	20-24	20
4102933	25+	46
4102934	0-4	10
4102934	5-14	91
4102934	15-19	28
4102934	20-24	4
4102934	25+	16
4102935	0-4	11
4102935	5-14	92
4102935	15-19	22
4102935	20-24	15
4102935	25+	25
4102936	0-4	13
4102936	5-14	65
4102936	15-19	27
4102936	20-24	9
4102936	25+	18
4102937	0-4	5
4102937	5-14	78
4102937	15-19	27
4102937	20-24	6
4102937	25+	16
4102938	0-4	3
4102938	5-14	31
4102938	15-19	11
4102938	25+	17
4102939	0-4	15
4102939	5-14	84
4102939	15-19	26
4102939	20-24	6
4102939	25+	13
4102940	0-4	10
4102940	5-14	114
4102940	15-19	23
4102940	20-24	17
4102940	25+	27
4102941	0-4	15
4102941	5-14	72
4102941	15-19	16
4102941	20-24	5
4102941	25+	11
4103001	0-4	4
4103001	5-14	31
4103001	15-19	16
4103001	20-24	9
4103001	25+	26
4103003	0-4	6
4103003	5-14	68
4103003	15-19	34
4103003	20-24	12
4103003	25+	26
4103004	0-4	6
4103004	5-14	65
4103004	15-19	15
4103004	20-24	5
4103004	25+	18
4103005	0-4	6
4103005	5-14	66
4103005	15-19	15
4103005	20-24	3
4103005	25+	15
4103006	0-4	3
4103006	5-14	55
4103006	15-19	18
4103006	20-24	10
4103006	25+	20
4103007	0-4	4
4103007	5-14	56
4103007	15-19	26
4103007	20-24	5
4103007	25+	21
4103008	5-14	52
4103008	15-19	20
4103008	20-24	3
4103008	25+	16
4103009	0-4	7
4103009	5-14	54
4103009	15-19	36
4103009	20-24	11
4103009	25+	18
4103010	0-4	7
4103010	5-14	45
4103010	15-19	19
4103010	20-24	7
4103010	25+	21
4103011	0-4	4
4103011	5-14	27
4103011	15-19	18
4103011	20-24	3
4103011	25+	16
4103012	0-4	5
4103012	5-14	54
4103012	15-19	30
4103012	20-24	12
4103012	25+	23
4103013	0-4	6
4103013	5-14	35
4103013	15-19	10
4103013	20-24	8
4103013	25+	12
4103014	0-4	7
4103014	5-14	32
4103014	15-19	14
4103014	20-24	6
4103014	25+	21
4103015	0-4	3
4103015	5-14	52
4103015	15-19	18
4103015	20-24	3
4103015	25+	6
4103017	5-14	18
4103017	15-19	3
4103017	20-24	3
4103017	25+	10
4103018	5-14	39
4103018	15-19	19
4103018	20-24	3
4103018	25+	22
4103019	0-4	9
4103019	5-14	75
4103019	15-19	29
4103019	20-24	11
4103019	25+	18
4103020	5-14	12
4103020	15-19	6
4103020	20-24	5
4103020	25+	9
4103021	0-4	4
4103021	5-14	37
4103021	15-19	18
4103021	20-24	7
4103021	25+	15
4103022	0-4	4
4103022	5-14	64
4103022	15-19	29
4103022	20-24	12
4103022	25+	26
4103023	0-4	6
4103023	5-14	65
4103023	15-19	35
4103023	20-24	11
4103023	25+	28
4103024	5-14	47
4103024	15-19	10
4103024	20-24	3
4103024	25+	19
4103026	5-14	34
4103026	15-19	11
4103026	20-24	4
4103026	25+	13
4103027	5-14	16
4103027	15-19	3
4103027	20-24	3
4103027	25+	3
4103101	0-4	6
4103101	5-14	65
4103101	15-19	16
4103101	20-24	10
4103101	25+	12
4103102	5-14	42
4103102	15-19	28
4103102	20-24	10
4103102	25+	13
4103103	5-14	26
4103103	15-19	30
4103103	20-24	4
4103103	25+	11
4103104	5-14	24
4103104	15-19	7
4103104	20-24	8
4103104	25+	7
4103105	0-4	3
4103105	5-14	48
4103105	15-19	16
4103105	20-24	4
4103105	25+	12
4103106	0-4	10
4103106	5-14	52
4103106	15-19	40
4103106	20-24	13
4103106	25+	20
4103107	5-14	31
4103107	15-19	22
4103107	20-24	6
4103107	25+	19
4103108	0-4	6
4103108	5-14	40
4103108	15-19	15
4103108	20-24	10
4103108	25+	16
4103109	0-4	9
4103109	5-14	54
4103109	15-19	14
4103109	20-24	14
4103109	25+	30
4103110	0-4	10
4103110	5-14	63
4103110	15-19	28
4103110	20-24	10
4103110	25+	34
4103111	0-4	3
4103111	5-14	55
4103111	15-19	20
4103111	20-24	10
4103111	25+	21
4103112	5-14	25
4103112	15-19	16
4103112	20-24	7
4103112	25+	3
4103113	0-4	3
4103113	5-14	80
4103113	15-19	27
4103113	20-24	3
4103113	25+	20
4103114	0-4	6
4103114	5-14	47
4103114	15-19	16
4103114	20-24	10
4103114	25+	15
4103115	0-4	7
4103115	5-14	39
4103115	15-19	22
4103115	20-24	3
4103115	25+	14
4103116	0-4	5
4103116	5-14	40
4103116	15-19	17
4103116	20-24	5
4103116	25+	11
4103117	0-4	4
4103117	5-14	28
4103117	15-19	5
4103117	20-24	3
4103117	25+	12
4103118	0-4	9
4103118	5-14	41
4103118	15-19	14
4103118	20-24	10
4103118	25+	20
4103119	5-14	32
4103119	15-19	14
4103119	20-24	11
4103119	25+	11
4103120	0-4	3
4103120	5-14	61
4103120	15-19	25
4103120	20-24	15
4103120	25+	19
4103121	0-4	4
4103121	5-14	46
4103121	15-19	24
4103121	20-24	14
4103121	25+	37
4103122	0-4	3
4103122	5-14	29
4103122	15-19	14
4103122	20-24	9
4103122	25+	7
4103123	0-4	10
4103123	5-14	64
4103123	15-19	23
4103123	20-24	14
4103123	25+	23
4103124	5-14	42
4103124	15-19	31
4103124	20-24	14
4103124	25+	14
4103125	0-4	3
4103125	5-14	58
4103125	15-19	27
4103125	20-24	8
4103125	25+	17
4103126	5-14	35
4103126	15-19	20
4103126	20-24	9
4103126	25+	4
4103127	0-4	3
4103127	5-14	68
4103127	15-19	16
4103127	20-24	5
4103127	25+	20
4103128	0-4	3
4103128	5-14	40
4103128	15-19	13
4103128	20-24	3
4103128	25+	7
4103129	0-4	3
4103129	5-14	40
4103129	15-19	5
4103129	20-24	3
4103129	25+	7
4103130	0-4	4
4103130	5-14	29
4103130	15-19	20
4103130	20-24	6
4103130	25+	11
4103131	0-4	3
4103131	5-14	61
4103131	15-19	17
4103131	20-24	4
4103131	25+	22
4103201	0-4	12
4103201	5-14	75
4103201	15-19	21
4103201	20-24	21
4103201	25+	18
4103205	0-4	3
4103205	5-14	34
4103205	15-19	14
4103205	20-24	3
4103205	25+	5
4103206	0-4	3
4103206	5-14	21
4103206	15-19	19
4103206	20-24	9
4103206	25+	7
4103207	5-14	67
4103207	15-19	30
4103207	20-24	8
4103207	25+	3
4103208	0-4	9
4103208	5-14	53
4103208	15-19	22
4103208	20-24	10
4103208	25+	8
4103209	0-4	11
4103209	5-14	171
4103209	15-19	47
4103209	20-24	12
4103209	25+	22
4103210	0-4	9
4103210	5-14	152
4103210	15-19	49
4103210	20-24	7
4103210	25+	12
4103211	5-14	18
4103211	15-19	9
4103213	0-4	3
4103213	5-14	49
4103213	15-19	20
4103213	20-24	14
4103213	25+	11
4103214	0-4	13
4103214	5-14	94
4103214	15-19	19
4103214	20-24	10
4103214	25+	15
4103215	0-4	15
4103215	5-14	132
4103215	15-19	31
4103215	20-24	10
4103215	25+	31
4103216	0-4	5
4103216	5-14	59
4103216	15-19	16
4103216	20-24	3
4103216	25+	20
4103217	0-4	7
4103217	5-14	71
4103217	15-19	15
4103217	20-24	4
4103217	25+	15
4103219	0-4	11
4103219	5-14	58
4103219	15-19	30
4103219	20-24	11
4103219	25+	9
4103220	0-4	14
4103220	5-14	111
4103220	15-19	40
4103220	20-24	6
4103220	25+	28
4103221	0-4	3
4103221	5-14	26
4103221	15-19	9
4103221	20-24	7
4103221	25+	26
4103223	0-4	8
4103223	5-14	41
4103223	15-19	16
4103223	20-24	15
4103223	25+	19
4103224	0-4	5
4103224	5-14	43
4103224	15-19	12
4103224	20-24	3
4103224	25+	18
4103225	0-4	7
4103225	5-14	36
4103225	15-19	17
4103225	20-24	6
4103225	25+	21
4103226	0-4	16
4103226	5-14	58
4103226	15-19	17
4103226	25+	25
4103227	0-4	9
4103227	5-14	72
4103227	15-19	21
4103227	20-24	13
4103227	25+	19
4103228	0-4	16
4103228	5-14	109
4103228	15-19	29
4103228	20-24	17
4103228	25+	23
4103229	0-4	12
4103229	5-14	100
4103229	15-19	21
4103229	20-24	15
4103229	25+	25
4103230	0-4	14
4103230	5-14	140
4103230	15-19	34
4103230	20-24	16
4103230	25+	41
4103301	5-14	28
4103301	15-19	20
4103301	20-24	6
4103301	25+	6
4103302	0-4	3
4103302	5-14	29
4103302	15-19	20
4103302	20-24	3
4103302	25+	8
4103303	0-4	3
4103303	5-14	23
4103303	15-19	7
4103303	20-24	6
4103303	25+	3
4103304	5-14	43
4103304	15-19	16
4103304	20-24	9
4103304	25+	5
4103305	5-14	39
4103305	15-19	18
4103305	20-24	9
4103305	25+	4
4103306	5-14	34
4103306	15-19	20
4103306	20-24	4
4103306	25+	11
4103307	5-14	8
4103308	0-4	3
4103308	5-14	47
4103308	15-19	37
4103308	20-24	18
4103308	25+	6
4103309	0-4	3
4103309	5-14	18
4103309	15-19	12
4103309	20-24	5
4103309	25+	3
4103401	0-4	3
4103401	5-14	60
4103401	15-19	15
4103401	20-24	4
4103401	25+	16
4103402	0-4	4
4103402	5-14	61
4103402	15-19	28
4103402	20-24	10
4103402	25+	9
4103403	0-4	4
4103403	5-14	45
4103403	15-19	20
4103403	20-24	5
4103403	25+	11
4103404	0-4	3
4103404	5-14	42
4103404	15-19	16
4103404	20-24	3
4103404	25+	9
4103405	0-4	5
4103405	5-14	55
4103405	15-19	20
4103405	20-24	3
4103405	25+	4
4103406	5-14	35
4103406	15-19	5
4103406	25+	11
4103407	0-4	9
4103407	5-14	64
4103407	15-19	21
4103407	20-24	11
4103407	25+	18
4103408	5-14	25
4103408	15-19	4
4103408	20-24	6
4103408	25+	9
4103409	5-14	40
4103409	15-19	14
4103409	20-24	11
4103409	25+	13
4103410	0-4	7
4103410	5-14	33
4103410	15-19	17
4103410	20-24	5
4103410	25+	17
4103411	5-14	22
4103411	15-19	10
4103411	20-24	3
4103411	25+	5
4103412	0-4	3
4103412	5-14	40
4103412	15-19	22
4103412	20-24	9
4103412	25+	13
4103413	0-4	11
4103413	5-14	55
4103413	15-19	15
4103413	20-24	8
4103413	25+	22
4103414	0-4	4
4103414	5-14	39
4103414	15-19	15
4103414	20-24	4
4103414	25+	10
4103415	0-4	3
4103415	5-14	52
4103415	15-19	8
4103415	20-24	5
4103415	25+	19
4103416	5-14	51
4103416	15-19	15
4103416	20-24	5
4103416	25+	7
4103417	0-4	7
4103417	5-14	63
4103417	15-19	21
4103417	20-24	10
4103417	25+	16
4103418	0-4	8
4103418	5-14	55
4103418	15-19	23
4103418	20-24	7
4103418	25+	12
4103419	0-4	5
4103419	5-14	32
4103419	15-19	14
4103419	20-24	5
4103419	25+	10
4103420	0-4	4
4103420	5-14	33
4103420	15-19	13
4103420	20-24	4
4103420	25+	8
4103421	0-4	4
4103421	5-14	86
4103421	15-19	28
4103421	20-24	17
4103421	25+	12
4103422	5-14	31
4103422	15-19	14
4103422	20-24	5
4103422	25+	12
4103423	0-4	8
4103423	5-14	54
4103423	15-19	12
4103423	20-24	4
4103423	25+	6
4103424	0-4	8
4103424	5-14	73
4103424	15-19	18
4103424	20-24	7
4103424	25+	17
4103425	0-4	8
4103425	5-14	36
4103425	15-19	15
4103425	20-24	13
4103425	25+	19
4103426	0-4	3
4103426	5-14	74
4103426	15-19	24
4103426	20-24	7
4103426	25+	14
4103427	0-4	9
4103427	5-14	95
4103427	15-19	25
4103427	20-24	4
4103427	25+	16
4103428	5-14	18
4103428	15-19	14
4103428	20-24	3
4103428	25+	7
4103429	0-4	10
4103429	5-14	72
4103429	15-19	28
4103429	20-24	17
4103429	25+	34
4103502	5-14	33
4103502	15-19	15
4103502	20-24	3
4103502	25+	4
4103503	0-4	6
4103503	5-14	34
4103503	15-19	8
4103503	20-24	7
4103503	25+	7
4103504	5-14	13
4103504	15-19	3
4103505	5-14	40
4103505	15-19	11
4103505	20-24	3
4103505	25+	4
4103506	5-14	18
4103506	15-19	10
4103506	20-24	7
4103506	25+	3
4103507	0-4	4
4103507	5-14	47
4103507	15-19	13
4103507	20-24	15
4103507	25+	5
4103510	0-4	11
4103510	5-14	30
4103510	15-19	11
4103510	20-24	11
4103510	25+	14
4103511	0-4	3
4103511	5-14	24
4103511	15-19	11
4103511	20-24	3
4103511	25+	3
4103513	0-4	4
4103513	5-14	27
4103513	15-19	14
4103513	20-24	13
4103513	25+	15
4103514	0-4	18
4103514	5-14	77
4103514	15-19	19
4103514	20-24	7
4103514	25+	6
4103515	5-14	37
4103515	15-19	26
4103515	20-24	9
4103515	25+	12
4103601	5-14	20
4103601	15-19	12
4103601	20-24	17
4103601	25+	12
4103603	0-4	5
4103603	5-14	68
4103603	15-19	34
4103603	20-24	22
4103603	25+	22
4103604	0-4	5
4103604	5-14	55
4103604	15-19	22
4103604	20-24	12
4103604	25+	24
4103605	0-4	6
4103605	5-14	76
4103605	15-19	30
4103605	20-24	14
4103605	25+	35
4103606	0-4	4
4103606	5-14	34
4103606	15-19	22
4103606	20-24	9
4103606	25+	16
4103607	0-4	3
4103607	5-14	77
4103607	15-19	40
4103607	20-24	12
4103607	25+	23
4103608	5-14	51
4103608	15-19	25
4103608	20-24	18
4103608	25+	29
4103609	0-4	7
4103609	5-14	51
4103609	15-19	10
4103609	20-24	11
4103609	25+	17
4103610	0-4	3
4103610	5-14	76
4103610	15-19	24
4103610	20-24	27
4103610	25+	37
4103611	0-4	11
4103611	5-14	74
4103611	15-19	23
4103611	20-24	20
4103611	25+	31
4103612	0-4	3
4103612	5-14	66
4103612	15-19	36
4103612	20-24	32
4103612	25+	44
4103613	0-4	4
4103613	5-14	41
4103613	15-19	21
4103613	20-24	15
4103613	25+	34
4103614	0-4	3
4103614	5-14	28
4103614	15-19	14
4103614	20-24	16
4103614	25+	15
4103615	0-4	8
4103615	5-14	38
4103615	15-19	23
4103615	20-24	31
4103615	25+	40
4103616	0-4	3
4103616	5-14	82
4103616	15-19	29
4103616	20-24	23
4103616	25+	35
4103617	0-4	3
4103617	5-14	51
4103617	15-19	25
4103617	20-24	21
4103617	25+	27
4103618	0-4	5
4103618	5-14	57
4103618	15-19	27
4103618	20-24	16
4103618	25+	38
4103619	5-14	58
4103619	15-19	25
4103619	20-24	14
4103619	25+	38
4103620	0-4	9
4103620	5-14	43
4103620	15-19	29
4103620	20-24	32
4103620	25+	44
4103621	0-4	6
4103621	5-14	65
4103621	15-19	36
4103621	20-24	32
4103621	25+	40
4103622	0-4	11
4103622	5-14	53
4103622	15-19	30
4103622	20-24	25
4103622	25+	40
4103623	0-4	3
4103623	5-14	77
4103623	15-19	21
4103623	20-24	19
4103623	25+	24
4103624	0-4	3
4103624	5-14	26
4103624	15-19	11
4103624	20-24	9
4103624	25+	24
4103625	0-4	7
4103625	5-14	66
4103625	15-19	21
4103625	20-24	10
4103625	25+	29
4103626	0-4	5
4103626	5-14	70
4103626	15-19	28
4103626	20-24	12
4103626	25+	27
4103627	0-4	3
4103627	5-14	32
4103627	15-19	13
4103627	20-24	13
4103627	25+	23
4103628	0-4	9
4103628	5-14	62
4103628	15-19	17
4103628	20-24	16
4103628	25+	35
4103629	0-4	4
4103629	5-14	46
4103629	15-19	20
4103629	20-24	3
4103629	25+	22
4103630	0-4	12
4103630	5-14	69
4103630	15-19	20
4103630	20-24	14
4103630	25+	30
4103631	0-4	5
4103631	5-14	65
4103631	15-19	26
4103631	20-24	23
4103631	25+	33
4103632	0-4	5
4103632	5-14	40
4103632	15-19	21
4103632	20-24	23
4103632	25+	31
4103633	0-4	8
4103633	5-14	56
4103633	15-19	15
4103633	20-24	23
4103633	25+	22
4103634	0-4	5
4103634	5-14	39
4103634	15-19	16
4103634	20-24	16
4103634	25+	27
4103635	0-4	5
4103635	5-14	18
4103635	15-19	16
4103635	20-24	25
4103635	25+	29
4103636	0-4	6
4103636	5-14	63
4103636	15-19	18
4103636	20-24	20
4103636	25+	44
4103637	0-4	6
4103637	5-14	61
4103637	15-19	19
4103637	20-24	9
4103637	25+	25
4103638	0-4	3
4103638	5-14	40
4103638	15-19	12
4103638	20-24	18
4103638	25+	23
4103639	0-4	5
4103639	5-14	25
4103639	15-19	11
4103639	20-24	3
4103639	25+	19
4103640	0-4	9
4103640	5-14	67
4103640	15-19	16
4103640	20-24	17
4103640	25+	20
4103641	0-4	3
4103641	5-14	46
4103641	15-19	19
4103641	20-24	19
4103641	25+	35
4103642	0-4	3
4103642	5-14	30
4103642	15-19	23
4103642	20-24	13
4103642	25+	18
4103643	0-4	6
4103643	5-14	55
4103643	15-19	21
4103643	20-24	25
4103643	25+	31
4103644	0-4	6
4103644	5-14	46
4103644	15-19	17
4103644	20-24	9
4103644	25+	26
4103646	0-4	9
4103646	5-14	39
4103646	15-19	13
4103646	20-24	23
4103646	25+	39
4103649	0-4	4
4103649	5-14	19
4103649	15-19	17
4103649	20-24	11
4103649	25+	17
4103650	0-4	3
4103650	5-14	18
4103650	15-19	3
4103650	20-24	5
4103650	25+	18
4103701	0-4	3
4103701	5-14	59
4103701	15-19	18
4103701	20-24	18
4103701	25+	15
4103702	0-4	8
4103702	5-14	60
4103702	15-19	25
4103702	20-24	16
4103702	25+	17
4103703	0-4	7
4103703	5-14	39
4103703	15-19	23
4103703	20-24	7
4103703	25+	21
4103704	0-4	6
4103704	5-14	50
4103704	15-19	25
4103704	20-24	10
4103704	25+	19
4103705	0-4	6
4103705	5-14	31
4103705	15-19	18
4103705	20-24	10
4103705	25+	21
4103706	0-4	8
4103706	5-14	46
4103706	15-19	27
4103706	20-24	12
4103706	25+	20
4103707	0-4	4
4103707	5-14	45
4103707	15-19	6
4103707	20-24	11
4103707	25+	20
4103708	5-14	28
4103708	15-19	18
4103708	20-24	12
4103708	25+	16
4103709	0-4	7
4103709	5-14	64
4103709	15-19	21
4103709	20-24	19
4103709	25+	22
4103710	5-14	44
4103710	15-19	12
4103710	20-24	3
4103710	25+	12
4103711	0-4	3
4103711	5-14	27
4103711	15-19	14
4103711	20-24	4
4103711	25+	29
4103714	0-4	7
4103714	5-14	49
4103714	15-19	33
4103714	20-24	15
4103714	25+	27
4103715	0-4	3
4103715	5-14	33
4103715	15-19	23
4103715	20-24	10
4103715	25+	25
4103717	0-4	3
4103717	5-14	49
4103717	15-19	13
4103717	20-24	7
4103717	25+	28
4103718	0-4	3
4103718	5-14	43
4103718	15-19	17
4103718	20-24	4
4103718	25+	13
4103719	0-4	3
4103719	5-14	38
4103719	15-19	16
4103719	20-24	9
4103719	25+	27
4103720	0-4	4
4103720	5-14	43
4103720	15-19	17
4103720	20-24	3
4103720	25+	25
4103721	0-4	6
4103721	5-14	37
4103721	15-19	18
4103721	20-24	13
4103721	25+	34
4103722	0-4	4
4103722	5-14	32
4103722	15-19	9
4103722	20-24	3
4103722	25+	7
4103723	5-14	51
4103723	15-19	17
4103723	20-24	7
4103723	25+	15
4103725	0-4	7
4103725	5-14	56
4103725	15-19	18
4103725	20-24	6
4103725	25+	10
4103726	0-4	5
4103726	5-14	26
4103726	15-19	8
4103726	20-24	9
4103726	25+	15
4103727	0-4	10
4103727	5-14	50
4103727	15-19	25
4103727	20-24	16
4103727	25+	17
4103728	0-4	7
4103728	5-14	63
4103728	15-19	30
4103728	20-24	11
4103728	25+	29
4103729	0-4	7
4103729	5-14	60
4103729	15-19	12
4103729	20-24	15
4103729	25+	13
4103730	0-4	3
4103730	5-14	87
4103730	15-19	35
4103730	20-24	15
4103730	25+	26
4103732	0-4	4
4103732	5-14	48
4103732	15-19	21
4103732	20-24	3
4103732	25+	9
4103733	0-4	3
4103733	5-14	38
4103733	15-19	18
4103733	20-24	7
4103733	25+	17
4103734	0-4	4
4103734	5-14	46
4103734	15-19	20
4103734	20-24	4
4103734	25+	19
4103735	0-4	12
4103735	5-14	56
4103735	15-19	22
4103735	20-24	7
4103735	25+	31
4103737	0-4	6
4103737	5-14	54
4103737	15-19	29
4103737	20-24	18
4103737	25+	21
4103738	0-4	5
4103738	5-14	27
4103738	15-19	25
4103738	20-24	9
4103738	25+	23
4103739	5-14	58
4103739	15-19	27
4103739	20-24	14
4103739	25+	21
4103740	0-4	3
4103740	5-14	28
4103740	15-19	10
4103740	20-24	15
4103740	25+	19
4103741	0-4	15
4103741	5-14	54
4103741	15-19	26
4103741	20-24	19
4103741	25+	24
4103742	0-4	6
4103742	5-14	60
4103742	15-19	22
4103742	20-24	12
4103742	25+	22
4103743	0-4	7
4103743	5-14	52
4103743	15-19	19
4103743	20-24	9
4103743	25+	16
4103744	0-4	3
4103744	5-14	24
4103744	15-19	14
4103744	20-24	4
4103744	25+	13
4103745	0-4	3
4103745	5-14	14
4103745	15-19	7
4103745	20-24	7
4103745	25+	6
4103746	0-4	11
4103746	5-14	52
4103746	15-19	34
4103746	20-24	22
4103746	25+	42
4103747	0-4	9
4103747	5-14	67
4103747	15-19	19
4103747	20-24	9
4103747	25+	33
4103748	5-14	35
4103748	15-19	12
4103748	20-24	4
4103748	25+	10
4103749	5-14	24
4103749	15-19	12
4103749	20-24	11
4103749	25+	17
4103750	0-4	4
4103750	5-14	46
4103750	15-19	15
4103750	20-24	15
4103750	25+	9
4103751	0-4	4
4103751	5-14	50
4103751	15-19	33
4103751	20-24	11
4103751	25+	21
4103752	5-14	44
4103752	15-19	13
4103752	20-24	12
4103752	25+	15
4103753	0-4	25
4103753	5-14	74
4103753	15-19	36
4103753	20-24	42
4103753	25+	51
4103754	5-14	35
4103754	15-19	17
4103754	20-24	9
4103754	25+	15
4103755	0-4	8
4103755	5-14	65
4103755	15-19	35
4103755	20-24	25
4103755	25+	49
4103756	0-4	5
4103756	5-14	73
4103756	15-19	18
4103756	20-24	12
4103756	25+	10
4103757	0-4	3
4103757	5-14	11
4103757	15-19	16
4103757	20-24	9
4103757	25+	3
4103758	0-4	15
4103758	5-14	83
4103758	15-19	54
4103758	20-24	58
4103758	25+	100
4103759	0-4	8
4103759	5-14	50
4103759	15-19	8
4103759	20-24	8
4103759	25+	12
4103760	0-4	5
4103760	5-14	36
4103760	15-19	22
4103760	20-24	9
4103760	25+	23
4103801	0-4	5
4103801	5-14	53
4103801	15-19	24
4103801	20-24	19
4103801	25+	34
4103802	0-4	3
4103802	5-14	46
4103802	15-19	20
4103802	20-24	26
4103802	25+	11
4103803	0-4	12
4103803	5-14	52
4103803	15-19	16
4103803	20-24	26
4103803	25+	38
