SA1_7DIGITCODE_2016	AgeStudent	students
4103804	0-4	8
4103804	5-14	35
4103804	15-19	19
4103804	20-24	27
4103804	25+	29
4103805	0-4	6
4103805	5-14	51
4103805	15-19	20
4103805	20-24	16
4103805	25+	23
4103806	0-4	8
4103806	5-14	42
4103806	15-19	17
4103806	20-24	17
4103806	25+	34
4103807	0-4	6
4103807	5-14	67
4103807	15-19	17
4103807	20-24	12
4103807	25+	51
4103808	0-4	3
4103808	5-14	39
4103808	15-19	32
4103808	20-24	15
4103808	25+	29
4103809	0-4	4
4103809	5-14	53
4103809	15-19	17
4103809	20-24	8
4103809	25+	18
4103810	0-4	11
4103810	5-14	35
4103810	15-19	14
4103810	20-24	23
4103810	25+	17
4103811	0-4	9
4103811	5-14	46
4103811	15-19	26
4103811	20-24	25
4103811	25+	50
4103812	0-4	3
4103812	5-14	32
4103812	15-19	17
4103812	20-24	11
4103812	25+	15
4103813	0-4	10
4103813	5-14	50
4103813	15-19	27
4103813	20-24	40
4103813	25+	51
4103814	0-4	9
4103814	5-14	87
4103814	15-19	26
4103814	20-24	22
4103814	25+	37
4103815	0-4	9
4103815	5-14	51
4103815	15-19	26
4103815	20-24	22
4103815	25+	29
4103816	0-4	3
4103816	5-14	49
4103816	15-19	15
4103816	20-24	23
4103816	25+	26
4103817	0-4	10
4103817	5-14	40
4103817	15-19	25
4103817	20-24	24
4103817	25+	34
4103818	0-4	6
4103818	5-14	49
4103818	15-19	15
4103818	20-24	9
4103818	25+	28
4103819	0-4	4
4103819	5-14	39
4103819	15-19	16
4103819	20-24	14
4103819	25+	20
4103820	0-4	13
4103820	5-14	88
4103820	15-19	24
4103820	20-24	15
4103820	25+	33
4103821	0-4	6
4103821	5-14	55
4103821	15-19	22
4103821	20-24	12
4103821	25+	27
4103822	5-14	60
4103822	15-19	25
4103822	20-24	18
4103822	25+	43
4103823	0-4	3
4103823	5-14	44
4103823	15-19	23
4103823	20-24	14
4103823	25+	17
4103824	0-4	3
4103824	5-14	54
4103824	15-19	31
4103824	20-24	12
4103824	25+	24
4103825	0-4	9
4103825	5-14	90
4103825	15-19	41
4103825	20-24	27
4103825	25+	42
4103826	0-4	3
4103826	5-14	30
4103826	15-19	10
4103826	20-24	12
4103826	25+	20
4103827	5-14	35
4103827	15-19	21
4103827	20-24	10
4103827	25+	10
4103828	0-4	10
4103828	5-14	65
4103828	15-19	13
4103828	20-24	18
4103828	25+	24
4103829	0-4	10
4103829	5-14	61
4103829	15-19	27
4103829	20-24	40
4103829	25+	27
4103830	0-4	10
4103830	5-14	36
4103830	15-19	21
4103830	20-24	19
4103830	25+	33
4103831	0-4	9
4103831	5-14	37
4103831	15-19	13
4103831	20-24	11
4103831	25+	26
4103832	0-4	5
4103832	5-14	36
4103832	15-19	16
4103832	20-24	22
4103832	25+	23
4103833	0-4	13
4103833	5-14	70
4103833	15-19	23
4103833	20-24	21
4103833	25+	45
4103834	0-4	5
4103834	5-14	48
4103834	15-19	17
4103834	20-24	19
4103834	25+	16
4103835	0-4	11
4103835	5-14	75
4103835	15-19	37
4103835	20-24	25
4103835	25+	48
4103836	0-4	3
4103836	5-14	10
4103836	15-19	5
4103836	20-24	9
4103836	25+	14
4103837	0-4	3
4103837	5-14	25
4103837	15-19	11
4103837	20-24	16
4103837	25+	32
4103838	0-4	3
4103838	5-14	41
4103838	15-19	18
4103838	20-24	16
4103838	25+	38
4103839	0-4	6
4103839	5-14	31
4103839	15-19	9
4103839	20-24	26
4103839	25+	28
4104001	5-14	36
4104001	15-19	14
4104001	20-24	4
4104001	25+	13
4104002	0-4	5
4104002	5-14	51
4104002	15-19	20
4104002	20-24	9
4104002	25+	20
4104003	0-4	3
4104003	5-14	25
4104003	15-19	15
4104003	25+	19
4104004	5-14	45
4104004	15-19	15
4104004	20-24	5
4104004	25+	21
4104005	0-4	10
4104005	5-14	49
4104005	15-19	20
4104005	20-24	8
4104005	25+	20
4104006	0-4	8
4104006	5-14	48
4104006	15-19	19
4104006	20-24	14
4104006	25+	20
4104007	0-4	3
4104007	5-14	33
4104007	15-19	22
4104007	20-24	6
4104007	25+	14
4104008	0-4	3
4104008	5-14	33
4104008	15-19	16
4104008	20-24	5
4104008	25+	6
4104009	0-4	4
4104009	5-14	27
4104009	15-19	7
4104009	20-24	5
4104009	25+	9
4104010	0-4	3
4104010	5-14	23
4104010	15-19	7
4104010	25+	6
4104011	0-4	8
4104011	5-14	99
4104011	15-19	37
4104011	20-24	21
4104011	25+	25
4104012	0-4	7
4104012	5-14	56
4104012	15-19	9
4104012	20-24	3
4104012	25+	13
4104013	0-4	3
4104013	5-14	86
4104013	15-19	26
4104013	20-24	8
4104013	25+	14
4104014	5-14	15
4104014	15-19	10
4104014	20-24	3
4104014	25+	4
4104015	0-4	4
4104015	5-14	47
4104015	15-19	27
4104015	20-24	7
4104015	25+	9
4104016	0-4	4
4104016	5-14	51
4104016	15-19	24
4104016	20-24	7
4104016	25+	5
4104017	0-4	3
4104017	5-14	99
4104017	15-19	28
4104017	20-24	19
4104017	25+	34
4104018	0-4	5
4104018	5-14	77
4104018	15-19	18
4104018	20-24	12
4104018	25+	16
4104019	0-4	5
4104019	5-14	43
4104019	15-19	13
4104019	20-24	14
4104019	25+	16
4104020	0-4	3
4104020	5-14	34
4104020	15-19	14
4104020	20-24	8
4104020	25+	10
4104021	0-4	3
4104021	5-14	25
4104021	15-19	10
4104021	20-24	3
4104021	25+	16
4104022	0-4	3
4104022	5-14	48
4104022	15-19	18
4104022	20-24	16
4104022	25+	33
4104023	0-4	3
4104023	5-14	48
4104023	15-19	21
4104023	20-24	8
4104023	25+	18
4104024	0-4	3
4104024	5-14	41
4104024	15-19	17
4104024	20-24	5
4104024	25+	21
4104025	0-4	4
4104025	5-14	57
4104025	15-19	18
4104025	20-24	15
4104025	25+	17
4104026	0-4	3
4104026	5-14	36
4104026	15-19	31
4104026	20-24	17
4104026	25+	17
4104027	0-4	6
4104027	5-14	44
4104027	15-19	24
4104027	20-24	8
4104027	25+	16
4104028	0-4	3
4104028	5-14	29
4104028	15-19	9
4104028	20-24	10
4104028	25+	17
4104030	0-4	4
4104030	5-14	46
4104030	15-19	23
4104030	20-24	8
4104030	25+	21
4104031	5-14	24
4104031	15-19	10
4104031	20-24	4
4104031	25+	20
4104032	0-4	3
4104032	5-14	37
4104032	15-19	10
4104032	20-24	7
4104032	25+	3
4104033	0-4	3
4104033	5-14	35
4104033	15-19	25
4104033	20-24	19
4104033	25+	13
4104034	0-4	3
4104034	5-14	49
4104034	15-19	24
4104034	20-24	6
4104034	25+	11
4104035	0-4	6
4104035	5-14	50
4104035	15-19	24
4104035	20-24	4
4104035	25+	8
4104036	0-4	7
4104036	5-14	33
4104036	15-19	15
4104036	25+	9
4104037	0-4	3
4104037	5-14	40
4104037	15-19	17
4104037	20-24	10
4104037	25+	15
4104101	0-4	4
4104101	5-14	48
4104101	15-19	10
4104101	20-24	8
4104101	25+	14
4104102	0-4	10
4104102	5-14	68
4104102	15-19	28
4104102	20-24	12
4104102	25+	25
4104103	0-4	4
4104103	5-14	42
4104103	15-19	12
4104103	20-24	13
4104103	25+	18
4104104	0-4	12
4104104	5-14	86
4104104	15-19	28
4104104	20-24	13
4104104	25+	29
4104105	0-4	7
4104105	5-14	53
4104105	15-19	14
4104105	20-24	3
4104105	25+	19
4104106	0-4	7
4104106	5-14	78
4104106	15-19	38
4104106	20-24	13
4104106	25+	24
4104107	5-14	50
4104107	15-19	26
4104107	20-24	9
4104107	25+	16
4104108	0-4	3
4104108	5-14	41
4104108	15-19	22
4104108	20-24	5
4104108	25+	18
4104109	5-14	41
4104109	15-19	11
4104109	20-24	12
4104109	25+	13
4104110	0-4	3
4104110	5-14	38
4104110	15-19	19
4104110	20-24	11
4104110	25+	23
4104111	0-4	5
4104111	5-14	49
4104111	15-19	17
4104111	20-24	6
4104111	25+	16
4104112	5-14	45
4104112	15-19	21
4104112	20-24	3
4104112	25+	18
4104113	0-4	3
4104113	5-14	33
4104113	15-19	16
4104113	20-24	7
4104113	25+	4
4104114	0-4	3
4104114	5-14	38
4104114	15-19	13
4104114	20-24	15
4104114	25+	23
4104115	0-4	3
4104115	5-14	27
4104115	15-19	6
4104115	20-24	7
4104115	25+	5
4104116	5-14	38
4104116	15-19	17
4104116	20-24	12
4104116	25+	13
4104117	0-4	10
4104117	5-14	56
4104117	15-19	16
4104117	20-24	5
4104117	25+	19
4104118	0-4	6
4104118	5-14	57
4104118	15-19	21
4104118	20-24	17
4104118	25+	16
4104119	0-4	9
4104119	5-14	38
4104119	15-19	7
4104119	20-24	9
4104119	25+	11
4104120	0-4	4
4104120	5-14	55
4104120	15-19	26
4104120	20-24	12
4104120	25+	14
4104121	0-4	4
4104121	5-14	36
4104121	15-19	14
4104121	20-24	6
4104121	25+	16
4104122	0-4	3
4104122	5-14	40
4104122	15-19	27
4104122	20-24	5
4104122	25+	10
4104123	0-4	4
4104123	5-14	45
4104123	15-19	20
4104123	20-24	12
4104123	25+	10
4104124	0-4	3
4104124	5-14	81
4104124	15-19	48
4104124	20-24	20
4104124	25+	20
4104125	0-4	5
4104125	5-14	68
4104125	15-19	20
4104125	20-24	12
4104125	25+	14
4104126	0-4	9
4104126	5-14	52
4104126	15-19	19
4104126	20-24	11
4104126	25+	18
4104127	0-4	3
4104127	5-14	48
4104127	15-19	37
4104127	20-24	8
4104127	25+	7
4104128	5-14	34
4104128	15-19	15
4104128	20-24	6
4104128	25+	3
4104129	5-14	53
4104129	15-19	12
4104129	20-24	10
4104129	25+	13
4104130	0-4	3
4104130	5-14	39
4104130	15-19	17
4104130	20-24	6
4104130	25+	13
4104131	0-4	3
4104131	5-14	43
4104131	15-19	24
4104131	20-24	8
4104131	25+	5
4104132	0-4	3
4104132	5-14	15
4104132	15-19	3
4104132	20-24	3
4104132	25+	9
4104133	0-4	4
4104133	5-14	28
4104133	15-19	8
4104133	20-24	3
4104133	25+	11
4104134	5-14	31
4104134	15-19	6
4104134	25+	3
4104136	0-4	9
4104136	5-14	36
4104136	15-19	17
4104136	20-24	9
4104136	25+	15
4104138	0-4	7
4104138	5-14	63
4104138	15-19	30
4104138	20-24	15
4104138	25+	10
4104201	15-19	8
4104201	20-24	34
4104201	25+	57
4104301	0-4	11
4104301	5-14	79
4104301	15-19	43
4104301	20-24	13
4104301	25+	21
4104302	0-4	6
4104302	5-14	105
4104302	15-19	52
4104302	20-24	24
4104302	25+	21
4104303	5-14	17
4104303	15-19	16
4104303	25+	3
4104304	0-4	3
4104304	5-14	61
4104304	15-19	16
4104304	20-24	19
4104304	25+	21
4104305	5-14	20
4104305	15-19	4
4104305	25+	3
4104306	0-4	11
4104306	5-14	58
4104306	15-19	23
4104306	20-24	3
4104306	25+	7
4104307	0-4	3
4104307	5-14	35
4104307	15-19	12
4104307	20-24	11
4104307	25+	6
4104308	5-14	26
4104308	15-19	15
4104308	20-24	4
4104308	25+	10
4104309	0-4	3
4104309	5-14	48
4104309	15-19	21
4104309	20-24	16
4104309	25+	20
4104310	0-4	10
4104310	5-14	52
4104310	15-19	15
4104310	20-24	13
4104310	25+	20
4104311	0-4	3
4104311	5-14	36
4104311	15-19	22
4104311	20-24	6
4104311	25+	17
4104312	0-4	3
4104312	5-14	53
4104312	15-19	22
4104312	20-24	4
4104312	25+	14
4104313	0-4	3
4104313	5-14	48
4104313	15-19	15
4104313	20-24	10
4104313	25+	17
4104314	0-4	3
4104314	5-14	52
4104314	15-19	18
4104314	20-24	11
4104314	25+	6
4104315	0-4	6
4104315	5-14	47
4104315	15-19	14
4104315	20-24	3
4104315	25+	17
4104316	0-4	6
4104316	5-14	83
4104316	15-19	33
4104316	20-24	12
4104316	25+	24
4104317	0-4	3
4104317	5-14	32
4104317	15-19	11
4104317	20-24	16
4104317	25+	16
4104318	0-4	5
4104318	5-14	48
4104318	15-19	20
4104318	20-24	14
4104318	25+	19
4104319	0-4	3
4104319	5-14	59
4104319	15-19	24
4104319	20-24	6
4104319	25+	23
4104320	5-14	53
4104320	15-19	13
4104320	20-24	7
4104320	25+	23
4104321	0-4	7
4104321	5-14	58
4104321	15-19	21
4104321	20-24	12
4104321	25+	26
4104323	0-4	14
4104323	5-14	120
4104323	15-19	38
4104323	20-24	18
4104323	25+	38
4104324	0-4	4
4104324	5-14	40
4104324	15-19	18
4104324	20-24	9
4104324	25+	13
4104325	0-4	3
4104325	5-14	18
4104325	15-19	24
4104325	20-24	11
4104325	25+	19
4104326	0-4	4
4104326	5-14	32
4104326	15-19	13
4104326	20-24	3
4104326	25+	14
4104327	5-14	16
4104327	15-19	8
4104327	20-24	9
4104327	25+	15
4104328	0-4	4
4104328	5-14	20
4104328	15-19	5
4104328	20-24	5
4104328	25+	10
4104329	0-4	4
4104329	5-14	56
4104329	15-19	20
4104329	20-24	14
4104329	25+	19
4104330	5-14	50
4104330	15-19	21
4104330	20-24	15
4104330	25+	9
4104331	0-4	12
4104331	5-14	98
4104331	15-19	46
4104331	20-24	19
4104331	25+	24
4104332	0-4	3
4104332	5-14	50
4104332	15-19	30
4104332	20-24	18
4104332	25+	9
4104333	0-4	8
4104333	5-14	71
4104333	15-19	27
4104333	20-24	13
4104333	25+	20
4104334	5-14	39
4104334	15-19	6
4104334	20-24	11
4104334	25+	11
4104335	0-4	3
4104335	5-14	37
4104335	15-19	28
4104335	20-24	8
4104335	25+	13
4104336	0-4	3
4104336	5-14	23
4104336	15-19	9
4104336	20-24	3
4104336	25+	11
4104337	0-4	13
4104337	5-14	109
4104337	15-19	38
4104337	20-24	17
4104337	25+	25
4104338	0-4	9
4104338	5-14	65
4104338	15-19	23
4104338	20-24	13
4104338	25+	24
4104340	0-4	12
4104340	5-14	77
4104340	15-19	44
4104340	20-24	17
4104340	25+	23
4104341	0-4	4
4104341	5-14	43
4104341	15-19	10
4104341	20-24	3
4104341	25+	12
4104401	0-4	11
4104401	5-14	100
4104401	15-19	45
4104401	20-24	21
4104401	25+	10
4104402	0-4	10
4104402	5-14	60
4104402	15-19	18
4104402	20-24	8
4104402	25+	14
4104403	0-4	3
4104403	5-14	59
4104403	15-19	29
4104403	20-24	6
4104403	25+	9
4104404	0-4	7
4104404	5-14	42
4104404	15-19	18
4104404	20-24	10
4104404	25+	13
4104405	0-4	7
4104405	5-14	53
4104405	15-19	23
4104405	20-24	9
4104405	25+	15
4104406	0-4	8
4104406	5-14	56
4104406	15-19	21
4104406	20-24	11
4104406	25+	22
4104407	0-4	3
4104407	5-14	79
4104407	15-19	20
4104407	20-24	8
4104407	25+	18
4104408	5-14	32
4104408	15-19	16
4104408	20-24	10
4104408	25+	6
4104409	0-4	3
4104409	5-14	66
4104409	15-19	21
4104409	20-24	10
4104409	25+	12
4104410	0-4	4
4104410	5-14	56
4104410	15-19	14
4104410	20-24	5
4104410	25+	12
4104411	0-4	9
4104411	5-14	85
4104411	15-19	22
4104411	20-24	12
4104411	25+	13
4104412	5-14	52
4104412	15-19	14
4104412	20-24	8
4104412	25+	5
4104413	0-4	3
4104413	5-14	51
4104413	15-19	13
4104413	20-24	11
4104413	25+	18
4104414	0-4	3
4104414	5-14	56
4104414	15-19	29
4104414	20-24	7
4104414	25+	11
4104415	5-14	3
4104415	25+	3
4104416	0-4	14
4104416	5-14	73
4104416	15-19	42
4104416	20-24	5
4104416	25+	16
4104417	0-4	5
4104417	5-14	67
4104417	15-19	38
4104417	20-24	9
4104417	25+	23
4104418	0-4	9
4104418	5-14	92
4104418	15-19	44
4104418	20-24	23
4104418	25+	26
4104419	0-4	9
4104419	5-14	98
4104419	15-19	35
4104419	20-24	16
4104419	25+	22
4104420	5-14	25
4104420	15-19	8
4104420	20-24	5
4104420	25+	9
4104421	0-4	5
4104421	5-14	45
4104421	15-19	25
4104421	20-24	13
4104421	25+	12
4104422	0-4	6
4104422	5-14	81
4104422	15-19	28
4104422	20-24	13
4104422	25+	17
4104423	0-4	8
4104423	5-14	89
4104423	15-19	35
4104423	20-24	18
4104423	25+	23
4104424	0-4	5
4104424	5-14	83
4104424	15-19	30
4104424	20-24	16
4104424	25+	12
4104425	0-4	4
4104425	5-14	40
4104425	15-19	18
4104425	20-24	7
4104425	25+	5
4104426	0-4	3
4104426	5-14	64
4104426	15-19	19
4104426	20-24	5
4104426	25+	12
4104427	0-4	12
4104427	5-14	45
4104427	15-19	18
4104427	20-24	8
4104427	25+	13
4104428	0-4	3
4104428	5-14	68
4104428	15-19	27
4104428	20-24	5
4104428	25+	14
4104429	5-14	67
4104429	15-19	39
4104429	20-24	6
4104429	25+	10
4104430	0-4	3
4104430	5-14	49
4104430	15-19	17
4104430	20-24	6
4104430	25+	9
4104431	0-4	5
4104431	5-14	53
4104431	15-19	15
4104431	20-24	3
4104431	25+	17
4104432	0-4	3
4104432	5-14	51
4104432	15-19	18
4104432	20-24	11
4104432	25+	10
4104433	0-4	6
4104433	5-14	40
4104433	15-19	19
4104433	20-24	9
4104433	25+	8
4104434	0-4	3
4104434	5-14	55
4104434	15-19	25
4104434	20-24	5
4104434	25+	16
4104435	5-14	58
4104435	15-19	19
4104435	20-24	6
4104435	25+	5
4104436	0-4	7
4104436	5-14	76
4104436	15-19	27
4104436	20-24	6
4104436	25+	20
4104437	0-4	6
4104437	5-14	50
4104437	15-19	15
4104437	20-24	9
4104437	25+	10
4104438	0-4	4
4104438	5-14	60
4104438	15-19	21
4104438	20-24	11
4104438	25+	18
4104601	0-4	5
4104601	5-14	50
4104601	15-19	24
4104601	20-24	8
4104601	25+	34
4104602	0-4	6
4104602	5-14	46
4104602	15-19	14
4104602	20-24	11
4104602	25+	33
4104604	5-14	56
4104604	15-19	34
4104604	20-24	18
4104604	25+	28
4104605	0-4	3
4104605	5-14	59
4104605	15-19	28
4104605	20-24	16
4104605	25+	26
4104606	0-4	8
4104606	5-14	51
4104606	15-19	20
4104606	20-24	15
4104606	25+	21
4104607	0-4	3
4104607	5-14	79
4104607	15-19	35
4104607	20-24	11
4104607	25+	12
4104608	0-4	6
4104608	5-14	19
4104608	15-19	12
4104608	20-24	7
4104608	25+	12
4104609	0-4	8
4104609	5-14	47
4104609	15-19	20
4104609	20-24	16
4104609	25+	54
4104611	0-4	4
4104611	5-14	88
4104611	15-19	26
4104611	20-24	22
4104611	25+	18
4104612	5-14	51
4104612	15-19	19
4104612	20-24	10
4104612	25+	11
4104613	5-14	38
4104613	15-19	11
4104613	20-24	3
4104613	25+	11
4104614	5-14	65
4104614	15-19	27
4104614	20-24	15
4104614	25+	28
4104615	0-4	6
4104615	5-14	61
4104615	15-19	20
4104615	20-24	10
4104615	25+	20
4104616	5-14	23
4104616	15-19	9
4104616	20-24	8
4104616	25+	16
4104617	0-4	3
4104617	5-14	57
4104617	15-19	27
4104617	20-24	12
4104617	25+	30
4104618	5-14	50
4104618	15-19	21
4104618	20-24	13
4104618	25+	25
4104619	0-4	9
4104619	5-14	52
4104619	15-19	20
4104619	20-24	6
4104619	25+	30
4104620	0-4	3
4104620	5-14	54
4104620	15-19	16
4104620	20-24	9
4104620	25+	23
4104621	0-4	3
4104621	5-14	42
4104621	15-19	20
4104621	20-24	8
4104621	25+	8
4104622	0-4	4
4104622	5-14	95
4104622	15-19	30
4104622	20-24	10
4104622	25+	38
4104625	0-4	3
4104625	5-14	24
4104625	15-19	13
4104625	20-24	8
4104625	25+	12
4104626	0-4	3
4104626	5-14	69
4104626	15-19	25
4104626	20-24	12
4104626	25+	29
4104627	0-4	8
4104627	5-14	98
4104627	15-19	18
4104627	20-24	12
4104627	25+	21
4104628	0-4	5
4104628	5-14	52
4104628	15-19	16
4104628	20-24	4
4104628	25+	19
4104629	0-4	3
4104629	5-14	50
4104629	15-19	13
4104629	20-24	12
4104629	25+	14
4104632	0-4	5
4104632	5-14	53
4104632	15-19	36
4104632	20-24	13
4104632	25+	17
4104633	0-4	3
4104633	5-14	43
4104633	15-19	20
4104633	20-24	3
4104633	25+	13
4104635	5-14	40
4104635	15-19	18
4104635	20-24	7
4104635	25+	21
4104637	0-4	3
4104637	5-14	33
4104637	15-19	6
4104637	20-24	4
4104637	25+	10
4104638	0-4	4
4104638	5-14	39
4104638	15-19	29
4104638	20-24	11
4104638	25+	17
4104639	0-4	4
4104639	5-14	23
4104639	15-19	7
4104639	20-24	6
4104639	25+	4
4104640	0-4	3
4104640	5-14	21
4104640	15-19	10
4104640	20-24	3
4104640	25+	3
4104641	0-4	4
4104641	5-14	46
4104641	15-19	23
4104641	20-24	19
4104641	25+	47
4104642	0-4	4
4104642	5-14	50
4104642	15-19	21
4104642	20-24	7
4104642	25+	15
4104643	0-4	4
4104643	5-14	36
4104643	15-19	13
4104643	20-24	12
4104643	25+	21
4104644	0-4	3
4104644	5-14	47
4104644	15-19	24
4104644	20-24	6
4104644	25+	15
4104645	0-4	3
4104645	5-14	33
4104645	15-19	12
4104645	20-24	3
4104645	25+	10
4104646	0-4	9
4104646	5-14	46
4104646	15-19	21
4104646	20-24	6
4104646	25+	24
4104701	0-4	3
4104701	5-14	26
4104701	15-19	8
4104701	20-24	3
4104701	25+	3
4104702	0-4	3
4104702	5-14	13
4104702	15-19	8
4104702	20-24	4
4104702	25+	3
4104703	0-4	3
4104703	5-14	57
4104703	15-19	20
4104703	20-24	7
4104703	25+	13
4104704	0-4	5
4104704	5-14	71
4104704	15-19	19
4104704	20-24	11
4104704	25+	8
4104705	0-4	4
4104705	5-14	80
4104705	15-19	26
4104705	20-24	15
4104705	25+	12
4104706	0-4	3
4104706	5-14	67
4104706	15-19	42
4104706	20-24	9
4104706	25+	11
4104707	0-4	6
4104707	5-14	54
4104707	15-19	16
4104707	20-24	9
4104707	25+	18
4104708	0-4	4
4104708	5-14	42
4104708	15-19	17
4104708	20-24	6
4104708	25+	10
4104709	0-4	4
4104709	5-14	56
4104709	15-19	20
4104709	20-24	5
4104709	25+	8
4104710	5-14	31
4104710	15-19	19
4104710	20-24	13
4104710	25+	6
4104711	0-4	3
4104711	5-14	49
4104711	15-19	13
4104711	20-24	9
4104711	25+	11
4104712	0-4	3
4104712	5-14	49
4104712	15-19	22
4104712	20-24	3
4104712	25+	10
4104713	0-4	5
4104713	5-14	67
4104713	15-19	19
4104713	20-24	15
4104713	25+	9
4104714	0-4	8
4104714	5-14	61
4104714	15-19	19
4104714	20-24	15
4104714	25+	18
4104715	0-4	3
4104715	5-14	34
4104715	15-19	12
4104715	20-24	7
4104715	25+	9
4104717	0-4	3
4104717	5-14	44
4104717	15-19	7
4104717	20-24	6
4104717	25+	10
4104718	0-4	6
4104718	5-14	59
4104718	15-19	28
4104718	20-24	8
4104718	25+	16
4104719	5-14	17
4104719	15-19	18
4104719	20-24	14
4104719	25+	8
4104720	5-14	33
4104720	15-19	18
4104720	20-24	7
4104720	25+	20
4104721	0-4	3
4104721	5-14	30
4104721	15-19	25
4104721	20-24	17
4104721	25+	11
4104722	5-14	57
4104722	15-19	24
4104722	20-24	8
4104722	25+	19
4104723	0-4	3
4104723	5-14	54
4104723	15-19	21
4104723	20-24	9
4104723	25+	19
4104724	0-4	9
4104724	5-14	81
4104724	15-19	17
4104724	20-24	4
4104724	25+	14
4104725	0-4	3
4104725	5-14	30
4104725	15-19	19
4104725	20-24	3
4104725	25+	12
4104726	0-4	3
4104726	5-14	35
4104726	15-19	18
4104726	20-24	11
4104726	25+	8
4104727	0-4	4
4104727	5-14	39
4104727	15-19	15
4104727	20-24	11
4104727	25+	5
4104728	0-4	3
4104728	5-14	66
4104728	15-19	23
4104728	20-24	3
4104728	25+	19
4104729	5-14	35
4104729	15-19	12
4104729	20-24	6
4104729	25+	14
4104730	0-4	3
4104730	5-14	25
4104730	15-19	16
4104730	20-24	3
4104730	25+	10
4104731	0-4	3
4104731	5-14	26
4104731	15-19	14
4104731	20-24	3
4104731	25+	9
4104732	0-4	8
4104732	5-14	65
4104732	15-19	26
4104732	20-24	11
4104732	25+	20
4104733	0-4	4
4104733	5-14	64
4104733	15-19	27
4104733	20-24	9
4104733	25+	21
4104734	5-14	32
4104734	15-19	21
4104734	20-24	6
4104734	25+	11
4104735	0-4	3
4104735	5-14	29
4104735	15-19	13
4104735	20-24	5
4104735	25+	7
4104736	0-4	6
4104736	5-14	43
4104736	15-19	15
4104736	20-24	3
4104736	25+	15
4104737	0-4	3
4104737	5-14	23
4104737	15-19	25
4104737	20-24	7
4104737	25+	7
4104738	0-4	7
4104738	5-14	59
4104738	15-19	34
4104738	20-24	14
4104738	25+	20
4104739	0-4	4
4104739	5-14	72
4104739	15-19	24
4104739	20-24	12
4104739	25+	17
4104740	5-14	23
4104740	15-19	10
4104740	20-24	3
4104740	25+	9
4104741	0-4	3
4104741	5-14	75
4104741	15-19	18
4104741	20-24	9
4104741	25+	30
4104742	5-14	20
4104742	15-19	11
4104742	20-24	3
4104742	25+	7
4104743	5-14	27
4104743	15-19	20
4104743	20-24	3
4104743	25+	13
4104744	0-4	3
4104744	5-14	54
4104744	15-19	30
4104744	20-24	18
4104744	25+	11
4104801	0-4	10
4104801	5-14	55
4104801	15-19	22
4104801	20-24	7
4104801	25+	18
4104802	15-19	5
4104802	25+	11
4104803	0-4	3
4104803	5-14	31
4104803	15-19	12
4104803	20-24	11
4104803	25+	13
4104805	0-4	4
4104805	5-14	28
4104805	15-19	20
4104805	20-24	14
4104805	25+	16
4104806	0-4	10
4104806	5-14	66
4104806	15-19	22
4104806	20-24	9
4104806	25+	22
4104807	0-4	9
4104807	5-14	67
4104807	15-19	34
4104807	20-24	14
4104807	25+	23
4104808	0-4	3
4104808	5-14	50
4104808	15-19	16
4104808	20-24	14
4104808	25+	18
4104809	0-4	6
4104809	5-14	98
4104809	15-19	15
4104809	20-24	5
4104809	25+	21
4104811	0-4	7
4104811	5-14	107
4104811	15-19	24
4104811	20-24	12
4104811	25+	13
4104812	0-4	7
4104812	5-14	74
4104812	15-19	19
4104812	20-24	7
4104812	25+	13
4104813	0-4	3
4104813	5-14	57
4104813	15-19	24
4104813	20-24	5
4104813	25+	12
4104814	0-4	6
4104814	5-14	63
4104814	15-19	27
4104814	20-24	3
4104814	25+	14
4104815	0-4	3
4104815	5-14	61
4104815	15-19	27
4104815	20-24	6
4104815	25+	30
4104816	0-4	3
4104816	5-14	40
4104816	15-19	16
4104816	25+	12
4104817	0-4	5
4104817	5-14	37
4104817	15-19	15
4104817	20-24	6
4104817	25+	15
4104820	0-4	10
4104820	5-14	73
4104820	15-19	19
4104820	20-24	7
4104820	25+	15
4104821	0-4	12
4104821	5-14	100
4104821	15-19	38
4104821	20-24	10
4104821	25+	14
4104822	0-4	5
4104822	5-14	60
4104822	15-19	23
4104822	20-24	10
4104822	25+	14
4104823	0-4	5
4104823	5-14	35
4104823	15-19	8
4104823	20-24	3
4104823	25+	13
4104824	0-4	8
4104824	5-14	47
4104824	15-19	18
4104824	20-24	11
4104824	25+	26
4104825	0-4	3
4104825	5-14	50
4104825	15-19	13
4104825	20-24	6
4104825	25+	19
4104826	0-4	8
4104826	5-14	57
4104826	15-19	19
4104826	20-24	9
4104826	25+	20
4104827	0-4	3
4104827	5-14	19
4104827	15-19	12
4104827	20-24	3
4104827	25+	10
4104829	0-4	4
4104829	5-14	43
4104829	15-19	18
4104829	20-24	17
4104829	25+	3
4104830	5-14	22
4104830	15-19	12
4104830	20-24	3
4104830	25+	13
4104832	0-4	11
4104832	5-14	64
4104832	15-19	28
4104832	20-24	12
4104832	25+	23
4104833	0-4	7
4104833	5-14	45
4104833	15-19	9
4104833	20-24	6
4104833	25+	15
4104834	5-14	47
4104834	15-19	17
4104834	20-24	9
4104834	25+	18
4104836	0-4	7
4104836	5-14	48
4104836	15-19	11
4104836	20-24	3
4104836	25+	15
4104837	0-4	5
4104837	5-14	38
4104837	15-19	18
4104837	20-24	6
4104837	25+	5
