SA1_7DIGITCODE_2016	medianMortgageRepayment
1108427	20796
1108428	17844
1108429	10536
1108430	20796
1108431	15144
1108432	17736
1108433	15600
1108434	23400
1108435	14556
1108436	12108
1108438	20400
1108439	23400
1108440	18228
1108441	18204
1108442	20604
1108443	19236
1108444	18204
1108445	9360
1108446	15336
1108501	
1108502	23400
1108503	
1108504	14472
1108505	18204
1108506	18204
1108507	10920
1108508	12000
1108509	14436
1108510	21324
1108511	18204
1108512	19500
1108513	20796
1108514	18360
1108515	18480
1108516	20796
1108517	18204
1108518	18144
1108519	23400
1108520	18852
1108521	
1108522	
1108523	16908
1108524	15600
1108525	17508
1108526	19800
1108527	19500
1108528	12996
1108529	14400
1108530	16128
1108531	16200
1108601	18108
1108602	15780
1108603	18108
1108604	15600
1108605	23664
1108606	20796
1108607	23076
1108608	23400
1108609	22848
1108610	18144
1108611	20244
1108612	18000
1108613	17364
1108701	12000
1108702	10404
1108703	12096
1108704	15600
1108705	15444
1108706	15756
1108707	12996
1108708	15600
1108709	20796
1108710	18960
1108711	9672
1108712	10008
1108713	13920
1108801	
1108802	26400
1108803	19488
1108804	25800
1108805	26004
1108806	20796
1108807	
1108808	20304
1108809	15600
1108810	20652
1108811	23400
1108812	20544
1108813	20028
1108814	20796
1108815	20544
1108816	20604
1108817	24000
1108818	20796
1108819	14256
1108820	20796
1108901	18852
1108902	18000
1108903	18156
1108904	13260
1108905	23700
1108906	19200
1108907	28596
1108908	19500
1108909	13800
1108910	18204
1108911	18204
1108912	17364
1108913	
1108914	18204
1108915	18960
1108916	22884
1108917	15600
1108918	17232
1108919	16440
1108920	14940
1108921	20028
1108922	18720
1108923	14304
1108924	18516
1108925	18204
1108926	15084
1108927	
1108928	18204
1108929	20988
1108930	20796
1108931	19800
1108932	20796
1108933	20796
1108934	23700
1108935	16644
1108936	
1108937	16380
1108938	
1108939	24000
1108940	22464
1108941	20796
1108942	
1108943	17784
1108944	19356
1108945	20796
1108946	18720
1108947	18204
1108948	19764
1108949	23148
1108950	21168
1108951	24000
1108952	
1108953	
1108954	24000
1108955	20796
1108956	18108
1109001	18204
1109002	
1109003	19200
1109004	15600
1109005	14556
1109006	15588
1109007	17940
1109008	22320
1109009	18204
1109010	18288
1109011	18204
1109012	22752
1109013	17316
1109014	18204
1109015	18204
1109101	15084
1109102	17520
1109103	20952
1109105	16692
1109106	20604
1109107	23760
1109108	18540
1109109	17676
1109110	15600
1109111	16380
1109113	25116
1109115	16200
1109116	15600
1109117	
1109118	15600
1109121	18204
1109122	12996
1109123	16644
1109124	19200
1109125	21408
1109126	16380
1109127	21960
1109128	20796
1109129	18108
1109130	18204
1109131	
1109132	22464
1109133	22248
1109134	16092
1109135	26004
1109136	15600
1109137	
1109138	18192
1109139	14820
1109140	
1109141	11652
1109201	11472
1109202	11748
1109203	9600
1109204	16200
1109205	18000
1109207	7800
1109208	6096
1109209	
1109210	36000
1109211	10404
1109212	10404
1109213	9600
1109301	
1109302	16200
1109303	15600
1109304	14820
1109305	13752
1109306	12996
1109307	16500
1109308	14748
1109309	20796
1109310	13776
1109311	21324
1109312	15648
1109313	6504
1109315	
1109316	
1109317	21936
1109401	11184
1109402	11700
1109403	7200
1109404	14400
1109405	6636
1109406	15600
1109407	4608
1109408	12696
1109409	10404
1109410	11856
1109411	9360
1109412	11700
1109413	15600
1109414	10404
1109501	15600
1109502	8100
1109503	12600
1109504	15288
1109505	19080
1109506	10404
1109507	10404
1109508	13524
1109509	14928
1109510	10404
1109511	9252
1109512	10404
1109513	10404
1109514	10920
1109515	
1109601	
1109603	
1109604	
1109605	2868
1109606	9876
1109607	17940
1109608	
1109610	8280
1109611	10404
1109612	12000
1109613	10404
1109614	5808
1109615	6000
1109616	10404
1109617	
1109618	9000
1109619	
1109620	10200
1109621	10404
1109622	7800
1109623	12204
1109624	4704
1109625	
1109626	
1109627	
1109701	9564
1109702	12996
1109703	10308
1109704	8892
1109705	9096
1109706	10404
1109707	10404
1109708	8316
1109709	13656
1109710	
1109711	18204
1109712	12996
1109713	13248
1109714	11496
1109715	15600
1109716	13260
1109717	14040
1109718	12996
1109719	15660
1109720	12996
1109721	10404
1109722	10404
1109723	11700
1109724	12996
1109725	12240
1109726	10404
1109727	10404
1109728	12996
1109729	9516
1109730	14400
1109731	12312
1109732	12012
1109733	12000
1109734	10404
1109735	9360
1109736	10740
1109737	10104
1109738	10404
1109739	9048
1109740	12996
1109741	9000
1109742	10308
1109743	10404
1109744	7800
1109745	12996
1109746	10824
1109747	11124
1109748	9528
1109749	9756
1109750	12996
1109751	11184
1109752	19200
1109801	
1109802	6900
1109803	31200
1109804	4068
1109805	
1109806	12996
1109807	7800
1109808	
1109809	
1109810	
1109811	
1109901	9096
1109902	10404
1109903	12996
1109904	11700
1109905	8448
1109906	12996
1109907	10560
1109908	13920
1109909	7800
1109910	7284
1109911	12996
1109912	9600
1109913	13488
1109914	10104
1109915	9756
1109916	15600
1109917	
1109918	10200
1109919	7308
1109920	10404
1109921	9600
1109922	7224
1109923	15600
1109924	15600
1109925	32976
1109926	6756
1109927	14040
1109928	10404
1109929	9624
1110001	20796
1110002	16908
1110003	17784
1110004	18780
1110005	19500
1110006	18456
1110007	19200
1110008	14040
1110009	13212
1110010	9396
1110011	15600
1110012	15084
1110013	15600
1110014	12996
1110016	26004
1110017	23400
1110018	17028
1110019	15600
1110020	26004
1110021	19572
1110022	16128
1110023	17424
1110024	12636
1110025	17268
1110026	26004
1110027	24228
1110028	14520
1110029	26004
1110101	15600
1110102	18204
1110103	18252
1110105	20640
1110106	20796
1110107	17376
1110108	16116
1110109	17424
1110110	17736
1110111	16896
1110112	15600
1110113	15996
1110114	17484
1110115	15804
1110116	20460
1110117	23400
1110118	15600
1110119	16896
1110120	18204
1110121	17664
1110122	15600
1110123	16860
1110124	22884
1110125	15600
1110126	15600
1110127	15600
1110128	18720
1110129	18204
1110130	16092
1110132	16356
1110133	19908
1110134	18204
1110135	16896
1110136	16020
1110137	39000
1110138	23916
1110139	18204
1110140	
1110141	25068
1110201	12996
1110202	16380
1110203	12996
1110204	14880
1110205	18996
1110206	12996
1110208	13260
1110209	11676
1110210	18204
1110212	20220
1110213	15600
1110214	19320
1110215	23880
1110216	23736
1110217	20796
1110219	20400
1110220	14400
1110221	
1110222	15600
1110223	
1110224	31200
1110301	25224
1110302	23400
1110303	18108
1110304	21324
1110305	25200
1110306	22884
1110307	24000
1110308	20796
1110309	24480
1110310	15600
1110311	16644
1110312	22068
1110313	19500
1110314	12996
1110315	18060
1110316	15600
1110317	20796
1110318	15336
1110401	8316
1110402	14124
1110403	18600
1110404	8052
1110405	13800
1110406	5004
1110407	18000
1110408	21024
1110409	15276
1110410	9096
1110411	12648
1110412	12996
1110413	10140
1110414	
1110415	12504
1110416	18852
1110501	13392
1110502	17556
1110503	8844
1110504	9000
1110506	12996
1110507	14040
1110508	12996
1110509	12240
1110510	14220
1110511	12576
1110512	11700
1110513	13260
1110514	16512
1110515	17232
1110516	14400
1110517	15084
1110518	6000
1110519	18108
1110520	20760
1110601	
1110602	10404
1110603	
1110604	7800
1110605	8580
1110606	11412
1110607	10920
1110608	11052
1110609	12996
1110610	18000
1110611	15600
1110612	8520
1110613	22104
1110614	18204
1110615	20796
1110616	12996
1110617	14880
1110618	18204
1110619	15600
1110620	12024
1110621	11964
1110622	15336
1110623	10404
1110624	12996
1110701	20796
1110702	16200
1110703	22356
1110704	26004
1110705	30000
1110706	25008
1110707	30000
1110708	24000
1110709	17868
1110710	23664
1110712	20796
1110713	19644
1110714	20796
1110715	31200
1110716	26004
1110717	26004
1110718	29184
1110719	18468
1110720	19764
1110722	19200
1110723	20076
1110724	25320
1110725	22980
1110726	25080
1110801	16116
1110803	26004
1110804	
1110805	25368
1110806	15540
1110807	17160
1110808	15600
1110809	16380
1110810	14400
1110811	18204
1110812	17676
1110813	20280
1110814	13836
1110815	15600
1110816	17160
1110817	18108
1110818	
1110819	15576
1110820	16176
1110821	15600
1110822	15600
1110823	26004
1110824	14664
1110825	15600
1110826	26004
1110827	20796
1110828	20796
1110829	17100
1110830	18204
1110831	15528
1110832	15600
1110833	20796
1110834	18204
1110835	17676
1110836	16536
1110837	18144
1110838	16872
1110839	15600
1110840	14556
1110841	15732
1110842	26004
1110843	17160
1110844	13968
1110845	15600
1110847	18204
1110848	16800
1110849	16800
1110850	20400
1110851	17640
1110852	22356
1110853	15828
1110854	19200
1110855	26004
1110856	21504
1110857	
1110901	19200
1110902	18204
1110903	16740
1110904	20796
1110905	18984
1110906	26004
1110907	15600
1110908	18000
1110909	15600
1110910	22152
1110911	19356
1110912	23400
1110913	26004
1110914	21192
1110915	26004
1110916	24000
1110917	18204
1110918	24960
1110919	18252
1110920	19632
1110921	22236
1110922	22104
1110923	20796
1111001	21192
1111002	18204
1111003	19236
1111004	20244
1111005	15600
1111006	17112
1111007	15600
1111008	12996
1111009	13056
1111010	11124
1111011	24000
1111012	20796
1111013	29724
1111014	26004
1111015	15600
1111016	12996
1111017	20796
1111018	21204
1111019	18852
1111020	26004
1111021	25848
1111022	17208
1111023	18204
1111024	23400
1111025	24480
1111026	20796
1111027	23400
1111101	15600
1111102	17028
1111103	15984
1111104	12276
1111105	16380
1111106	17244
1111107	15600
1111108	16896
1111109	15600
1111110	15600
1111111	15600
1111112	26004
1111113	16896
1111114	16380
1111115	15600
1111116	15600
1111117	18204
1111118	18204
1111119	20796
1111121	15600
1111122	13812
1111123	16644
1111124	14820
1111125	12996
1111126	19764
1111127	19200
1111128	14748
1111129	15600
1111130	16800
1111131	16668
1111132	16116
1111133	15600
1111134	14460
1111135	15600
1111136	15600
1111137	
1111138	20544
1111139	
1111140	18000
1111141	26004
1111142	
1111143	15600
1111144	16116
1111145	19632
1111146	
1111147	21840
1111148	23400
1111149	28596
1111201	23400
1111202	26004
1111203	19968
1111204	26004
1111205	19248
1111206	25200
1111207	19500
1111208	15840
1111209	19416
1111210	29748
1111211	21936
1111212	28344
1111213	18108
1111214	20796
1111215	22752
1111216	18000
1111217	21840
1111218	20796
1111219	18204
1111220	19200
1111221	21600
1111222	18960
1111223	24000
1111224	26676
1111225	23916
1111226	26592
1111227	18852
1111228	17400
1111229	19200
1111230	17676
1111231	24000
1111232	20796
1111233	20796
1111234	20796
1111235	22356
1111237	24972
1111238	22104
1111240	24672
1111241	20796
1111242	20004
1111244	25452
1111245	24000
1111246	21600
1111247	22572
1111248	25200
1111249	20796
1111301	19200
1111302	24000
1111303	27612
1111304	18228
1111305	20796
1111306	21768
1111307	31200
1111308	20796
1111309	26004
1111310	24696
1111311	26208
1111312	27564
1111313	31464
1111314	22884
1111315	26004
1111401	15600
1111402	15600
1111403	18204
1111404	23400
1111405	19500
1111406	21540
1111408	14556
1111409	15600
1111410	15600
1111411	17172
1111412	19236
1111413	26004
1111414	25404
1111501	26004
1111502	18000
1111503	16896
1111504	15600
1111505	20400
1111506	18852
1111507	19200
1111508	21816
1111509	18204
1111510	20796
1111511	18516
1111512	17676
1111513	11316
1111514	18204
1111515	20796
1111516	22752
1111517	26004
1111518	18300
1111519	18960
1111520	20796
1111521	17400
1111524	24360
1111525	27420
1111526	19500
1111527	20796
1111528	19200
1111529	19488
1111530	20124
1111531	20280
1111532	15600
1111533	18828
1111534	20796
1111535	18204
1111536	21624
1111537	23640
1111538	23400
1111539	20796
1111541	19500
1111542	19236
1111543	18204
1111544	15600
1111545	18720
1111546	20796
1111547	18720
1111548	15600
1111549	20796
1111550	18600
1111551	19236
1111552	19956
1111553	20280
1111554	20796
1111555	24120
1111556	24000
1111557	21000
1111558	19764
1111559	26004
1111561	26004
1111562	
1111563	16344
1111564	20796
1111565	25356
1111566	20796
1111567	20796
1111568	19236
1111569	20796
1111570	20796
1111571	29688
1111572	
1111573	26004
1111601	23520
1111602	24960
1111603	24000
1111604	24000
1111605	20796
1111606	27600
1111607	20796
1111608	25872
1111609	20796
1111610	21852
1111611	20796
1111612	26004
1111613	20796
1111614	20604
1111615	24096
1111616	26004
1111701	18000
1111702	20400
1111704	23400
1111705	23292
1111706	26004
1111707	29400
1111708	21600
1111709	19500
1111710	20796
1111711	17928
1111712	24000
1111713	22920
1111715	15600
1111716	22092
1111717	20796
1111718	24444
1111719	17676
1111720	17400
1111721	16800
1111722	18204
1111723	20724
1111724	20796
1111725	15600
1111726	25356
1111727	26004
1111728	17940
1111730	16116
1111731	20796
1111732	26400
1111733	15600
1111734	15600
1111735	17160
1111736	17712
1111737	16848
1111738	16320
1111739	20796
1111740	20796
1111741	20796
1111742	23700
1111743	19140
1111744	
1111745	26004
1111746	19632
1111747	22620
1111748	27696
1111749	24756
1111750	21600
1111801	20796
1111802	17676
1111803	26004
1111804	24000
1111805	20796
1111806	21468
1111807	23868
1111808	18204
1111809	20904
1111810	19200
1111811	19752
1111812	19260
1111813	28860
1111814	21600
1111815	
1111816	24000
1111817	26004
1111819	16440
1111820	16200
1111821	16896
1111822	25764
1111823	27744
1111824	28596
1111901	23400
1111902	20796
1111903	24180
1111904	21324
1111906	26004
1111907	19404
1111908	
1111909	
1111910	18204
1111911	20796
1111912	23664
1111913	20796
1111914	19200
1111915	22356
1111916	21204
1111917	
1111918	22920
1111919	
1111920	26004
1112001	
1112002	18108
1112003	19500
1112004	13332
1112005	
1112006	16008
1112007	18204
1112008	18204
1112009	23400
1112010	17160
1112011	18204
1112012	18720
1112013	22884
1112014	18108
1112015	18000
1112016	14772
1112017	
1112018	18204
1112101	23100
1112102	23556
1112103	19200
1112104	21204
1112105	22512
1112106	16056
1112107	23580
1112108	18204
1112109	18204
1112110	18204
1112111	
1112112	
1112113	
1112114	
1112115	20796
1112116	25092
1112117	
1112118	21456
1112119	21600
1112120	23400
1112121	15600
1112122	24000
1112123	11052
1112124	12996
1112125	16800
1112126	26004
1112127	21132
1112128	21840
1112129	24000
1112130	23280
1112131	16440
1112133	19680
1112134	23016
1112135	26004
1112136	21804
1112137	23400
1112138	20592
1112139	22152
1112140	19512
1112141	20796
1112142	26004
1112143	23400
1112144	21600
1112145	20796
1112146	17940
1112147	18108
1112148	19176
1112149	20796
1112150	16800
1112151	18204
1112152	22152
1112153	24000
1112154	20796
1112155	19068
1112156	24300
1112157	20280
1112158	15600
1112201	18204
1112202	18204
1112203	
1112204	15600
1112205	17028
1112206	18468
1112207	11964
1112208	15600
1112209	15600
1112210	15600
1112211	15600
1112212	15600
1112213	15600
1112214	15600
1112215	15480
1112216	16332
1112217	20796
1112218	21012
1112219	16644
1112220	15600
1112221	17508
1112222	15600
1112223	15600
1112224	15864
1112225	20796
1112226	16644
1112227	22236
1112228	18456
1112229	19200
1112230	12996
1112231	19200
1112232	
1112233	18960
1112234	18132
1112301	25548
1112302	26988
1112303	22104
1112304	26004
1112305	22884
1112306	26208
1112307	26004
1112308	24960
1112309	18000
1112310	23700
1112311	23664
1112312	24000
1112313	21600
1112314	19200
1112315	24444
1112401	18204
1112402	15600
1112403	15600
1112404	20796
1112405	17160
1112406	20796
1112407	16200
1112408	18000
1112409	20796
1112410	18840
1112411	21600
1112412	18828
1112413	19200
1112414	17448
1112415	
1112416	
1112501	15600
1112502	18000
1112503	23604
1112504	26520
1112505	
1112506	20796
1112507	22104
1112508	
1112509	
1112510	13788
1112511	15600
1112512	24000
1112513	26004
1112514	
1112515	16920
1112516	26004
1112517	24000
1112518	25608
1112519	26004
1112520	26760
1112521	26004
1112522	20796
1112523	21012
1112524	21840
1112525	16380
1112526	21204
1112527	20796
1112528	17136
1112529	17544
1112530	19632
1112531	26004
1112532	28596
1112533	
1112534	23400
1112535	19140
1112536	26328
1112537	21204
1112601	
1112602	28080
1112603	15600
1112604	19404
1112605	22380
1112606	13200
1112607	18432
1112608	19500
1112609	19356
1112610	22200
1112611	18204
1112612	20076
1112613	22452
1112614	18204
1112615	18204
1112616	29820
1112617	14400
1112618	20796
1112619	20796
1112620	19236
1112621	13008
1112622	14820
1112623	18204
1112624	17988
1112625	18204
1112626	18720
1112627	25140
1112628	15600
1112629	16644
1112630	23100
1112631	21204
1112632	15000
1112633	19788
1112634	17700
1112635	
1112701	20796
1112702	23400
1112703	24000
1112704	
1112705	23472
1112706	17448
1112707	18612
1112708	24492
1112709	18252
1112710	29904
1112711	17460
1112712	19200
1112801	16896
1112802	18204
1112803	23400
1112804	16896
1112805	22800
1112806	31200
1112807	24000
1112808	21324
1112809	21636
1112810	26460
1112811	15600
1112812	22104
1112813	17400
1112901	15600
1112902	20796
1112903	19560
1112904	18600
1112905	30504
1112906	33912
1112907	24960
1112908	20004
1112909	18108
1112910	19500
1112911	23964
1112912	24000
1112913	20796
1112914	13404
1112915	10476
1112916	12000
1112917	9228
1112918	20796
1112919	7464
1112920	26004
1112921	12996
1112922	12144
1112923	18204
1113101	20796
1113102	20796
1113103	15600
1113104	19860
1113105	18912
1113106	20796
1113107	18204
1113108	18888
1113109	20796
1113110	20280
1113111	25236
1113112	26004
1113113	36000
1113114	27300
1113115	21972
1113116	22968
1113117	18960
1113118	20736
1113119	21720
1113120	18336
1113121	20796
1113122	16512
1113123	18204
1113124	17556
1113125	18204
1113126	17124
1113127	24000
1113128	24000
1113129	20796
1113130	19980
1113131	20796
1113132	21264
1113133	18780
1113134	20796
1113135	21576
1113136	24000
1113137	19236
1113138	24000
1113139	18048
1113140	21600
1113141	22284
1113142	20796
1113143	20280
1113144	22476
1113145	18408
