SA1_7DIGITCODE_2016	MotorVehicles.min	occupied_private_dwellings
5108202	4	25
5108203	1	35
5108203	2	60
5108203	3	23
5108203	4	14
5108204	1	28
5108204	2	60
5108204	3	19
5108204	4	11
5108205	1	16
5108205	2	59
5108205	3	18
5108205	4	4
5108206	0	5
5108206	1	45
5108206	2	96
5108206	3	29
5108206	4	23
5108207	0	3
5108207	1	30
5108207	2	56
5108207	3	29
5108207	4	24
5108208	0	4
5108208	1	12
5108208	2	44
5108208	3	20
5108208	4	11
5108209		12
5108209	0	53
5108209	1	104
5108209	2	52
5108209	3	26
5108209	4	13
5108210		3
5108210	1	14
5108210	2	48
5108210	3	16
5108210	4	11
5108211		3
5108211	1	25
5108211	2	102
5108211	3	25
5108211	4	21
5108212	1	14
5108212	2	64
5108212	3	28
5108212	4	11
5108213	0	3
5108213	1	8
5108213	2	36
5108213	3	17
5108213	4	14
5108214		5
5108214	1	21
5108214	2	53
5108214	3	30
5108214	4	10
5108215		3
5108215	1	35
5108215	2	61
5108215	3	28
5108215	4	12
5108216		3
5108216	1	18
5108216	2	39
5108216	3	33
5108216	4	15
5108217		3
5108217	0	3
5108217	1	23
5108217	2	62
5108217	3	25
5108217	4	10
5108218	0	3
5108218	1	19
5108218	2	73
5108218	3	22
5108218	4	18
5108219		3
5108219	1	30
5108219	2	71
5108219	3	15
5108219	4	18
5108220	1	32
5108220	2	67
5108220	3	20
5108220	4	10
5108221	0	3
5108221	1	22
5108221	2	47
5108221	3	23
5108221	4	10
5108222		3
5108222	1	33
5108222	2	72
5108222	3	15
5108222	4	8
5108223		6
5108223	0	3
5108223	1	36
5108223	2	77
5108223	3	35
5108223	4	20
5108224		3
5108224	0	3
5108224	1	26
5108224	2	65
5108224	3	48
5108224	4	11
5108225		3
5108225	0	5
5108225	1	49
5108225	2	83
5108225	3	33
5108225	4	23
5108301	1	30
5108301	2	64
5108301	3	24
5108301	4	20
5108302		8
5108302	1	38
5108302	2	73
5108302	3	31
5108302	4	16
5108303		4
5108303	0	3
5108303	1	25
5108303	2	65
5108303	3	20
5108303	4	18
5108304	1	27
5108304	2	62
5108304	3	21
5108304	4	9
5108305		4
5108305	0	5
5108305	1	32
5108305	2	64
5108305	3	24
5108305	4	19
5108306	0	4
5108306	1	31
5108306	2	57
5108306	3	20
5108306	4	6
5108307	1	18
5108307	2	35
5108307	3	13
5108307	4	9
5108308	0	3
5108308	1	20
5108308	2	27
5108308	3	27
5108308	4	12
5108310	1	29
5108310	2	54
5108310	3	31
5108310	4	14
5108311	1	15
5108311	2	48
5108311	3	25
5108311	4	13
5108312	1	23
5108312	2	47
5108312	3	27
5108312	4	10
5108313	1	18
5108313	2	32
5108313	3	12
5108313	4	12
5108314	1	32
5108314	2	78
5108314	3	38
5108314	4	21
5108315	1	12
5108315	2	24
5108315	3	17
5108315	4	8
5108316	0	3
5108316	1	20
5108316	2	19
5108316	3	15
5108316	4	8
5108317	0	7
5108317	1	43
5108317	2	72
5108317	3	25
5108317	4	22
5108318	1	32
5108318	2	65
5108318	3	19
5108318	4	11
5108319	1	7
5108319	2	43
5108319	3	20
5108319	4	13
5108320		12
5108320	0	43
5108320	1	82
5108320	2	32
5108320	3	3
5108320	4	3
5108321	0	3
5108321	1	21
5108321	2	70
5108321	3	19
5108321	4	20
5108322	1	23
5108322	2	63
5108322	3	34
5108322	4	27
5108323		5
5108323	1	26
5108323	2	53
5108323	3	19
5108323	4	6
5108324	1	14
5108324	2	27
5108324	3	21
5108324	4	11
5108325	0	3
5108325	1	41
5108325	2	71
5108325	3	20
5108325	4	15
5108326	1	33
5108326	2	49
5108326	3	14
5108326	4	4
5108327		4
5108327	0	3
5108327	1	18
5108327	2	51
5108327	3	21
5108327	4	6
5108331	1	16
5108331	2	26
5108331	3	18
5108331	4	9
5108401		7
5108401	0	3
5108401	1	47
5108401	2	71
5108401	3	28
5108401	4	16
5108402		6
5108402	0	3
5108402	1	37
5108402	2	68
5108402	3	26
5108402	4	15
5108403		5
5108403	0	3
5108403	1	60
5108403	2	98
5108403	3	31
5108403	4	9
5108404		13
5108404	0	17
5108404	1	100
5108404	2	84
5108404	3	18
5108404	4	4
5108405		5
5108405	0	14
5108405	1	121
5108405	2	85
5108405	3	13
5108405	4	7
5108406		3
5108406	1	28
5108406	2	41
5108406	3	9
5108406	4	3
5108407		3
5108407	0	8
5108407	1	23
5108407	2	49
5108407	3	11
5108407	4	7
5108408		4
5108408	0	4
5108408	1	29
5108408	2	46
5108408	3	15
5108408	4	7
5108409	1	42
5108409	2	67
5108409	3	17
5108409	4	12
5108410		3
5108410	1	47
5108410	2	51
5108410	3	21
5108410	4	12
5108411		5
5108411	0	4
5108411	1	42
5108411	2	64
5108411	3	15
5108411	4	11
5108412		3
5108412	0	24
5108412	1	130
5108412	2	101
5108412	3	23
5108412	4	10
5108413		5
5108413	0	18
5108413	1	83
5108413	2	45
5108413	3	11
5108414		8
5108414	0	10
5108414	1	95
5108414	2	78
5108414	3	21
5108414	4	3
5108415		4
5108415	0	3
5108415	1	36
5108415	2	66
5108415	3	16
5108415	4	14
5108416		8
5108416	0	3
5108416	1	64
5108416	2	65
5108416	3	21
5108416	4	6
5108417		5
5108417	0	4
5108417	1	30
5108417	2	53
5108417	3	21
5108417	4	11
5108418	0	5
5108418	1	60
5108418	2	102
5108418	3	16
5108418	4	8
5108419		3
5108419	0	8
5108419	1	39
5108419	2	60
5108419	3	15
5108419	4	6
5108420		4
5108420	0	9
5108420	1	45
5108420	2	65
5108420	3	18
5108420	4	16
5108421	0	8
5108421	1	55
5108421	2	72
5108421	3	28
5108421	4	19
5108423	0	8
5108423	1	29
5108423	2	50
5108423	3	19
5108423	4	11
5108424		4
5108424	0	8
5108424	1	33
5108424	2	47
5108424	3	11
5108424	4	3
5108425		8
5108425	0	11
5108425	1	60
5108425	2	45
5108425	3	17
5108425	4	8
5108426	0	8
5108426	1	41
5108426	2	51
5108426	3	10
5108426	4	14
5108427		5
5108427	0	13
5108427	1	39
5108427	2	49
5108427	3	29
5108427	4	9
5108428		7
5108428	0	4
5108428	1	51
5108428	2	78
5108428	3	14
5108428	4	6
5108429		10
5108429	0	19
5108429	1	60
5108429	2	47
5108429	3	21
5108429	4	18
5108430		9
5108430	0	13
5108430	1	39
5108430	2	73
5108430	3	21
5108430	4	10
5108431		8
5108431	0	16
5108431	1	38
5108431	2	54
5108431	3	18
5108431	4	13
5108432		4
5108432	0	3
5108432	1	33
5108432	2	58
5108432	3	15
5108432	4	12
5108433		6
5108433	0	7
5108433	1	70
5108433	2	67
5108433	3	27
5108433	4	16
5108434		16
5108434	0	61
5108434	1	115
5108434	2	58
5108434	3	16
5108434	4	9
5108435		10
5108435	0	32
5108435	1	108
5108435	2	57
5108435	3	8
5108435	4	3
5108436		3
5108436	0	28
5108436	1	112
5108436	2	51
5108436	3	6
5108436	4	3
5108437		6
5108437	0	19
5108437	1	116
5108437	2	69
5108437	3	15
5108437	4	4
5108501		12
5108501	0	20
5108501	1	55
5108501	2	37
5108501	3	23
5108501	4	16
5108502		3
5108502	0	3
5108502	1	32
5108502	2	33
5108502	3	22
5108502	4	18
5108503		17
5108503	0	12
5108503	1	88
5108503	2	70
5108503	3	17
5108503	4	13
5108504		7
5108504	0	13
5108504	1	81
5108504	2	48
5108504	3	15
5108504	4	5
5108505		4
5108505	0	11
5108505	1	40
5108505	2	58
5108505	3	14
5108505	4	3
5108506		14
5108506	0	9
5108506	1	102
5108506	2	88
5108506	3	23
5108506	4	10
5108507		9
5108507	0	13
5108507	1	76
5108507	2	81
5108507	3	17
5108507	4	3
5108508		6
5108508	0	21
5108508	1	84
5108508	2	79
5108508	3	19
5108508	4	13
5108509		9
5108509	0	10
5108509	1	45
5108509	2	41
5108509	3	24
5108509	4	16
5108510		6
5108510	0	13
5108510	1	48
5108510	2	40
5108510	3	17
5108510	4	16
5108511		14
5108511	0	5
5108511	1	25
5108511	2	41
5108511	3	17
5108511	4	4
5108512		6
5108512	0	8
5108512	1	31
5108512	2	43
5108512	3	22
5108512	4	16
5108513		10
5108513	0	16
5108513	1	91
5108513	2	64
5108513	3	18
5108513	4	14
5108514		8
5108514	0	13
5108514	1	56
5108514	2	39
5108514	3	23
5108514	4	13
5108515		15
5108515	0	27
5108515	1	72
5108515	2	50
5108515	3	12
5108516		4
5108516	0	15
5108516	1	81
5108516	2	68
5108516	3	20
5108516	4	8
5108517		14
5108517	0	17
5108517	1	87
5108517	2	59
5108517	3	10
5108517	4	4
5108518		13
5108518	0	17
5108518	1	57
5108518	2	47
5108518	3	11
5108518	4	9
5108519		3
5108519	0	15
5108519	1	64
5108519	2	66
5108519	3	22
5108519	4	5
5108520		15
5108520	0	7
5108520	1	83
5108520	2	110
5108520	3	29
5108520	4	6
5108521		13
5108521	0	18
5108521	1	117
5108521	2	70
5108521	3	23
5108521	4	8
5108522		6
5108522	0	13
5108522	1	62
5108522	2	39
5108522	3	8
5108522	4	12
5108523		6
5108523	0	24
5108523	1	95
5108523	2	62
5108523	3	22
5108523	4	7
5108524		9
5108524	0	22
5108524	1	101
5108524	2	104
5108524	3	34
5108524	4	10
5108525		4
5108525	0	14
5108525	1	57
5108525	2	44
5108525	3	11
5108525	4	9
5108526		7
5108526	0	17
5108526	1	119
5108526	2	67
5108526	3	15
5108526	4	6
5108527		6
5108527	0	7
5108527	1	73
5108527	2	68
5108527	3	14
5108527	4	3
5108528		9
5108528	0	12
5108528	1	57
5108528	2	54
5108528	3	15
5108528	4	6
5108529		6
5108529	0	12
5108529	1	100
5108529	2	70
5108529	3	14
5108529	4	7
5108530		11
5108530	0	7
5108530	1	59
5108530	2	53
5108530	3	3
5108530	4	9
5108531		9
5108531	0	18
5108531	1	52
5108531	2	46
5108531	3	29
5108531	4	20
5108532		3
5108532	0	3
5108532	1	21
5108532	2	31
5108532	3	11
5108532	4	7
5108535		7
5108535	0	14
5108535	1	53
5108535	2	60
5108535	3	19
5108535	4	16
5108536		4
5108536	0	5
5108536	1	20
5108536	2	30
5108536	3	14
5108536	4	11
5108537		15
5108537	0	3
5108537	1	34
5108537	2	56
5108537	3	24
5108537	4	17
5108539		4
5108539	0	8
5108539	1	41
5108539	2	56
5108539	3	27
5108539	4	19
5108540		7
5108540	0	4
5108540	1	19
5108540	2	35
5108540	3	16
5108540	4	6
5108541		8
5108541	0	7
5108541	1	39
5108541	2	36
5108541	3	17
5108541	4	15
5108542		11
5108542	0	17
5108542	1	54
5108542	2	46
5108542	3	18
5108542	4	17
5108543		4
5108543	0	8
5108543	1	31
5108543	2	41
5108543	3	21
5108543	4	18
5108544	0	4
5108544	1	38
5108544	2	33
5108544	3	13
5108544	4	6
5108601		3
5108601	0	3
5108601	1	18
5108601	2	9
5108601	3	8
5108601	4	3
5108602		11
5108602	0	25
5108602	1	72
5108602	2	60
5108602	3	27
5108602	4	20
5108603	1	41
5108603	2	43
5108603	3	16
5108603	4	8
5108604		7
5108604	0	11
5108604	1	61
5108604	2	38
5108604	3	14
5108604	4	3
5108605		14
5108605	0	13
5108605	1	109
5108605	2	73
5108605	3	16
5108605	4	4
5108606		4
5108606	0	14
5108606	1	64
5108606	2	55
5108606	3	16
5108606	4	5
5108607		6
5108607	0	8
5108607	1	117
5108607	2	69
5108607	3	13
5108607	4	9
5108608		7
5108608	0	20
5108608	1	77
5108608	2	56
5108608	3	16
5108608	4	4
5108609		10
5108609	0	30
5108609	1	119
5108609	2	64
5108609	3	10
5108609	4	8
5108610	1	37
5108610	2	46
5108610	3	15
5108610	4	4
5108611	0	9
5108611	1	44
5108611	2	34
5108611	3	10
5108611	4	3
5108612		3
5108612	0	3
5108612	1	68
5108612	2	60
5108612	3	24
5108612	4	9
5108613		3
5108613	0	9
5108613	1	33
5108613	2	64
5108613	3	23
5108613	4	11
5108614		9
5108614	0	10
5108614	1	55
5108614	2	93
5108614	3	27
5108614	4	18
5108615		12
5108615	0	34
5108615	1	91
5108615	2	55
5108615	3	19
5108615	4	9
5108616		8
5108616	0	12
5108616	1	73
5108616	2	94
5108616	3	35
5108616	4	16
5108617		10
5108617	0	10
5108617	1	65
5108617	2	76
5108617	3	26
5108617	4	14
5108618		10
5108618	0	30
5108618	1	63
5108618	2	60
5108618	3	23
5108618	4	12
5108619		3
5108619	0	3
5108619	1	28
5108619	2	37
5108619	3	12
5108619	4	6
5108621		3
5108621	0	14
5108621	1	37
5108621	2	56
5108621	3	27
5108621	4	24
5108622		3
5108622	0	9
5108622	1	59
5108622	2	59
5108622	3	17
5108622	4	14
5108623	0	3
5108623	1	65
5108623	2	88
5108623	3	24
5108623	4	10
5108624		4
5108624	0	4
5108624	1	36
5108624	2	67
5108624	3	21
5108624	4	7
5108625	0	10
5108625	1	45
5108625	2	42
5108625	3	21
5108625	4	12
5108626		3
5108626	0	9
5108626	1	44
5108626	2	63
5108626	3	23
5108626	4	15
5108627		3
5108627	1	25
5108627	2	37
5108627	3	16
5108627	4	7
5108628		4
5108628	0	8
5108628	1	19
5108628	2	43
5108628	3	22
5108628	4	5
5108629		5
5108629	0	7
5108629	1	78
5108629	2	74
5108629	3	27
5108629	4	3
5108630		8
5108630	0	3
5108630	1	65
5108630	2	81
5108630	3	21
5108630	4	4
5108631		3
5108631	0	13
5108631	1	72
5108631	2	60
5108631	3	13
5108631	4	16
5108632		3
5108632	0	23
5108632	1	126
5108632	2	85
5108632	3	20
5108632	4	9
5108633		10
5108633	0	12
5108633	1	74
5108633	2	54
5108633	3	7
5108633	4	4
5108634		6
5108634	0	14
5108634	1	92
5108634	2	74
5108634	3	19
5108634	4	9
5108635		10
5108635	0	17
5108635	1	119
5108635	2	67
5108635	3	18
5108635	4	3
5108636		5
5108636	0	8
5108636	1	39
5108636	2	47
5108636	3	19
5108636	4	17
5108637		7
5108637	0	10
5108637	1	46
5108637	2	36
5108637	3	23
5108637	4	19
5108638	0	8
5108638	1	24
5108638	2	36
5108638	3	12
5108638	4	12
5108639	0	3
5108639	1	16
5108639	2	21
5108639	3	22
5108639	4	17
5108640		8
5108640	0	18
5108640	1	24
5108640	2	49
5108640	3	36
5108640	4	28
5108641		8
5108641	0	12
5108641	1	96
5108641	2	93
5108641	3	18
5108641	4	13
5108642		17
5108642	0	28
5108642	1	172
5108642	2	80
5108642	3	17
5108642	4	8
5108643		4
5108643	0	25
5108643	1	53
5108643	2	77
5108643	3	22
5108643	4	4
5108644	0	3
5108644	1	11
5108644	2	39
5108644	3	24
5108644	4	12
5108645		3
5108645	0	3
5108645	1	73
5108645	2	74
5108645	3	21
5108645	4	7
5108646		12
5108646	0	11
5108646	1	111
5108646	2	116
5108646	3	19
5108646	4	10
5108647		7
5108647	0	7
5108647	1	54
5108647	2	52
5108647	3	8
5108647	4	10
5108648	1	40
5108648	2	81
5108648	3	36
5108648	4	28
5108649		3
5108649	1	9
5108649	2	22
5108649	3	22
5108649	4	16
5108650		5
5108650	0	3
5108650	1	35
5108650	2	50
5108650	3	35
5108650	4	21
5108651		8
5108651	0	9
5108651	1	48
5108651	2	84
5108651	3	21
5108651	4	13
5108652	0	13
5108652	1	45
5108652	2	46
5108652	3	17
5108652	4	10
5108653	0	9
5108653	1	45
5108653	2	85
5108653	3	32
5108653	4	6
5108654		3
5108654	0	3
5108654	1	47
5108654	2	59
5108654	3	12
5108654	4	11
5108655		7
5108655	1	14
5108655	2	38
5108655	3	21
5108655	4	15
5108656	1	9
5108656	2	33
5108656	3	36
5108656	4	29
5108657		10
5108657	0	5
5108657	1	9
5108657	2	57
5108657	3	31
5108657	4	16
5108659	1	16
5108659	2	45
5108659	3	18
5108659	4	19
5108801		5
5108801	0	17
5108801	1	79
5108801	2	68
5108801	3	19
5108801	4	4
5108802	1	3
5108803	0	4
5108803	1	91
5108803	2	82
5108803	3	19
5108803	4	3
5108804		4
5108804	0	12
5108804	1	48
5108804	2	71
5108804	3	19
5108804	4	3
5108805		3
5108805	0	8
5108805	1	43
5108805	2	68
5108805	3	16
5108805	4	13
5108806		5
5108806	0	11
5108806	1	28
5108806	2	55
5108806	3	19
5108806	4	13
5108807		4
5108807	0	3
5108807	1	30
5108807	2	46
5108807	3	15
5108807	4	4
5108808		6
5108808	0	23
5108808	1	54
5108808	2	55
5108808	3	13
5108808	4	3
5108809		9
5108809	0	14
5108809	1	58
5108809	2	66
5108809	3	22
5108809	4	3
5108810		7
5108810	0	9
5108810	1	62
5108810	2	95
5108810	3	25
5108810	4	7
5108811		7
5108811	0	6
5108811	1	75
5108811	2	86
5108811	3	19
5108811	4	8
5108812		8
5108812	0	11
5108812	1	56
5108812	2	67
5108812	3	19
5108812	4	3
5108813		3
5108813	0	7
5108813	1	77
5108813	2	80
5108813	3	11
5108813	4	5
5108814		5
5108814	0	14
5108814	1	78
5108814	2	105
5108814	3	24
5108814	4	11
5108815		3
5108815	0	16
5108815	1	76
5108815	2	95
5108815	3	25
5108815	4	13
5108816	0	3
5108816	1	40
5108816	2	92
5108816	3	22
5108816	4	11
5108817		3
5108817	0	5
5108817	1	44
5108817	2	67
5108817	3	14
5108817	4	4
5108818		13
5108818	0	33
5108818	1	149
5108818	2	137
5108818	3	33
5108818	4	3
5108819		14
5108819	0	23
5108819	1	162
5108819	2	121
5108819	3	42
5108819	4	11
5108820		10
5108820	0	26
5108820	1	89
5108820	2	86
5108820	3	9
5108820	4	5
5108821		3
5108821	0	4
5108821	1	77
5108821	2	81
5108821	3	20
5108822		6
5108822	0	13
5108822	1	112
5108822	2	95
5108822	3	24
5108822	4	7
5108823		5
5108823	0	19
5108823	1	85
5108823	2	83
5108823	3	16
5108823	4	4
5108824		14
5108824	0	28
5108824	1	129
5108824	2	100
5108824	3	25
5108824	4	4
5108825		4
5108825	0	5
5108825	1	85
5108825	2	86
5108825	3	24
5108825	4	6
5108826		3
5108826	1	77
5108826	2	67
5108826	3	16
5108826	4	5
5108827	0	6
5108827	1	35
5108827	2	38
5108827	3	13
5108827	4	3
5108828		6
5108828	0	21
5108828	1	109
5108828	2	98
5108828	3	26
5108828	4	6
5108829		11
5108829	0	10
5108829	1	77
5108829	2	69
5108829	3	16
5108829	4	4
5108830		7
5108830	0	6
5108830	1	69
5108830	2	100
5108830	3	16
5108830	4	12
5108831		10
5108831	0	13
5108831	1	100
5108831	2	89
5108831	3	19
5108831	4	10
5108832	0	14
5108832	1	40
5108832	2	45
5108832	3	12
5108832	4	9
5108833		5
5108833	0	3
5108833	1	21
5108833	2	63
5108833	3	27
5108833	4	19
5108834		8
5108834	0	15
5108834	1	105
5108834	2	76
5108834	3	19
5108835		3
5108835	0	4
5108835	1	37
5108835	2	79
5108835	3	44
5108835	4	25
5108901		8
5108901	0	7
5108901	1	62
5108901	2	87
5108901	3	34
5108901	4	17
5108902		3
5108902	0	4
5108902	1	30
5108902	2	62
5108902	3	19
5108902	4	8
5108903		4
5108903	1	20
5108903	2	28
5108903	3	4
5108903	4	3
5108905		4
5108905	0	20
5108905	1	29
5108905	2	51
5108905	3	8
5108905	4	8
5108906		4
5108906	0	3
5108906	1	46
5108906	2	61
5108906	3	16
5108906	4	8
5108907	0	6
5108907	1	39
5108907	2	69
5108907	3	18
5108907	4	3
5108908		9
5108908	0	3
5108908	1	63
5108908	2	127
5108908	3	35
5108908	4	16
5108909		3
5108909	0	7
5108909	1	75
5108909	2	92
5108909	3	23
5108909	4	11
5108910		6
5108910	0	25
5108910	1	50
5108910	2	4
5108911	0	5
5108911	1	30
5108911	2	50
5108911	3	14
5108911	4	11
5108912		4
5108912	1	33
5108912	2	77
5108912	3	25
5108912	4	8
5108913		7
5108913	0	19
5108913	1	54
5108913	2	75
5108913	3	19
5108913	4	13
5108914		5
5108914	1	41
5108914	2	125
5108914	3	23
5108914	4	15
5108915	2	21
5108915	3	5
5108915	4	5
5108916	1	32
5108916	2	69
5108916	3	22
5108916	4	16
5108917	0	4
5108917	1	26
5108917	2	70
5108917	3	23
5108917	4	10
5108918		8
5108918	0	4
5108918	1	38
5108918	2	88
5108918	3	22
5108918	4	16
5108919	1	20
5108919	2	13
5108919	3	3
5108920		3
5108920	0	7
5108920	1	37
5108920	2	54
5108920	3	18
5108920	4	10
5108921		3
5108921	0	9
5108921	1	58
5108921	2	92
5108921	3	23
5108921	4	10
5108922		4
5108922	0	8
5108922	1	83
5108922	2	162
5108922	3	30
5108922	4	8
5108923	1	35
5108923	2	90
5108923	3	26
5108923	4	12
5108924	0	3
5108924	1	43
5108924	2	67
5108924	3	27
5108924	4	13
5108925	1	20
5108925	2	97
5108925	3	24
5108925	4	10
5108926		3
5108926	1	42
5108926	2	136
5108926	3	32
5108926	4	9
5108927		6
5108927	0	6
5108927	1	53
5108927	2	43
5108927	3	17
5108927	4	5
5108929		6
5108929	0	3
5108929	1	47
5108929	2	77
5108929	3	32
5108929	4	18
5108930		9
5108930	1	30
5108930	2	100
5108930	3	40
5108930	4	14
5108931	1	25
5108931	2	63
5108931	3	19
5108931	4	12
5108932		8
5108932	0	3
5108932	1	20
5108932	2	96
5108932	3	21
5108932	4	14
5108933		3
5108933	1	34
5108933	2	91
5108933	3	39
5108933	4	19
5108934		3
5108934	1	17
5108934	2	25
5108934	3	10
5108934	4	11
5108935		3
5108935	0	3
5108935	1	42
5108935	2	97
5108935	3	26
5108935	4	16
5108936		4
5108936	0	4
5108936	1	45
5108936	2	73
5108936	3	22
5108936	4	8
5108938	0	3
5108938	1	31
5108938	2	84
5108938	3	25
5108938	4	7
5108939	1	30
5108939	2	50
5108939	3	17
5108939	4	4
5108940	1	17
5108940	2	45
5108940	3	14
5108940	4	7
5108941		3
5108941	1	38
5108941	2	118
5108941	3	24
5108941	4	12
5108942	1	21
5108942	2	72
5108942	3	25
5108942	4	11
5108943	0	3
5108943	1	22
5108943	2	87
5108943	3	32
5108943	4	20
5108944		3
5108944	1	14
5108944	2	65
5108944	3	20
5108944	4	17
5108945	1	7
5108945	2	29
5108945	3	11
5108945	4	10
5108946	1	27
5108946	2	66
5108946	3	31
5108946	4	9
5108947	1	20
5108947	2	50
5108947	3	15
5108947	4	9
5108948		3
5108948	1	29
5108948	2	86
5108948	3	32
5108948	4	26
5108949	0	3
5108949	1	27
5108949	2	54
5108949	3	18
5108949	4	11
5108950	1	33
5108950	2	68
5108950	3	22
5108950	4	7
5109002		8
5109002	0	9
5109002	1	70
5109002	2	56
5109002	3	16
5109002	4	9
5109003	0	3
5109003	1	32
5109003	2	50
5109003	3	23
5109003	4	15
5109004		7
5109004	0	36
5109004	1	139
5109004	2	100
5109004	3	19
5109004	4	13
5109005		11
5109005	0	11
5109005	1	112
5109005	2	119
5109005	3	23
5109005	4	9
5109006		3
5109006	0	6
5109006	1	65
5109006	2	68
5109006	3	8
5109006	4	3
5109007		3
5109007	0	11
5109007	1	113
5109007	2	88
5109007	3	27
5109007	4	12
5109008		3
5109008	0	9
5109008	1	72
5109008	2	63
5109008	3	20
5109008	4	8
5109009		8
5109009	0	16
5109009	1	116
5109009	2	72
5109009	3	14
5109009	4	9
5109010		3
5109010	0	24
5109010	1	75
5109010	2	75
5109010	3	11
5109010	4	12
5109011		13
5109011	0	30
5109011	1	57
5109011	2	33
5109011	3	11
5109011	4	7
5109012		14
5109012	0	19
5109012	1	71
5109012	2	57
5109012	3	12
5109012	4	12
5109013		17
5109013	0	29
5109013	1	125
5109013	2	104
5109013	3	20
5109013	4	14
5109014		10
5109014	0	16
5109014	1	80
5109014	2	80
5109014	3	19
5109014	4	3
5109016		9
5109016	0	19
5109016	1	123
5109016	2	113
5109016	3	27
5109016	4	8
5109017		8
5109017	0	13
5109017	1	109
5109017	2	84
5109017	3	16
5109017	4	9
5109019		11
5109019	0	13
5109019	1	70
5109019	2	68
5109019	3	15
5109019	4	8
5109020		13
5109020	0	19
5109020	1	99
5109020	2	95
5109020	3	15
5109020	4	9
5109021		11
5109021	0	9
5109021	1	81
5109021	2	62
5109021	3	15
5109021	4	15
5109022		8
5109022	0	17
5109022	1	124
5109022	2	132
5109022	3	36
5109022	4	12
5109023		16
5109023	0	32
5109023	1	154
5109023	2	115
5109023	3	22
5109023	4	12
5109024		7
5109024	0	13
5109024	1	76
5109024	2	63
5109024	3	10
5109024	4	6
5109025		7
5109025	0	25
5109025	1	137
5109025	2	84
5109025	3	23
5109025	4	7
5109027		9
5109027	0	22
5109027	1	119
5109027	2	105
5109027	3	12
5109027	4	13
5109028		8
5109028	0	18
5109028	1	120
5109028	2	83
5109028	3	21
5109028	4	9
5109029		12
5109029	0	19
5109029	1	91
5109029	2	89
5109029	3	16
5109029	4	3
5109030		5
5109030	0	15
5109030	1	103
5109030	2	90
5109030	3	15
5109030	4	7
5109031		8
5109031	0	14
5109031	1	66
5109031	2	59
5109031	3	17
5109031	4	5
5109032		6
5109032	0	11
5109032	1	63
5109032	2	59
5109032	3	13
5109032	4	7
5109033		8
5109033	0	10
5109033	1	88
5109033	2	83
5109033	3	20
5109033	4	9
5109034		3
5109034	0	12
5109034	1	64
5109034	2	52
5109034	3	12
5109034	4	3
5109035		4
5109035	0	10
5109035	1	49
5109035	2	38
5109035	3	3
5109036		5
5109036	0	15
5109036	1	68
5109036	2	74
5109036	3	15
5109036	4	11
5109201		3
5109201	0	3
5109201	1	54
5109201	2	64
5109201	3	20
5109201	4	18
5109202		7
5109202	0	6
5109202	1	62
5109202	2	97
5109202	3	36
5109202	4	8
5109203		5
5109203	0	12
5109203	1	76
5109203	2	97
5109203	3	28
5109203	4	15
5109204		14
5109204	0	10
5109204	1	78
5109204	2	102
5109204	3	21
5109204	4	9
5109205		4
5109205	0	7
5109205	1	83
5109205	2	94
5109205	3	26
5109205	4	5
5109206		8
5109206	0	8
5109206	1	69
5109206	2	84
5109206	3	16
5109206	4	5
5109207		3
5109207	0	17
5109207	1	106
5109207	2	103
5109207	3	30
5109207	4	14
5109208	0	6
5109208	1	95
5109208	2	76
5109208	3	19
5109208	4	3
5109209		8
5109209	0	24
5109209	1	77
5109209	2	71
5109209	3	17
5109209	4	7
5109210		6
5109210	0	3
5109210	1	57
5109210	2	81
5109210	3	17
5109210	4	3
5109211		3
5109211	0	7
5109211	1	62
5109211	2	56
5109211	3	12
5109211	4	5
5109212		3
5109212	0	9
5109212	1	82
5109212	2	65
5109212	3	13
5109212	4	12
5109213		6
5109213	0	11
5109213	1	49
5109213	2	70
5109213	3	18
5109213	4	8
5109214		3
5109214	0	3
5109214	1	58
5109214	2	69
5109214	3	10
5109214	4	4
5109215		3
5109215	0	3
5109215	1	64
5109215	2	50
5109215	3	3
5109215	4	4
5109216		6
5109216	0	25
5109216	1	164
5109216	2	125
5109216	3	27
5109216	4	3
5109217		9
5109217	0	7
5109217	1	74
5109217	2	107
5109217	3	30
5109217	4	17
5109218		3
5109218	0	5
5109218	1	55
5109218	2	102
5109218	3	33
5109218	4	9
5109219		10
5109219	0	9
5109219	1	75
5109219	2	103
5109219	3	29
5109219	4	10
5109220		3
5109220	0	3
5109220	1	47
5109220	2	66
5109220	3	11
5109220	4	10
5109221		12
5109221	0	13
5109221	1	97
5109221	2	100
5109221	3	18
5109221	4	7
5109222		7
5109222	0	17
5109222	1	152
5109222	2	91
5109222	3	16
5109222	4	3
5109223		5
5109223	0	12
5109223	1	69
5109223	2	71
5109223	3	14
5109223	4	4
5109224		9
5109224	0	4
5109224	1	134
5109224	2	137
5109224	3	10
5109224	4	3
5109225	0	5
5109225	1	80
5109225	2	71
5109225	3	21
5109225	4	5
5109226		4
5109226	0	17
5109226	1	98
5109226	2	73
5109226	3	17
5109226	4	5
5109227		3
5109227	0	8
5109227	1	73
5109227	2	67
5109227	3	21
5109228		9
5109228	0	11
5109228	1	106
5109228	2	85
5109228	3	17
5109229		3
5109229	0	6
5109229	1	45
5109229	2	44
5109229	3	8
5109229	4	7
5109230		3
5109230	0	7
