SA1_7DIGITCODE_2016	medianTotalHouseholdIncome
1148313	60008
1148314	35360
1148316	73216
1148317	65780
1148318	51532
1148319	52520
1148320	63076
1148321	52936
1148322	67340
1148323	63752
1148324	66612
1148325	55224
1148326	82836
1148327	63076
1148328	62504
1148329	45656
1148330	38376
1148331	55484
1148332	75088
1148333	65364
1148334	
1148335	71500
1148336	50076
1148337	65988
1148338	50752
1148339	50544
1148340	43160
1148341	50544
1148342	54288
1148343	49348
1148344	57252
1148401	64064
1148402	75192
1148403	52676
1148404	75192
1148405	56576
1148406	55432
1148407	60372
1148408	63180
1148409	26312
1148410	65520
1148411	82836
1148412	77376
1148413	66716
1148414	55744
1148415	41184
1148416	73320
1148417	67600
1148418	
1148419	50440
1148420	87152
1148421	75452
1148422	83668
1148423	55536
1148424	52572
1148425	71812
1148426	61724
1148427	92924
1148428	89336
1148429	69472
1148430	69316
1148431	74724
1148432	52624
1148433	72124
1148434	59696
1148435	72280
1148436	72072
1148437	87724
1148438	87724
1148439	81692
1148440	54288
1148441	56160
1148442	46592
1148501	80704
1148502	73944
1148503	80652
1148504	88244
1148505	74724
1148506	71500
1148507	72124
1148508	47268
1148509	83044
1148510	48828
1148511	75088
1148512	76076
1148513	83044
1148514	75296
1148515	72280
1148516	49816
1148517	81536
1148518	75348
1148519	78624
1148520	78884
1148521	71968
1148522	82472
1148523	46280
1148524	58812
1148525	82836
1148527	84500
1148528	66300
1148529	75816
1148530	72540
1148531	61724
1148532	88088
1148533	79196
1148534	73112
1148535	59540
1148536	76856
1148537	43680
1148538	77324
1148539	63960
1148540	79248
1148541	52364
1148542	49556
1148543	61984
1148544	58136
1148545	59332
1148546	55692
1148547	56992
1148548	54288
1148549	60112
1148550	54912
1148551	75244
1148552	87724
1148553	61516
1148554	74048
1148555	99112
1148556	71084
1148557	58032
1148558	63128
1148559	101608
1148560	
1148561	96824
1148601	
1148701	
1148901	111540
1148902	90012
1148903	88192
1148904	89856
1148905	86424
1148906	96408
1148907	53612
1148908	86632
1148909	77428
1148910	94796
1148911	94796
1148912	92716
1148913	91832
1148914	
1148915	75244
1148916	59176
1148917	33956
1148918	92248
1148919	71500
1148920	67912
1148921	81224
1148922	105820
1148923	68224
1148924	71500
1148925	92300
1148926	64428
1148927	139724
1148928	65416
1148929	70564
1148930	86112
1148931	65884
1148932	85020
1148933	100724
1148934	85124
1148935	107796
1148936	91416
1148937	71500
1148938	85384
1148939	67600
1148940	72488
1148941	78936
1148942	93964
1148943	102492
1148944	88816
1148945	103012
1148946	90480
1148947	77324
1148948	90532
1148949	106132
1148950	83304
1149001	107224
1149002	95524
1149003	110500
1149004	109200
1149005	87724
1149006	133796
1149007	106860
1149008	118404
1149009	143000
1149010	117780
1149011	105456
1149012	86320
1149013	105352
1149014	119860
1149015	112632
1149016	117624
1149017	96668
1149018	129012
1149101	102648
1149102	106756
1149103	102440
1149104	
1149105	112476
1149110	
1149111	87516
1149112	85852
1149113	91364
1149114	113828
1149115	90428
1149116	93184
1149117	85956
1149118	88192
1149119	109564
1149120	32916
1149121	103116
1149122	108316
1149123	111280
1149124	97500
1149125	66092
1149126	98488
1149127	
1149128	96668
1149130	93860
1149133	93600
1149134	108004
1149136	83356
1149137	78312
1149138	83564
1149139	110500
1149140	92612
1149141	126724
1149142	125528
1149143	78936
1149144	
1149145	99112
1149146	
1149147	109044
1149148	121940
1149149	87048
1149150	102648
1149151	105196
1149152	100256
1149153	92248
1149154	47268
1149201	87048
1149202	71500
1149203	78936
1149205	95316
1149206	107068
1149207	89232
1149208	100360
1149209	
1149210	
1149212	91624
1149213	72540
1149214	81900
1149215	65468
1149216	96096
1149217	63440
1149218	85332
1149219	71760
1149220	89544
1149221	89856
1149222	68796
1149223	83408
1149224	88608
1149225	71084
1149226	73112
1149227	79612
1149228	82784
1149229	74724
1149230	75088
1149231	76388
1149232	81380
1149233	71188
1149234	92352
1149236	107744
1149237	93444
1149238	89024
1149239	63024
1149240	84968
1149241	73424
1149242	87984
1149243	62036
1149244	61828
1149245	83044
1149246	92092
1149247	92456
1149248	86424
1149249	81536
1149250	63180
1149251	106756
1149252	100360
1149253	125996
1149254	110136
1149255	114764
1149256	75244
1149257	92716
1149258	108524
1149259	110500
1149301	100724
1149302	92404
1149303	42120
1149304	62504
1149305	88452
1149306	84500
1149307	91624
1149308	33020
1149309	91884
1149310	87256
1149311	45760
1149312	96876
1149313	72124
1149314	101816
1149315	76752
1149316	105196
1149317	86632
1149318	86424
1149319	
1149320	102180
1149321	77532
1149322	102492
1149323	92092
1149324	86112
1149325	86632
1149326	169000
1149327	101816
1149328	93964
1149329	93600
1149330	95836
1149331	95836
1149332	95472
1149333	102492
1149334	86216
1149335	92092
1149336	69108
1149337	87256
1149338	101816
1149339	85904
1149340	93392
1149341	95472
1149342	91572
1149343	82628
1149344	108576
1149345	77688
1149346	80600
1149347	112632
1149401	100048
1149402	122148
1149403	116272
1149404	109356
1149405	110812
1149406	120224
1149407	112632
1149408	116688
1149409	119548
1149410	114244
1149411	115440
1149412	119964
1149413	106496
1149414	105456
1149415	96044
1149416	79612
1149417	108680
1149418	98280
1149419	127504
1149420	104988
1149421	102076
1149422	122720
1149423	109200
1149424	118612
1149425	96928
1149426	115700
1149501	132548
1149502	88088
1149503	86008
1149504	88816
1149505	88660
1149506	90324
1149507	136500
1149508	95056
1149509	121316
1149510	106860
1149511	116064
1149512	123448
1149513	79872
1149514	120692
1149515	63648
1149516	159224
1149517	125632
1149518	87724
1149519	92924
1149520	99632
1149521	135200
1149522	114608
1149523	117000
1149524	117520
1149525	105612
1149526	107016
1149527	139724
1149528	113932
1149529	117000
1149530	93756
1149531	105352
1149532	95108
1149533	113516
1149534	119652
1149535	94224
1149536	138632
1149537	118144
1149538	138112
1149539	123448
1149540	144352
1149541	132028
1149542	132184
1149543	117000
1149544	148148
1149545	128752
1149546	139984
1149547	140816
1149548	119132
1149549	109772
1149550	97500
1149551	101192
1149552	131196
1149553	112008
1149554	131092
1149555	87724
1149556	94900
1149557	101348
1149558	135564
1149601	123032
1149602	127764
1149603	117988
1149604	137072
1149605	124384
1149606	122356
1149607	136032
1149608	113412
1149609	109200
1149610	139984
1149611	
1149612	
1149613	124072
1149614	194116
1149615	157248
1149616	110032
1149617	62088
1149618	91364
1149619	124540
1149620	100724
1149621	127504
1149622	143000
1149623	141700
1149624	169000
1149625	98852
1149626	78936
1149627	190632
1149628	100516
1149629	140400
1149630	171860
1149631	183456
1149632	124748
1149633	106288
1149634	120588
1149635	139724
1149636	149448
1149637	119964
1149638	125216
1149639	122980
1149640	148512
1149641	124540
1149642	117988
1149643	133692
1149644	145548
1149645	118144
1149646	197964
1149647	185484
1149648	154492
1149649	142168
1149650	172692
1149701	135356
1149702	130676
1149703	100048
1149704	117000
1149705	104988
1149706	68224
1149707	63700
1149708	71500
1149709	95056
1149710	97500
1149711	89076
1149712	110032
1149713	116168
1149714	105612
1149715	114088
1149716	83408
1149717	98280
1149718	70044
1149719	68900
1149720	55432
1149721	61568
1149722	96408
1149723	39624
1149724	92092
1149725	104728
1149726	95316
1149727	74048
1149728	114920
1149729	105612
1149730	104988
1149731	110864
1149732	120588
1149733	95316
1149734	113932
1149735	102336
1149736	112008
1149737	101088
1149738	106600
1149739	119912
1149740	103116
1149741	109200
1149742	116428
1149743	117000
1149744	115960
1149745	137072
1149746	108784
1149747	96304
1149748	79612
1149749	83408
1149750	107536
1149751	66352
1149752	66872
1149753	113724
1149754	118820
1149801	169000
1149802	90220
1149803	166608
1149804	143000
1149805	118144
1149806	157248
1149807	145548
1149808	169000
1149809	164632
1149810	107692
1149811	21892
1149812	36400
1149813	154492
1149814	125632
1149815	132860
1149816	84500
1149817	89856
1149818	79456
1149819	93860
1149820	127348
1149821	126048
1149822	133900
1149823	25116
1149824	107328
1149825	120848
1149826	83096
1149827	117000
1149828	126048
1149829	118976
1149830	154336
1149831	101192
1149832	161564
1149833	81900
1149834	120224
1149835	85956
1149901	139724
1149902	185692
1149903	187564
1149904	105092
1149905	81224
1149906	162500
1149907	164632
1149908	
1149909	125632
1149910	117832
1149911	120796
1149912	189592
1149913	146224
1149914	38428
1149915	117000
1149916	196404
1149917	200148
1149918	203216
1149919	197756
1149920	192088
1149921	145860
1149922	149448
1149923	184184
1149924	100048
1150001	22100
1150002	82836
1150003	92924
1150004	79872
1150005	105560
1150006	104572
1150007	92300
1150008	115596
1150009	107120
1150010	104832
1150011	91624
1150012	39988
1150013	111488
1150014	93652
1150015	103324
1150016	99112
1150017	89960
1150018	83096
1150019	102596
1150020	86424
1150021	37700
1150022	88816
1150023	39104
1150024	
1150025	88088
1150026	32864
1150027	78988
1150028	82212
1150029	100984
1150030	99632
1150031	81796
1150032	93444
1150033	92092
1150034	97500
1150035	91780
1150036	88088
1150037	90116
1150038	71500
1150039	72072
1150040	58032
1150041	49348
1150042	66612
1150043	71500
1150101	118820
1150102	97500
1150103	100724
1150104	76648
1150105	103064
1150106	83772
1150107	125840
1150108	124540
1150109	89856
1150110	61724
1150111	120536
1150112	153764
1150113	81900
1150114	
1150115	126048
1150116	98384
1150117	105300
1150118	129012
1150119	
1150120	86632
1150121	124748
1150122	118976
1150123	134524
1150124	135564
1150125	
1150126	123448
1150127	112632
1150128	161564
1150129	132860
1150130	132184
1150131	112112
1150132	80756
1150301	112632
1150302	80288
1150303	99476
1150304	114920
1150305	107536
1150306	73944
1150308	108316
1150309	104520
1150310	69836
1150311	110708
1150312	101348
1150313	91936
1150314	79300
1150315	80600
1150316	100724
1150317	92612
1150318	76336
1150320	101348
1150321	121316
1150322	112944
1150323	96668
1150324	83148
1150325	106600
1150326	65312
1150327	107432
1150328	94016
1150329	
1150330	76128
1150331	97968
1150333	108316
1150334	79560
1150335	84864
1150336	94900
1150337	55640
1150338	127764
1150339	103428
1150340	79040
1150341	82992
1150342	116584
1150343	87724
1150344	79560
1150345	111800
1150401	53976
1150402	57564
1150403	56992
1150404	60632
1150405	55224
1150406	52416
1150407	52676
1150408	45292
1150409	52520
1150410	43316
1150411	49348
1150412	45240
1150413	32448
1150414	46800
1150415	45032
1150416	21684
1150417	52936
1150418	53924
1150419	45760
1150420	54184
1150421	22828
1150422	47892
1150423	40456
1150424	41964
1150425	43940
1150426	47372
1150427	53612
1150428	46800
1150429	59384
1150430	57304
1150431	
1150432	49348
1150433	41184
1150434	56836
1150435	47372
1150436	39208
1150437	52780
1150438	49816
1150439	61256
1150440	41288
1150441	51532
1150501	63648
1150502	76076
1150503	82316
1150504	63440
1150505	71084
1150506	77012
1150507	76180
1150508	61724
1150509	89492
1150510	65624
1150511	79872
1150512	87724
1150513	76336
1150514	92092
1150516	88088
1150517	74048
1150518	73632
1150519	103428
1150521	86632
1150522	84500
1150523	69056
1150524	
1150601	105300
1150604	84500
1150606	79612
1150607	32604
1150608	48256
1150609	74256
1150610	88816
1150612	120848
1150613	76492
1150614	83200
1150615	69316
1150616	115648
1150617	65780
1150618	79612
1150619	116168
1150620	114400
1150621	113984
1150622	100048
1150623	94900
1150624	118872
1150625	116064
1150626	
1150627	107432
1150628	108316
1150629	
1150630	122252
1150631	110916
1150632	111592
1150633	124124
1150901	81900
1150902	86736
1150903	74516
1150904	78832
1150905	76076
1150906	101816
1150907	96564
1150908	78572
1150909	83772
1150910	67184
1150911	72904
1150912	88816
1150913	80444
1150914	93184
1150915	72020
1150916	84968
1150917	48516
1150918	78936
1150919	98904
1150920	99944
1150921	68224
1150922	86632
1150923	83200
1150924	121316
1150925	77220
1150926	96200
1150927	115128
1150928	
1150929	69628
1150930	74256
1150931	47580
1150932	44408
1150933	58136
1150934	49868
1150935	38584
1150936	32240
1151001	79872
1151002	86112
1151003	73632
1151004	65520
1151005	95108
1151006	85488
1151007	71500
1151008	54444
1151009	88192
1151010	87724
1151011	66092
1151012	92300
1151013	100724
1151014	105300
1151015	92872
1151016	63336
1151017	64428
1151018	107692
1151019	74880
1151020	96200
1151021	69056
1151022	97500
1151023	
1151024	92612
1151025	
1151026	70044
1151027	48828
1151028	95628
1151029	118820
1151030	83564
1151031	69628
1151032	80340
1151033	76856
1151034	72280
1151035	91936
1151036	76180
1151037	76180
1151038	119964
1151039	105456
1151040	77324
1151041	93600
1151042	102336
1151043	124748
1151044	115180
1151045	133536
1151046	91884
1151047	114816
1151048	102492
1151049	117000
1151101	45292
1151102	
1151103	47944
1151104	64116
1151105	73320
1151106	46332
1151107	63648
1151108	69940
1151109	68224
1151110	73320
1151111	52676
1151112	73476
1151113	48048
1151114	44408
1151115	50544
1151116	34164
1151117	39884
1151118	45812
1151119	53300
1151120	66300
1151121	79092
1151122	46124
1151123	43732
1151124	45968
1151125	41236
1151126	39312
1151127	42172
1151128	41392
1151129	46020
1151130	42796
1151131	35412
1151132	41860
1151133	53248
1151134	54704
1151135	43628
1151136	67496
1151137	68900
1151138	73112
1151139	73424
1151140	64376
1151141	62192
1151142	46020
1151143	65468
1151144	69472
1151145	54496
1151146	45916
1151147	39364
1151148	49660
1151149	68224
1151150	70408
1151151	61724
1151152	36504
1151153	66092
1151154	71500
1151155	52572
1151156	66092
1151201	24804
1151202	60632
1151203	69836
1151204	54704
1151205	73216
1151206	66092
1151207	79248
1151208	66300
1151209	49348
1151210	44720
1151211	65468
1151212	65468
1151213	69836
1151214	77116
1151215	65572
1151216	39416
1151217	64064
1151218	75608
1151219	73320
1151220	59800
1151221	74724
1151222	62192
1151223	71500
1151224	53976
1151225	79092
1151226	74256
1151227	60996
1151228	60944
1151229	79092
1151230	68224
1151231	79300
1151232	62972
1151233	40248
1151234	50232
1151235	57408
1151236	53300
1151237	66768
1151301	51220
1151302	70200
1151303	73320
1151304	51220
1151305	71500
1151306	61724
1151307	49816
1151308	79924
1151309	68900
1151310	59696
1151311	56472
1151312	67132
1151313	55796
1151314	79768
1151315	54392
1151316	46280
1151317	45760
1151318	81692
1151319	74516
1151320	62348
1151321	58500
1151322	37804
1151323	52416
1151324	34372
1151325	66612
1151326	74464
1151327	60632
1151328	81224
1151329	66612
1151330	53248
1151331	71968
1151332	60996
1151333	56628
1151334	58500
1151335	67600
1151336	53196
1151337	58500
1151338	65520
1151339	55796
1151340	39468
1151341	67964
1151342	65520
1151343	67340
1151344	39312
1151345	64428
1151346	83200
1151347	73112
1151348	66040
1151401	88348
1151402	97500
1151403	84500
1151404	96408
1151405	71916
1151406	72020
1151407	76908
1151408	82056
1151409	89336
1151410	78676
1151411	59280
1151412	81224
1151413	84500
1151414	83408
1151415	90116
1151416	101452
1151417	85124
1151418	106444
1151419	107796
1151420	86840
1151421	113100
1151422	73632
1151501	79612
1151502	63180
1151503	68224
1151504	65468
1151505	39468
1151506	38376
1151507	38844
1151508	36972
1151509	50076
1151510	59384
1151511	46800
1151512	47164
1151513	85748
1151514	58500
1151515	63752
1151516	47112
1151517	50544
1151518	45136
1151519	41912
1151520	54860
1151521	53196
1151522	54184
1151523	44928
1151524	44720
1151525	40092
1151526	48204
1151527	42432
1151528	39988
1151529	41392
1151530	34840
1151531	47892
1151532	40820
1151533	57044
1151534	63024
1151535	64220
1151536	72488
1151537	66196
1151538	61360
1151539	76856
1151540	52676
1151541	62244
1151542	59124
1151543	61724
1151544	63024
1151601	57772
1151602	78624
1151603	73632
1151604	59020
1151605	62088
1151606	61412
1151607	64428
1151608	66092
1151609	66508
1151610	64220
1151611	61724
1151612	64584
1151613	66716
1151614	60008
1151615	49920
1151616	38688
1151617	61724
1151618	96564
1151619	73320
1151620	74724
1151621	81692
1151622	65728
1151623	46020
1151624	58240
1151625	63856
1151626	66612
1151627	64480
1151628	69316
1151629	60632
1151630	53092
1151631	60840
1151632	38324
1151633	58500
1151634	52624
1151635	59904
1151636	68588
1151637	68900
1151638	68796
1151701	78936
1151702	76180
1151703	78832
1151704	92040
1151705	75816
1151706	86320
1151707	61048
1151708	65936
1151709	85748
1151710	88816
1151711	70564
1151712	56940
1151713	84500
1151714	66040
1151715	68588
1151716	
1151717	66508
1151718	66040
1151719	73112
1151720	114816
1151721	76076
1151801	97448
1151802	86632
1151803	119964
